GeneID,elp1D_1
YKL124W,5.8
YKL114C,47.7
YKL113C,42.7
YKL110C,39.4
YKL107W,0.3
YKL104C,113.4
YKL103C,38.6
YKL100C,35.8
YKL098W,6.5
YKL096W,378.2
YKL095W,10.3
YKL093W,0.4
YKL091C,14.1
YKL089W,7.3
YKL088W,17.5
YKL085W,83.8
YKL082C,47.4
YKL079W,11.7
YKL078W,17.2
YKL077W,144.1
YKL075C,11.3
YKL073W,33.4
YKL072W,8.7
YKL057C,23.5
YKL055C,5.2
YKL054C,159.5
YKL052C,17.2
YKL049C,21.6
YKL048C,4
YKL047W,20.1
YKL045W,15.5
YKL042W,18.3
YKL040C,92.2
YKL034W,13.3
YKL033W-A,122.8
YKL033W,5.8
YKL032C,33.9
YKL029C,125.5
YKL025C,27.3
YKL023W,12.8
YKL019W,32.4
YKL018W,25.6
YKL017C,6.7
YKL014C,28.1
YKL011C,6.2
YKL010C,18.6
YKL009W,175.1
YKL008C,72
YKL002W,50.6
YKR001C,120.6
YKR002W,28
YKR005C,0.2
YKR006C,40.4
YKR008W,33.5
YKR013W,166.6
YKR016W,16.1
YKR017C,4.4
YKR018C,80.7
YKR019C,5.5
YKR022C,6.6
YKR023W,10.3
YKR025W,58.1
YKR026C,54.6
YKR028W,21.7
YKR029C,10.7
YKR030W,32.6
YKR036C,9.7
YKR037C,15.8
YKR041W,61.5
YKR043C,223.3
YKR046C,23.4
YKR048C,199
YKR050W,0.5
YKR051W,5.1
YKR053C,0.9
YKR055W,15.3
YKR058W,0.8
YKR060W,31.9
YKR061W,1.8
YKR062W,40.6
YKR063C,8.2
YKR066C,105.2
YKR067W,20.5
YKR069W,5.2
YKR070W,45.6
YKR071C,93.5
YKR075C,10.3
YKR077W,17.5
YKR079C,13.8
YKR080W,100
YKR081C,118.8
YKR082W,35.5
YKR084C,48
YKR088C,38.7
YKR090W,14.8
YKR091W,11.7
YKR093W,151
YKR096W,6.2
YKR097W,0.7
YKR099W,7.4
YKR100C,21
YLL063C,3.2
YLL062C,13.9
YLL061W,20.8
YLL060C,1.7
YLL057C,0.5
YLL056C,0.3
YLL055W,0.3
YLL043W,29.5
YLL041C,33
YLL040C,17.9
YLL038C,13.3
YLL034C,37.2
YLL029W,32.8
YLL028W,17.7
YLL027W,31.6
YLL026W,141.9
YLL023C,44.5
YLL021W,34.4
YLL019C,4.4
YLL018C,444.4
YLL015W,14.3
YLL013C,24.5
YLL012W,12.2
YLL008W,67.3
YLL006W,14.3
YLL002W,5.4
YLL001W,34.9
YLR002C,34.3
YLR004C,1.6
YLR005W,19.8
YLR006C,8.8
YLR019W,24.9
YLR020C,18.2
YLR022C,57.5
YLR024C,4.8
YLR025W,72.3
YLR026C,28.6
YLR027C,429.9
YLR028C,109.5
YLR030W,0.9
YLR033W,22.8
YLR045C,17.1
YLR049C,20.2
YLR052W,27.8
YLR054C,0.7
YLR055C,22
YLR060W,284.4
YLR064W,35.9
YLR069C,18.1
YLR071C,14.7
YLR072W,9.9
YLR078C,42.9
YLR079W,40.2
YLR082C,8.6
YLR085C,10.5
YLR088W,35.9
YLR089C,70
YLR090W,21
YLR091W,5
YLR092W,1
YLR093C,56.3
YLR097C,8.4
YLR099C,11.6
YLR100W,127.9
YLR102C,12.8
YLR103C,7.1
YLR105C,5.9
YLR113W,78.7
YLR114C,21.4
YLR117C,10.5
YLR118C,56.6
YLR120C,40.3
YLR126C,22.2
YLR129W,46
YLR131C,11.1
YLR132C,6.1
YLR133W,21.3
YLR136C,22.3
YLR137W,8.4
YLR139C,5.4
YLR141W,3.2
YLR148W,13.3
YLR149C,0.9
YLR151C,8.3
YLR152C,1.8
YLR153C,218.7
YLR163C,30.7
YLR165C,3.5
YLR172C,153.9
YLR173W,5.6
YLR174W,0.5
YLR175W,310.3
YLR177W,3.3
YLR181C,20.2
YLR182W,16.4
YLR183C,28.4
YLR186W,93.2
YLR187W,13.7
YLR188W,18.3
YLR195C,76.6
YLR196W,91
YLR197W,410.4
YLR199C,41.1
YLR205C,5.9
YLR206W,24
YLR209C,44.4
YLR212C,23.5
YLR215C,16.3
YLR216C,312.2
YLR220W,47.5
YLR222C,55.3
YLR224W,8.3
YLR225C,40.6
YLR226W,13.3
YLR227C,1.8
YLR231C,56.2
YLR233C,1.6
YLR234W,3.1
YLR238W,6.5
YLR239C,14.8
YLR240W,8.3
YLR241W,14.3
YLR243W,34
YLR246W,12.1
YLR247C,9.3
YLR248W,35.4
YLR253W,10.6
YLR257W,111.7
YLR258W,14.2
YLR263W,0.4
YLR266C,2.8
YLR267W,3.1
YLR270W,39.6
YLR271W,3.8
YLR273C,1.4
YLR274W,24.3
YLR276C,51.9
YLR286C,478.3
YLR287C,32.3
YLR288C,3.9
YLR290C,12.5
YLR291C,59.4
YLR298C,16.3
YLR299W,18.8
YLR304C,392.6
YLR312C,0.6
YLR312W-A,30.5
YLR313C,1.9
YLR314C,124
YLR316C,15.2
YLR318W,1
YLR320W,0.9
YLR323C,16
YLR326W,12
YLR328W,37
YLR330W,73.4
YLR332W,34.7
YLR335W,491.3
YLR336C,24.7
YLR337C,26.1
YLR340W,3325.5
YLR343W,0.1
YLR348C,86.3
YLR351C,80
YLR352W,5.2
YLR353W,5.1
YLR354C,333
YLR355C,2023.2
YLR359W,189.8
YLR361C,9.8
YLR362W,13
YLR371W,7.1
YLR373C,10.6
YLR377C,1.2
YLR380W,56.5
YLR381W,3.3
YLR383W,5.7
YLR384C,0.8
YLR386W,13.4
YLR387C,53
YLR390W-A,629.8
YLR393W,14.4
YLR396C,11.5
YLR399C,48.4
YLR401C,33.7
YLR403W,16.6
YLR404W,7.7
YLR405W,15.2
YLR407W,20.6
YLR409C,55.6
YLR410W,61.9
YLR413W,196.5
YLR414C,56.5
YLR418C,32.5
YLR419W,10.8
YLR420W,115.9
YLR423C,3.7
YLR426W,10.4
YLR429W,92.2
YLR431C,1.9
YLR433C,25.9
YLR439W,25.1
YLR440C,21
YLR446W,2.2
YLR447C,357.1
YLR449W,129.8
YLR450W,20.5
YLR452C,35.7
YLR453C,0.9
YLR457C,5.7
YLR459W,28.8
YML130C,64.8
YML125C,174.8
YML121W,29.7
YML119W,14.1
YML118W,0.6
YML116W,17.8
YML115C,44.1
YML114C,10.6
YML113W,21.6
YML112W,15.8
YML110C,85.5
YML107C,7.4
YML106W,261
YML103C,30.6
YML100W,9.4
YML096W,13.2
YML092C,211.4
YML088W,21.4
YML087C,1.5
YML086C,87.9
YML082W,15.8
YML081W,6.5
YML080W,24.6
YML075C,22.2
YML070W,99
YML069W,94.5
YML067C,62.6
YML064C,24.5
YML060W,19.9
YML057W,29
YML054C,0.3
YML051W,4.9
YML050W,3.7
YML048W,152.8
YML046W,10.5
YML042W,0.5
YML037C,4.5
YML035C,42.2
YML034W,16.1
YML032C,14.2
YML027W,19.5
YML025C,30.7
YML023C,4.4
YML021C,28.2
YML020W,5.9
YML019W,41.5
YML017W,38
YML016C,19.6
YML015C,12.4
YML014W,45.9
YML010W,87.1
YML007W,35.9
YML006C,9.7
YML004C,180.3
YML003W,3.8
YML002W,0.4
YMR001C,24.7
YMR005W,29
YMR010W,25.4
YMR014W,33.8
YMR015C,89.8
YMR017W,0.8
YMR021C,11.5
YMR023C,24.9
YMR026C,8.3
YMR027W,68.3
YMR028W,12.2
YMR029C,24.8
YMR032W,9.7
YMR033W,45.4
YMR034C,2
YMR036C,7.9
YMR038C,172.3
YMR039C,51.6
YMR043W,26.8
YMR044W,25.9
YMR047C,27.7
YMR048W,14.6
YMR049C,75.3
YMR053C,0.7
YMR055C,3.6
YMR056C,1.6
YMR058W,273.6
YMR061W,19.7
YMR062C,105.9
YMR063W,7.1
YMR064W,5.8
YMR065W,0.5
YMR066W,4.3
YMR067C,34.6
YMR068W,2.6
YMR075W,8.7
YMR078C,9.9
YMR080C,37.5
YMR081C,0.3
YMR083W,312.1
YMR087W,6.4
YMR089C,26.9
YMR090W,6.3
YMR091C,69.8
YMR092C,85.5
YMR096W,3.6
YMR097C,11.1
YMR101C,0.1
YMR105C,5.5
YMR108W,396.9
YMR110C,27.5
YMR119W,10.3
YMR120C,129.2
YMR125W,69.6
YMR126C,4.1
YMR127C,6.3
YMR130W,29.1
YMR131C,105.6
YMR133W,0.2
YMR134W,26.8
YMR135C,9.6
YMR136W,8.1
YMR139W,17.6
YMR140W,15.9
YMR145C,104.2
YMR146C,282.8
YMR149W,135.1
YMR152W,51.3
YMR155W,8.5
YMR156C,6.2
YMR160W,4.1
YMR163C,3.6
YMR167W,6.9
YMR177W,8.4
YMR178W,69.3
YMR180C,5.7
YMR183C,123.6
YMR185W,9.3
YMR187C,5.1
YMR188C,30.7
YMR191W,25.2
YMR192W,12.5
YMR193W,27
YMR196W,5.4
YMR199W,19
YMR200W,85.8
YMR201C,7.3
YMR204C,4.6
YMR208W,51.9
YMR209C,17.2
YMR210W,8.7
YMR211W,8.1
YMR212C,29
YMR213W,11.6
YMR215W,103.3
YMR216C,22
YMR220W,39.2
YMR221C,38.8
YMR223W,14
YMR224C,5.8
YMR226C,286.8
YMR227C,14.5
YMR228W,15
YMR232W,0.3
YMR234W,10.3
YMR237W,62
YMR238W,40.2
YMR239C,19.9
YMR240C,7.4
YMR241W,165.1
YMR251W,0.6
YMR253C,8.9
YMR257C,1.3
YMR261C,42.6
YMR262W,10.6
YMR267W,23.1
YMR270C,8.8
YMR271C,0.9
YMR272C,59.2
YMR273C,6.7
YMR274C,11
YMR276W,259.2
YMR279C,0.4
YMR280C,0.5
YMR281W,17.4
YMR283C,6.1
YMR285C,22.9
YMR287C,5
YMR289W,15.9
YMR291W,20.2
YMR293C,3.3
YMR294W,6.5
YMR296C,62.9
YMR299C,7.9
YMR300C,81.1
YMR301C,18.1
YMR306W,0.1
YMR307W,645.9
YMR308C,63.8
YMR312W,26.2
YMR313C,12.9
YMR314W,169.5
YMR315W,89.6
YMR316W,7.1
YMR317W,0.7
YMR319C,32
YNL327W,126.2
YNL326C,8.4
YNL322C,140.5
YNL320W,18.7
YNL317W,11.3
YNL316C,17.8
YNL314W,6.4
YNL309W,9.5
YNL308C,67.6
YNL307C,90.2
YNL299W,11.5
YNL295W,9.2
YNL293W,6.9
YNL292W,37.5
YNL290W,44.6
YNL289W,41.6
YNL288W,30.2
YNL287W,140.2
YNL286W,11.3
YNL283C,15.1
YNL280C,63.1
YNL279W,0.6
YNL277W,7.3
YNL275W,7.4
YNL274C,10.7
YNL273W,5.5
YNL272C,13.9
YNL264C,36.9
YNL263C,69
YNL258C,14.7
YNL257C,5.2
YNL256W,20.1
YNL251C,41.8
YNL250W,4.4
YNL248C,126.2
YNL247W,121.8
YNL246W,31.6
YNL243W,68.4
YNL241C,187.6
YNL240C,23.2
YNL239W,71.9
YNL238W,19
YNL237W,1.9
YNL234W,3.7
YNL233W,11.7
YNL231C,77.3
YNL227C,14.4
YNL224C,14.4
YNL223W,4.1
YNL221C,13.3
YNL219C,35.3
YNL218W,7.8
YNL217W,43.2
YNL216W,39
YNL215W,31.4
YNL207W,59.3
YNL206C,21.9
YNL202W,2.2
YNL200C,12.7
YNL197C,31.1
YNL195C,3.4
YNL193W,10.5
YNL191W,21.1
YNL189W,167.4
YNL188W,6
YNL187W,1.4
YNL183C,11.5
YNL182C,30.5
YNL180C,28.2
YNL178W,3747.2
YNL177C,27.2
YNL175C,87.2
YNL173C,37
YNL168C,45.2
YNL167C,9.8
YNL166C,37.4
YNL164C,15.4
YNL163C,28
YNL160W,4.4
YNL159C,18.7
YNL155W,61.1
YNL152W,10.3
YNL151C,46.4
YNL148C,31.9
YNL144C,0.6
YNL142W,3.5
YNL141W,72.5
YNL138W,154.7
YNL137C,29.8
YNL136W,11.2
YNL134C,53.8
YNL129W,30
YNL128W,2
YNL126W,7.7
YNL125C,7.1
YNL123W,59.9
YNL121C,134.5
YNL119W,19.3
YNL118C,32.5
YNL108C,58.7
YNL107W,12.7
YNL103W,14.9
YNL102W,19.8
YNL101W,10.7
YNL100W,27.7
YNL092W,1.1
YNL088W,26
YNL087W,35.8
YNL084C,76.7
YNL082W,9.4
YNL080C,14.1
YNL078W,19.9
YNL077W,8.4
YNL075W,65.7
YNL074C,38.4
YNL073W,8.2
YNL072W,25.1
YNL068C,10.7
YNL064C,642.6
YNL063W,7.5
YNL062C,47.9
YNL061W,88.4
YNL059C,26.5
YNL053W,6.9
YNL051W,12.8
YNL050C,20.9
YNL048W,18.2
YNL047C,6.6
YNL042W,3.1
YNL040W,12.1
YNL039W,15.4
YNL038W,15.5
YNL037C,175
YNL035C,408.3
YNL029C,3.2
YNL027W,13.4
YNL026W,19.1
YNL025C,5.6
YNL024C,4.8
YNL020C,5.9
YNL012W,0.7
YNL011C,7.1
YNL009W,1.5
YNL008C,11
YNL007C,268.6
YNL006W,26
YNL005C,32.8
YNL003C,12.5
YNL001W,43.5
YNR001C,101.4
YNR002C,0.9
YNR003C,30
YNR007C,13
YNR008W,27.2
YNR009W,22.6
YNR011C,8.3
YNR012W,22.3
YNR015W,30.8
YNR016C,179.8
YNR021W,141.8
YNR026C,27.2
YNR029C,19.4
YNR030W,37.7
YNR032W,12.3
YNR034W,19.8
YNR035C,127.2
YNR038W,37.5
YNR039C,11.9
YNR040W,14.6
YNR043W,190.9
YNR048W,7.3
YNR050C,162.7
YNR051C,45.4
YNR052C,32.2
YNR053C,107
YNR057C,1.7
YNR058W,0.1
YNR059W,2.7
YNR060W,0.7
YNR062C,0.6
YNR063W,3.7
YNR064C,1
YNR067C,72.8
YNR069C,0.1
YNR070W,0.2
YNR074C,13.7
YNR075W,2.7
YOL164W,0.5
YOL158C,42.8
YOL154W,1.6
YOL152W,14.5
YOL151W,79.6
YOL149W,59.3
YOL147C,52.1
YOL144W,21.8
YOL136C,14.1
YOL132W,0.2
YOL126C,49.7
YOL125W,13.6
YOL123W,119.1
YOL119C,34.5
YOL117W,3
YOL116W,11.8
YOL113W,1.9
YOL112W,4.7
YOL110W,9.8
YOL102C,28
YOL101C,10.7
YOL100W,4.7
YOL097C,185.6
YOL096C,14.4
YOL095C,4.8
YOL094C,31.1
YOL093W,33.9
YOL091W,1.5
YOL090W,33.7
YOL084W,0.1
YOL083W,2
YOL082W,6.8
YOL080C,24.3
YOL077C,152.7
YOL076W,35
YOL073C,13.3
YOL072W,8.1
YOL070C,34.9
YOL068C,9.2
YOL066C,13.1
YOL065C,19.3
YOL064C,90
YOL061W,112.9
YOL060C,16.6
YOL058W,50.8
YOL057W,37.4
YOL056W,24.9
YOL053W,7.5
YOL052C,47.9
YOL049W,56.5
YOL047C,1.1
YOL043C,2.4
YOL041C,85.1
YOL038W,191.8
YOL034W,4.8
YOL033W,5.9
YOL031C,21.1
YOL030W,157.8
YOL025W,23.2
YOL022C,39.2
YOL019W,23.1
YOL017W,6.2
YOL016C,24.3
YOL015W,0.1
YOL013C,9
YOL010W,40
YOL006C,22.4
YOL004W,35.9
YOL003C,15.1
YOL002C,44.4
YOL001W,2.4
YOR004W,58.4
YOR005C,2
YOR008C,44.9
YOR009W,0.9
YOR011W,1.7
YOR014W,34.6
YOR017W,6.3
YOR018W,8.9
YOR019W,0.6
YOR025W,22.4
YOR026W,11.6
YOR028C,8.5
YOR030W,4.6
YOR037W,7.2
YOR038C,10.8
YOR039W,48.1
YOR040W,7.4
YOR042W,42
YOR046C,135.4
YOR047C,13.5
YOR048C,34.6
YOR049C,2.1
YOR054C,5.5
YOR056C,47.9
YOR059C,7.7
YOR062C,8
YOR063W,3618.2
YOR065W,20.2
YOR066W,13.1
YOR067C,35.6
YOR070C,9.8
YOR073W,8
YOR074C,55.7
YOR076C,9.2
YOR077W,17.3
YOR080W,3.8
YOR084W,0.9
YOR086C,36
YOR087W,109.4
YOR090C,19.9
YOR092W,11
YOR093C,5.5
YOR099W,156.8
YOR100C,0.3
YOR101W,49.7
YOR107W,1.1
YOR110W,14.6
YOR111W,18.8
YOR112W,18.5
YOR115C,29.3
YOR117W,148.4
YOR120W,2.1
YOR123C,36.7
YOR124C,24.3
YOR125C,23.6
YOR126C,28.5
YOR128C,73.4
YOR129C,2.3
YOR130C,21.7
YOR132W,21
YOR134W,0.2
YOR137C,1.7
YOR141C,25.3
YOR142W,139.2
YOR143C,18.8
YOR149C,7.1
YOR151C,89.3
YOR155C,24.4
YOR161C,12.1
YOR162C,2.1
YOR164C,87.1
YOR165W,45.3
YOR168W,259.3
YOR172W,3.4
YOR173W,1
YOR174W,13.6
YOR175C,48
YOR176W,103.3
YOR177C,1.4
YOR180C,0.6
YOR187W,143.7
YOR190W,0.9
YOR193W,46.5
YOR194C,39.8
YOR195W,18
YOR197W,136.8
YOR204W,409.4
YOR205C,5.3
YOR206W,57
YOR207C,44
YOR208W,2.9
YOR209C,125.6
YOR212W,37.2
YOR213C,12.2
YOR216C,24.2
YOR217W,28.7
YOR220W,29
YOR227W,4.6
YOR228C,6
YOR229W,18.1
YOR231W,11.7
YOR232W,197.3
YOR237W,1.5
YOR238W,19.9
YOR239W,77.8
YOR242C,0.1
YOR243C,65.5
YOR245C,10
YOR246C,28.2
YOR249C,5.7
YOR250C,19.5
YOR251C,72
YOR254C,121
YOR259C,158.7
YOR261C,134.9
YOR262W,25.2
YOR264W,37.8
YOR266W,5.8
YOR267C,17
YOR269W,4.1
YOR272W,84.9
YOR273C,4.9
YOR274W,10.7
YOR279C,10.7
YOR281C,47.1
YOR283W,56.6
YOR284W,8.6
YOR287C,23.4
YOR288C,23.5
YOR289W,6.7
YOR291W,8.6
YOR296W,4.8
YOR298W,0.3
YOR299W,11
YOR305W,8.8
YOR307C,14.7
YOR310C,315.5
YOR311C,50.3
YOR313C,0.7
YOR315W,42.9
YOR317W,89.1
YOR320C,25.5
YOR321W,20.7
YOR323C,255.7
YOR324C,6
YOR326W,47.9
YOR328W,0.1
YOR332W,663.5
YOR335C,314.6
YOR336W,12.2
YOR337W,6.8
YOR338W,0.1
YOR340C,115.8
YOR342C,23.4
YOR344C,14.3
YOR346W,7.7
YOR347C,16.6
YOR348C,0.2
YOR352W,9.9
YOR354C,18.2
YOR355W,42
YOR358W,4.1
YOR363C,3.6
YOR370C,36.9
YOR371C,8.6
YOR373W,10.8
YOR378W,1.7
YOR380W,1.4
YOR384W,0.4
YPL274W,39.9
YPL269W,2.3
YPL268W,3.4
YPL266W,75.8
YPL265W,78.1
YPL263C,52.6
YPL262W,108.6
YPL260W,52
YPL259C,21.8
YPL258C,0.2
YPL256C,43.3
YPL253C,8.2
YPL248C,0.3
YPL246C,64.7
YPL245W,28.2
YPL244C,15.1
YPL241C,12.5
YPL237W,311.2
YPL236C,7.1
YPL235W,79.2
YPL232W,58.5
YPL231W,304.6
YPL230W,0.4
YPL226W,172.8
YPL221W,17.4
YPL217C,45.7
YPL216W,2.2
YPL215W,28.7
YPL214C,7.8
YPL213W,16.7
YPL212C,55.4
YPL210C,50.8
YPL208W,19.7
YPL207W,32.9
YPL206C,51.8
YPL204W,50.5
YPL203W,16.4
YPL202C,13.5
YPL199C,46.1
YPL196W,22.9
YPL195W,28.2
YPL193W,9.6
YPL191C,7.3
YPL190C,45.3
YPL189W,0.3
YPL188W,26.4
YPL186C,0.7
YPL183C,24.9
YPL180W,10.3
YPL179W,14.3
YPL177C,43.2
YPL176C,15.2
YPL175W,11.1
YPL174C,1.7
YPL173W,25.2
YPL172C,5.9
YPL171C,0.3
YPL169C,50.7
YPL168W,5.3
YPL167C,0.5
YPL165C,0.3
YPL164C,1.5
YPL163C,130.4
YPL159C,22
YPL157W,20.9
YPL156C,8.6
YPL150W,6.4
YPL149W,4.8
YPL147W,0.7
YPL146C,43.3
YPL145C,130.3
YPL141C,8.5
YPL140C,7.6
YPL139C,23.6
YPL137C,16
YPL134C,4.9
YPL133C,7
YPL132W,13.6
YPL129W,86.1
YPL128C,22.6
YPL127C,106.4
YPL126W,75.4
YPL125W,17.7
YPL124W,7.9
YPL122C,15.7
YPL120W,6
YPL119C,3.5
YPL118W,49.6
YPL117C,174.1
YPL112C,37.1
YPL111W,210.1
YPL109C,3.1
YPL107W,14.4
YPL104W,5.2
YPL103C,9.8
YPL101W,34.4
YPL100W,15.4
YPL093W,117.2
YPL091W,141.2
YPL089C,7.8
YPL088W,4.6
YPL087W,24.8
YPL086C,62.5
YPL085W,35.2
YPL084W,24.2
YPL078C,117.2
YPL077C,7.6
YPL076W,7.3
YPL072W,3.3
YPL069C,11.6
YPL068C,16.6
YPL065W,13.1
YPL064C,10.7
YPL063W,94.5
YPL061W,1466.4
YPL060W,3.3
YPL058C,28.1
YPL057C,17.2
YPL055C,16.9
YPL054W,0.7
YPL053C,52.4
YPL050C,87.1
YPL045W,8
YPL043W,64.5
YPL039W,6.9
YPL032C,43.4
YPL031C,41.1
YPL030W,27.7
YPL028W,433.4
YPL024W,7.8
YPL023C,33.2
YPL017C,1.1
YPL015C,24
YPL012W,79.9
YPL011C,12.9
YPL007C,10.3
YPL006W,13.2
YPL004C,275.7
YPL003W,5.3
YPL002C,11.5
YPL001W,21.5
YPR001W,0.5
YPR002W,4.3
YPR004C,68.8
YPR005C,1
YPR008W,13.3
YPR009W,8.2
YPR010C,147.5
YPR011C,14.2
YPR013C,0.6
YPR015C,2
YPR018W,11.2
YPR023C,35.3
YPR024W,51.3
YPR025C,14
YPR026W,1.6
YPR027C,0.4
YPR029C,28.7
YPR030W,0.3
YPR034W,44.9
YPR036W,241.3
YPR040W,17.2
YPR041W,288.4
YPR045C,27.7
YPR047W,5
YPR054W,0.5
YPR057W,7.9
YPR058W,53.8
YPR061C,3.3
YPR065W,35.3
YPR066W,8.7
YPR068C,12.4
YPR072W,40
YPR074C,555
YPR078C,0.3
YPR079W,15.7
YPR085C,3.2
YPR086W,66.7
YPR088C,135.4
YPR089W,15
YPR091C,17.3
YPR103W,237.4
YPR105C,10.4
YPR106W,14.5
YPR108W,106.3
YPR110C,222.3
YPR111W,8.1
YPR112C,49.8
YPR114W,40.5
YPR116W,5.6
YPR117W,0.3
YPR118W,84.2
YPR119W,23.1
YPR120C,11.3
YPR125W,26.5
YPR127W,22.4
YPR129W,73.5
YPR133C,40.3
YPR135W,16.2
YPR137W,34.8
YPR138C,6.2
YPR139C,29.3
YPR144C,34.9
YPR147C,24.3
YPR148C,54.8
YPR152C,7.9
YPR155C,8.6
YPR157W,0.4
YPR158W,24.1
YPR161C,23.4
YPR162C,8.7
YPR163C,480.8
YPR167C,7.3
YPR169W,35.7
YPR171W,14.1
YPR173C,36.6
YPR178W,10.1
YPR180W,19.7
YPR181C,145.5
YPR185W,6.3
YPR186C,10.5
YPR191W,74.7
YPR192W,0.7
YPR198W,16.9
YPR199C,11.1
YPR201W,0.6
