GeneID,WT_1
YJR134C,13.3
YJR137C,27.2
YJR141W,9.3
YJR144W,48.8
YJR148W,283.6
YJR149W,0.2
YJR150C,9.7
YJR151C,0.2
YKL222C,1
YKL215C,21.5
YKL213C,27.3
YKL212W,134.6
YKL211C,72.1
YKL210W,242
YKL209C,43.5
YKL207W,113.2
YKL205W,22.1
YKL204W,35.1
YKL201C,1.9
YKL198C,8.3
YKL197C,7.9
YKL195W,68.5
YKL193C,35.3
YKL191W,33.2
YKL189W,10.8
YKL188C,0.4
YKL187C,0.2
YKL185W,36.6
YKL184W,89.3
YKL183W,28.1
YKL182W,341.7
YKL181W,154.7
YKL179C,25.4
YKL175W,49
YKL174C,17.7
YKL173W,12.6
YKL172W,106
YKL166C,24
YKL165C,30.5
YKL161C,0.5
YKL154W,47.5
YKL151C,17.4
YKL150W,48.2
YKL149C,7.6
YKL148C,15.2
YKL146W,19.9
YKL145W,148.2
YKL143W,46.1
YKL140W,24.5
YKL139W,14.1
YKL134C,8.7
YKL132C,0.9
YKL130C,35.3
YKL127W,97.2
YKL120W,148.9
YKL116C,10.6
YKL114C,40
YKL113C,37
YKL112W,37.2
YKL110C,40.9
YKL109W,4.5
YKL108W,9.2
YKL107W,0.3
YKL106W,26.3
YKL104C,111.3
YKL103C,32.2
YKL100C,34
YKL099C,50
YKL098W,4.4
YKL096W,154.3
YKL095W,10.1
YKL094W,48
YKL093W,0.5
YKL092C,8.9
YKL091C,11.5
YKL090W,6
YKL088W,18
YKL085W,95.1
YKL082C,51.9
YKL080W,257.2
YKL078W,12.8
YKL077W,138.2
YKL075C,13.5
YKL074C,12
YKL073W,37
YKL072W,7.6
YKL071W,1.2
YKL068W,28.7
YKL064W,11.4
YKL059C,13.3
YKL057C,23.7
YKL055C,5.6
YKL054C,178.3
YKL052C,15.3
YKL049C,21.1
YKL048C,5
YKL047W,16.4
YKL045W,17.2
YKL042W,20.3
YKL040C,64.8
YKL035W,177.8
YKL034W,12.7
YKL033W-A,110.8
YKL032C,40.6
YKL029C,119
YKL027W,25.9
YKL025C,22.4
YKL023W,15.5
YKL022C,11.8
YKL020C,14.5
YKL019W,24.5
YKL018W,25.9
YKL017C,6.2
YKL012W,10.9
YKL011C,7.3
YKL010C,19.5
YKL009W,181.7
YKL008C,95.6
YKL002W,43.1
YKR001C,137.8
YKR002W,21
YKR003W,30.4
YKR004C,5.8
YKR005C,0.2
YKR006C,48.1
YKR011C,28.2
YKR014C,91.2
YKR018C,61.6
YKR019C,5.3
YKR022C,7.1
YKR025W,43.2
YKR026C,56.1
YKR027W,7.7
YKR028W,19.7
YKR037C,15.3
YKR038C,978.3
YKR039W,4.1
YKR041W,57.5
YKR043C,188.7
YKR044W,5.9
YKR046C,21.5
YKR048C,139.8
YKR050W,0.3
YKR051W,5.3
YKR052C,15.7
YKR053C,4.8
YKR055W,13.2
YKR058W,0.7
YKR060W,32.9
YKR061W,1.1
YKR062W,36.9
YKR063C,9.8
YKR066C,87.7
YKR067W,21.2
YKR069W,5.6
YKR072C,26.2
YKR076W,5.9
YKR077W,13.3
YKR078W,4.9
YKR080W,65.6
YKR081C,112.4
YKR082W,30.9
YKR084C,44
YKR086W,5.3
YKR088C,34
YKR091W,7.2
YKR093W,60.2
YKR097W,0.4
YKR098C,1.8
YKR101W,4.2
YKR103W,0.2
YLL063C,3.4
YLL062C,15.1
YLL061W,18.3
YLL060C,0.8
YLL058W,13.9
YLL056C,0.7
YLL055W,0.6
YLL051C,12.5
YLL048C,39.2
YLL043W,25.1
YLL041C,22.7
YLL036C,20.1
YLL035W,9.3
YLL034C,33.6
YLL032C,10.1
YLL028W,15.9
YLL027W,35
YLL026W,141.3
YLL023C,40
YLL021W,33.9
YLL018C,359.1
YLL013C,33.6
YLL012W,17.5
YLL010C,25.6
YLL008W,56.5
YLL006W,15
YLL002W,6
YLL001W,29.5
YLR002C,35.3
YLR003C,43.3
YLR004C,1.2
YLR005W,18
YLR006C,8.4
YLR007W,6.7
YLR014C,2.7
YLR019W,19.5
YLR020C,15.6
YLR022C,47.4
YLR025W,61.8
YLR026C,33.5
YLR027C,387.3
YLR028C,104.1
YLR030W,0.8
YLR032W,7.5
YLR033W,25.3
YLR035C,2.9
YLR045C,16.6
YLR052W,23.2
YLR054C,0.3
YLR055C,15.7
YLR056W,349.7
YLR060W,242.3
YLR069C,20.5
YLR070C,2.1
YLR071C,13.8
YLR077W,10.9
YLR078C,38.4
YLR079W,32.2
YLR082C,8.2
YLR083C,93.3
YLR084C,14.6
YLR085C,10.5
YLR088W,33.2
YLR089C,58.4
YLR090W,19.7
YLR091W,6.7
YLR092W,1.9
YLR093C,54.4
YLR094C,22.5
YLR095C,17.2
YLR096W,12.4
YLR098C,4.2
YLR102C,12.5
YLR107W,13.1
YLR113W,67.3
YLR114C,20.4
YLR116W,14.1
YLR117C,10.4
YLR118C,57.4
YLR120C,37
YLR126C,26.3
YLR127C,4.1
YLR128W,9.8
YLR129W,35.4
YLR130C,18
YLR131C,9.7
YLR132C,8.1
YLR133W,18.1
YLR136C,45.9
YLR137W,7.9
YLR141W,4.7
YLR144C,11.7
YLR146C,24.3
YLR150W,1913.8
YLR151C,5.1
YLR152C,2.1
YLR153C,267.2
YLR163C,39
YLR165C,3.2
YLR168C,9.5
YLR172C,153.9
YLR173W,6.6
YLR176C,5.8
YLR177W,2.5
YLR181C,22.8
YLR182W,14.7
YLR183C,23.6
YLR186W,85.4
YLR188W,15.6
YLR190W,28.7
YLR191W,13.6
YLR194C,38.4
YLR195C,59.4
YLR196W,86.7
YLR199C,35.6
YLR201C,27.3
YLR203C,41.9
YLR206W,38.1
YLR208W,201
YLR210W,9.4
YLR211C,5.6
YLR212C,19.7
YLR214W,102.5
YLR215C,13.8
YLR216C,333.9
YLR219W,13.3
YLR220W,37.2
YLR222C,42.4
YLR224W,7.6
YLR225C,28.3
YLR226W,12.6
YLR227C,1.2
YLR231C,35
YLR238W,7.6
YLR239C,9.3
YLR240W,7.3
YLR241W,18.3
YLR242C,8.5
YLR243W,28
YLR247C,7.6
YLR248W,45.4
YLR250W,116
YLR253W,10.6
YLR257W,82.3
YLR260W,9.4
YLR265C,9.5
YLR270W,37.9
YLR271W,3.6
YLR273C,1.3
YLR274W,18.7
YLR276C,52.5
YLR283W,5.6
YLR284C,4.6
YLR286C,467.8
YLR287C,37.3
YLR289W,3.2
YLR290C,17.6
YLR291C,69.3
YLR298C,15.7
YLR299W,13.9
YLR301W,253.7
YLR304C,565.6
YLR307W,0.3
YLR310C,10.3
YLR312C,0.2
YLR312W-A,29.8
YLR313C,3.3
YLR314C,99.1
YLR316C,12.6
YLR318W,0.7
YLR321C,37.9
YLR323C,9.8
YLR324W,16.4
YLR328W,39.2
YLR330W,56.7
YLR332W,36.4
YLR336C,19.5
YLR340W,3533.4
YLR343W,0.1
YLR347C,71.1
YLR348C,92
YLR351C,76.8
YLR353W,5.4
YLR354C,597.9
YLR355C,2264.6
YLR357W,19.2
YLR359W,221.8
YLR361C,11.7
YLR362W,9.1
YLR368W,6.3
YLR369W,11.5
YLR375W,15.1
YLR380W,70.1
YLR382C,6.8
YLR384C,53.5
YLR386W,13.7
YLR387C,42.3
YLR389C,27.4
YLR390W-A,503.6
YLR392C,4.8
YLR393W,13.4
YLR398C,28.6
YLR399C,49.1
YLR401C,28.4
YLR403W,20.5
YLR405W,16
YLR407W,24.7
YLR409C,40
YLR410W,50.1
YLR411W,3.1
YLR412W,12.3
YLR413W,173.8
YLR414C,42.7
YLR417W,5.5
YLR418C,38.2
YLR423C,5
YLR424W,4.4
YLR425W,3.5
YLR427W,14.4
YLR429W,86
YLR433C,24.4
YLR438W,157.6
YLR439W,26.7
YLR446W,3.7
YLR449W,168.5
YLR450W,23.7
YLR451W,7
YLR453C,2.9
YLR455W,22.7
YLR457C,5.5
YLR459W,29.7
YML131W,23.4
YML128C,3.4
YML125C,144.8
YML121W,24.1
YML119W,10.5
YML118W,0.9
YML117W,18.8
YML115C,44.6
YML114C,10.5
YML112W,15
YML110C,98.5
YML109W,8.4
YML107C,7.6
YML106W,306.7
YML102W,13.9
YML097C,17.4
YML092C,165.7
YML088W,13.3
YML087C,1.4
YML086C,92.2
YML083C,0.2
YML082W,14.1
YML080W,19.8
YML075C,32.1
YML074C,269.3
YML072C,91.4
YML071C,19.5
YML070W,86.2
YML069W,79.6
YML068W,3.3
YML067C,61.6
YML064C,17.5
YML062C,18.8
YML060W,19.3
YML059C,12.9
YML057W,25
YML054C,0.3
YML050W,4
YML043C,3.8
YML042W,0.5
YML041C,11.8
YML035C,40.1
YML034W,15.1
YML031W,28.6
YML029W,12.4
YML027W,20.3
YML025C,30.4
YML021C,24.2
YML019W,36.4
YML018C,26.8
YML017W,45.3
YML015C,15.1
YML014W,35.9
YML013W,27
YML010W,72.3
YML007W,30.3
YML006C,6.8
YML005W,7.7
YML004C,122
YML003W,3.4
YML002W,0.2
YMR001C,21
YMR004W,24.3
YMR005W,28.5
YMR013C,9.8
YMR014W,28.4
YMR015C,89.1
YMR016C,16.8
YMR017W,0.1
YMR020W,7.7
YMR023C,25.5
YMR025W,5.2
YMR026C,7.9
YMR027W,82
YMR029C,24.3
YMR030W,3.2
YMR031C,26.1
YMR032W,11.9
YMR033W,36.2
YMR036C,5.9
YMR038C,166
YMR043W,37.3
YMR044W,22.8
YMR047C,34.5
YMR054W,25.4
YMR055C,5.6
YMR056C,0.2
YMR058W,311.4
YMR060C,17.2
YMR062C,40.2
YMR063W,8.3
YMR064W,8.4
YMR065W,0.5
YMR067C,25.6
YMR068W,2.1
YMR069W,2.6
YMR070W,15.7
YMR079W,284.1
YMR080C,33.6
YMR081C,0.2
YMR086W,20.4
YMR088C,18.5
YMR089C,26.7
YMR090W,4.2
YMR092C,73.5
YMR093W,42.3
YMR094W,3.3
YMR096W,4.4
YMR098C,9.5
YMR099C,173.1
YMR101C,0.4
YMR102C,11.8
YMR104C,4
YMR108W,295.8
YMR110C,24.7
YMR111C,4.3
YMR114C,3.6
YMR116C,3151
YMR119W,12
YMR120C,150.5
YMR125W,62.4
YMR126C,4.9
YMR127C,6.6
YMR128W,29.9
YMR129W,27.6
YMR130W,33.4
YMR133W,0.2
YMR134W,25.5
YMR135C,7
YMR137C,3.6
YMR140W,14.2
YMR144W,12.7
YMR146C,285
YMR149W,132.6
YMR152W,33.4
YMR153W,33.3
YMR154C,3.1
YMR156C,8
YMR157C,18.3
YMR160W,6.3
YMR165C,9.1
YMR167W,5.2
YMR168C,4.3
YMR173W,265.3
YMR177W,8.6
YMR178W,53.1
YMR179W,8
YMR180C,4.1
YMR183C,133.7
YMR185W,6.4
YMR187C,6.3
YMR188C,34.9
YMR193W,30.3
YMR198W,7.7
YMR199W,18.6
YMR200W,80.5
YMR204C,5
YMR206W,0.5
YMR208W,49.5
YMR210W,11.6
YMR213W,11.1
YMR215W,105.7
YMR216C,20.6
YMR217W,442.8
YMR218C,7.2
YMR220W,41.3
YMR221C,36.4
YMR223W,14.4
YMR224C,6.5
YMR226C,211.1
YMR227C,14.8
YMR228W,14
YMR229C,107
YMR231W,14.4
YMR232W,0.4
YMR233W,15.9
YMR235C,143.1
YMR237W,45.8
YMR238W,43.9
YMR239C,17.8
YMR240C,9.7
YMR243C,115.1
YMR244W,0.1
YMR247C,16.9
YMR250W,7.9
YMR251W,0.4
YMR253C,10.6
YMR262W,8.8
YMR265C,5.4
YMR266W,48.6
YMR271C,1.6
YMR272C,55.1
YMR273C,8.3
YMR274C,11.3
YMR276W,220.4
YMR278W,23.5
YMR279C,0.3
YMR280C,0.3
YMR281W,18.3
YMR282C,6.9
YMR284W,12.4
YMR285C,19.7
YMR287C,4.4
YMR289W,19.6
YMR296C,74.6
YMR297W,188.9
YMR300C,80.3
YMR301C,15.1
YMR302C,14
YMR307W,760.8
YMR308C,63.9
YMR310C,28.6
YMR311C,60
YMR312W,28.6
YMR313C,9.4
YMR315W,103.7
YMR316W,4.7
YMR317W,3.3
YMR318C,180.5
YMR319C,25.8
YNL327W,118.2
YNL326C,9.8
YNL325C,5
YNL322C,125.7
YNL321W,14.3
YNL320W,24.1
YNL317W,11.7
YNL316C,18.2
YNL314W,6.6
YNL313C,34.5
YNL311C,7.4
YNL308C,64.2
YNL305C,26.4
YNL304W,7.6
YNL299W,10.3
YNL298W,12.8
YNL297C,14.3
YNL295W,7.1
YNL294C,3.9
YNL293W,6.5
YNL291C,14.4
YNL290W,38.9
YNL287W,126.5
YNL286W,11.4
YNL283C,18.3
YNL280C,71.7
YNL279W,0.7
YNL278W,7.5
YNL277W,9.7
YNL275W,5.4
YNL274C,10.9
YNL273W,7.2
YNL267W,13.7
YNL265C,24.1
YNL264C,32.2
YNL263C,67.5
YNL261W,10.9
YNL254C,5.7
YNL252C,30.2
YNL251C,50.7
YNL248C,100.4
YNL247W,122.7
YNL246W,27.4
YNL243W,55.4
YNL242W,4.2
YNL241C,134.2
YNL240C,14.3
YNL239W,76
YNL237W,2.7
YNL234W,4.7
YNL233W,13.1
YNL232W,35.5
YNL231C,108.8
YNL223W,4.7
YNL221C,15.3
YNL220W,198.2
YNL217W,49.5
YNL216W,36
YNL215W,22.5
YNL212W,28
YNL207W,43.2
YNL206C,19.1
YNL201C,15.4
YNL200C,14.1
YNL199C,15.6
YNL197C,35.6
YNL196C,0.1
YNL192W,23.8
YNL191W,19.1
YNL189W,161
YNL187W,1.2
YNL186W,23.7
YNL183C,13.7
YNL181W,34.5
YNL180C,28.7
YNL178W,3667.2
YNL177C,40.8
YNL176C,11.1
YNL175C,96.6
YNL173C,21.4
YNL169C,24.6
YNL167C,13.2
YNL166C,37.1
YNL165W,8.2
YNL164C,12.9
YNL163C,21.2
YNL159C,17.2
YNL156C,28.6
YNL155W,52.1
YNL154C,69.9
YNL152W,14.1
YNL151C,48.4
YNL144C,1.1
YNL142W,3.1
YNL141W,91.2
YNL138W,188.7
YNL137C,30.4
YNL134C,44.6
YNL132W,67.6
YNL129W,28.8
YNL128W,1.4
YNL125C,5.7
YNL124W,17.1
YNL121C,149.9
YNL119W,15
YNL118C,31
YNL117W,0.3
YNL112W,213.5
YNL108C,62.7
YNL107W,20.5
YNL102W,20.4
YNL101W,10.3
YNL098C,115.2
YNL094W,6.3
YNL092W,1.8
YNL088W,36.7
YNL087W,44.7
YNL084C,66.7
YNL080C,14.2
YNL078W,22.4
YNL076W,12.6
YNL075W,56.6
YNL074C,36.4
YNL072W,18.6
YNL066W,212.9
YNL064C,580.3
YNL063W,6.7
YNL062C,43.1
YNL061W,76.8
YNL059C,25.1
YNL054W,8.9
YNL053W,8.4
YNL051W,15.1
YNL050C,23.7
YNL049C,24.5
YNL048W,21.8
YNL042W,5.1
YNL041C,16.9
YNL040W,20.6
YNL038W,14
YNL037C,262
YNL035C,301.6
YNL032W,18.2
YNL029C,4.7
YNL026W,19
YNL025C,7.1
YNL022C,27.6
YNL011C,7.3
YNL009W,1.8
YNL008C,12.6
YNL006W,25.6
YNL005C,36.2
YNL004W,31.2
YNL003C,18
YNR003C,42.8
YNR006W,19.4
YNR008W,29
YNR009W,22.7
YNR015W,23.6
YNR016C,176.6
YNR019W,32.6
YNR021W,163.5
YNR023W,10.1
YNR027W,14.1
YNR029C,16.4
YNR030W,41.4
YNR032W,12.1
YNR033W,18.3
YNR034W,23.5
YNR035C,101.7
YNR038W,29.7
YNR039C,11.2
YNR040W,16.3
YNR041C,19.8
YNR043W,161.3
YNR044W,24.4
YNR048W,7.7
YNR050C,121.2
YNR052C,40.8
YNR053C,69.3
YNR054C,43.8
YNR056C,0.4
YNR057C,2.5
YNR058W,0.6
YNR059W,2.5
YNR062C,0.5
YNR063W,4.4
YNR064C,1
YNR067C,72.2
YNR069C,0.2
YNR070W,0.1
YNR071C,0.2
YNR074C,14.5
YOL154W,2.1
YOL152W,6.6
YOL151W,52.5
YOL148C,11.1
YOL147C,34.3
YOL145C,31.5
YOL144W,18
YOL142W,46.2
YOL138C,5
YOL137W,15.1
YOL136C,16.6
YOL132W,0.3
YOL126C,64.2
YOL125W,11.7
YOL123W,119.3
YOL115W,17.3
YOL110W,5.2
YOL107W,17.7
YOL104C,0.3
YOL103W,19.5
YOL102C,30.2
YOL098C,49.5
YOL096C,12.1
YOL094C,35.6
YOL093W,37.7
YOL092W,91.2
YOL091W,2.2
YOL090W,33.3
YOL088C,45.6
YOL083W,2.2
YOL082W,11.4
YOL080C,26.4
YOL077C,144.8
YOL076W,29.7
YOL072W,9.7
YOL070C,34.4
YOL069W,9.1
YOL066C,11.9
YOL064C,69
YOL062C,15.9
YOL061W,87.2
YOL058W,41.8
YOL057W,40.4
YOL055C,5.1
YOL052C,41.6
YOL049W,64
YOL048C,6.5
YOL047C,0.6
YOL044W,9.5
YOL043C,2.2
YOL042W,14
YOL038W,145.8
YOL034W,4.9
YOL033W,7
YOL032W,20.3
YOL031C,26.9
YOL030W,131
YOL027C,52.9
YOL022C,52.1
YOL021C,34.8
YOL020W,27.3
YOL018C,20.8
YOL016C,22
YOL013C,10.1
YOL011W,3.6
YOL010W,35.1
YOL009C,5.6
YOL004W,35.9
YOL002C,30.5
YOR001W,28.2
YOR002W,29.4
YOR003W,1.8
YOR004W,62.3
YOR005C,1.9
YOR006C,31.5
YOR008C,45.8
YOR017W,5.9
YOR023C,14.4
YOR026W,10.1
YOR027W,437.6
YOR030W,4.2
YOR032C,0.2
YOR033C,6.6
YOR037W,9.5
YOR039W,56.8
YOR040W,8.4
YOR042W,50.5
YOR048C,34.9
YOR054C,7.2
YOR057W,25.8
YOR059C,8
YOR061W,71.2
YOR062C,3.4
YOR063W,3752.4
YOR065W,22.2
YOR066W,10.5
YOR067C,31.3
YOR069W,18.2
YOR070C,10.4
YOR073W,6.7
YOR074C,42.2
YOR075W,17.7
YOR077W,16.3
YOR079C,22.1
YOR083W,10.8
YOR085W,110.9
YOR086C,44
YOR087W,187.1
YOR090C,20.8
YOR095C,97.2
YOR098C,28.5
YOR099W,165
YOR101W,38
YOR107W,0.6
YOR111W,21.5
YOR112W,18
YOR113W,7
YOR115C,27
YOR117W,121.9
YOR118W,12.8
YOR119C,22.9
YOR120W,2.1
YOR123C,40.6
YOR124C,27
YOR125C,25.4
YOR126C,23.9
YOR127W,9.4
YOR128C,68.2
YOR129C,3.1
YOR132W,22
YOR134W,0.3
YOR136W,383.7
YOR137C,1.2
YOR141C,19.8
YOR142W,134.4
YOR143C,20.6
YOR144C,6.6
YOR151C,78
YOR154W,6.7
YOR155C,24.4
YOR156C,7.1
YOR157C,165.4
YOR158W,28.8
YOR161C,8.8
YOR164C,102.3
YOR165W,44.3
YOR171C,24.5
YOR173W,1.5
YOR175C,56.1
YOR176W,79.4
YOR177C,0.6
YOR178C,0.1
YOR180C,0.6
YOR181W,19.1
YOR184W,215.9
YOR190W,0.2
YOR193W,43.6
YOR194C,49.6
YOR195W,17.9
YOR197W,110.9
YOR198C,302.9
YOR201C,13.5
YOR204W,396.9
YOR205C,5.3
YOR206W,76
YOR207C,40.1
YOR209C,96
YOR211C,16.3
YOR212W,50.2
YOR213C,11.2
YOR216C,21.9
YOR217W,28.2
YOR220W,36
YOR223W,14.4
YOR228C,4.7
YOR229W,12.4
YOR230W,287.9
YOR231W,8.9
YOR232W,213.8
YOR233W,12.4
YOR239W,82.1
YOR243C,52.6
YOR244W,11
YOR245C,12.9
YOR249C,4.4
YOR251C,51.4
YOR254C,119.7
YOR260W,60.7
YOR261C,145.4
YOR264W,28
YOR266W,6.8
YOR267C,22.7
YOR271C,133.4
YOR272W,70.6
YOR273C,4.5
YOR280C,31.3
YOR281C,56.4
YOR284W,8.2
YOR288C,24.5
YOR290C,16.4
YOR291W,9.1
YOR292C,8.8
YOR299W,13.1
YOR301W,20.5
YOR304W,12.6
YOR306C,10.5
YOR307C,14.9
YOR308C,8.9
YOR311C,42
YOR313C,0.6
YOR315W,41.5
YOR316C,31.9
YOR317W,62.5
YOR320C,29
YOR321W,23.8
YOR323C,192.5
YOR324C,6.4
YOR326W,53.4
YOR328W,0.4
YOR335C,285.9
YOR338W,0.4
YOR340C,94.6
YOR342C,22.9
YOR344C,54.6
YOR347C,13.9
YOR349W,2.5
YOR356W,24.9
YOR358W,4.9
YOR359W,18.7
YOR360C,17.5
YOR362C,152.8
YOR365C,0.5
YOR370C,30.3
YOR371C,8.2
YOR372C,16.9
YOR373W,9.6
YOR374W,39.8
YOR377W,16
YOR384W,2.4
YOR385W,9.5
YPL270W,12.4
YPL269W,1.9
YPL268W,3.7
YPL266W,74.8
YPL264C,5.4
YPL263C,47.3
YPL262W,125.2
YPL260W,49.1
YPL259C,24.8
YPL258C,0.2
YPL256C,41.6
YPL254W,15.5
YPL253C,6.2
YPL249C,14.8
YPL248C,0.3
YPL247C,7.5
YPL246C,67.1
YPL245W,16.9
YPL244C,13.9
YPL243W,64.9
YPL241C,14.4
YPL237W,273.3
YPL236C,5.8
YPL231W,292.7
YPL230W,0.7
YPL228W,26.6
YPL226W,133.1
YPL224C,10.8
YPL221W,20.4
YPL219W,6.3
YPL217C,38.1
YPL215W,31.7
YPL213W,16.4
YPL212C,48.2
YPL210C,61.4
YPL209C,6.8
YPL208W,17.9
YPL207W,31.7
YPL206C,45.7
YPL204W,47.4
YPL203W,19.2
YPL202C,17.5
YPL199C,80.9
YPL195W,30.7
YPL191C,5.7
YPL190C,46.2
YPL189W,0.6
YPL188W,21.4
YPL186C,0.7
YPL184C,46.6
YPL181W,14.4
YPL177C,43.4
YPL176C,15.2
YPL175W,7
YPL173W,24
YPL169C,42.6
YPL168W,5.7
YPL167C,0.4
YPL164C,1.5
YPL163C,141.5
YPL162C,12.9
YPL160W,294.8
YPL157W,17.3
YPL155C,9.2
YPL152W,13.4
YPL146C,48.2
YPL145C,154.5
YPL140C,6.8
YPL133C,6.2
YPL132W,13
YPL131W,3133.2
YPL129W,94.1
YPL128C,21.2
YPL126W,58.5
YPL123C,10.2
YPL122C,13.1
YPL119C,2.5
YPL117C,127.8
YPL111W,118.3
YPL106C,1007.8
YPL105C,22.2
YPL104W,7
YPL103C,12.3
YPL101W,30.8
YPL096W,12.4
YPL093W,102.9
YPL091W,112.1
YPL089C,7.7
YPL087W,29.3
YPL086C,52.2
YPL085W,35.7
YPL077C,7.2
YPL076W,10
YPL075W,6.1
YPL072W,4.3
YPL069C,14.1
YPL068C,16.5
YPL066W,5.9
YPL065W,18.4
YPL064C,11.5
YPL063W,97.4
YPL061W,1279.2
YPL058C,26.3
YPL057C,25
YPL055C,23.9
YPL054W,0.2
YPL053C,54.8
YPL050C,76.4
YPL049C,32.9
YPL043W,53.6
YPL042C,6
YPL032C,45.4
YPL031C,34.7
YPL029W,5.5
YPL028W,390.8
YPL024W,7.7
YPL023C,26.3
YPL020C,8.7
YPL019C,270.4
YPL017C,0.8
YPL015C,15.9
YPL014W,7.8
YPL012W,55.9
YPL011C,13.6
YPL008W,3.2
YPL004C,214
YPL003W,5.9
YPL001W,22.5
YPR001W,0.6
YPR002W,5
YPR003C,5.9
YPR004C,66.1
YPR005C,1.5
YPR009W,10.3
YPR010C,124
YPR011C,8.6
YPR013C,2.3
YPR015C,2.5
YPR016C,201.3
YPR019W,20.5
YPR023C,32
YPR024W,46.7
YPR025C,15.7
YPR027C,0.4
YPR029C,27.6
YPR030W,0.4
YPR031W,5
YPR032W,12.4
YPR034W,35.2
YPR036W,229.6
YPR040W,17.9
YPR041W,264.5
YPR045C,24.7
YPR047W,7.3
YPR048W,15.9
YPR054W,0.5
YPR056W,18.3
YPR057W,10.5
YPR058W,31.5
YPR060C,69.2
YPR065W,30.9
YPR066W,8.9
YPR069C,423.3
YPR072W,57.3
YPR074C,583.1
YPR078C,0.3
YPR079W,16.2
YPR081C,6.3
YPR083W,4.2
YPR084W,6.8
YPR085C,3.8
YPR086W,44.2
YPR088C,101.9
YPR089W,17.7
YPR091C,20.7
YPR097W,21
YPR103W,167.2
YPR104C,9
YPR108W,119.1
YPR109W,10
YPR112C,36.2
YPR115W,5.2
YPR116W,7.6
YPR117W,0.3
YPR118W,91.9
YPR119W,31.6
YPR120C,11.7
YPR121W,0.1
YPR122W,7.3
YPR127W,16.6
YPR128C,32.3
YPR129W,80.3
YPR138C,14.1
YPR139C,28.2
YPR140W,13.1
YPR141C,9.1
YPR144C,30.8
YPR147C,27.1
YPR148C,58.1
YPR152C,7
YPR155C,8.5
YPR157W,0.9
YPR158W,26.8
YPR161C,24.4
YPR163C,418.5
YPR164W,8.3
YPR167C,15.2
YPR169W,34.6
YPR173C,34.3
YPR175W,11.5
YPR176C,24.8
YPR178W,8.7
YPR179C,8.6
YPR180W,22.8
YPR181C,162.6
YPR184W,1.9
YPR186C,6.9
YPR189W,23.9
YPR191W,54
YPR192W,0.4
YPR194C,0.1
YPR198W,21.3
YPR201W,1.2
