GeneID,Phi
YLR046C,1.7
YLR050C,93.35
YLR052W,32.55
YLR058C,652.1
YLR066W,215.15
YLR067C,9.25
YLR068W,37.15
YLR069C,41.85
YLR073C,25.799999999999997
YLR075W,3349.7
YLR077W,20.75
YLR083C,183.75
YLR084C,37.2
YLR085C,21.65
YLR089C,110.9
YLR091W,7.95
YLR093C,102.1
YLR094C,27.65
YLR095C,26.3
YLR100W,211.7
YLR105C,12.6
YLR106C,38.65
YLR107W,24.8
YLR109W,4455.7
YLR113W,119.8
YLR114C,39.5
YLR115W,21
YLR116W,16.5
YLR118C,100.3
YLR121C,14.35
YLR127C,11.15
YLR131C,18
YLR133W,31.15
YLR138W,38.099999999999994
YLR143W,32.15
YLR145W,19.85
YLR148W,31.15
YLR149C,8.75
YLR151C,14.65
YLR163C,74.5
YLR164W,3.5
YLR165C,9.05
YLR168C,13.9
YLR174W,1.3
YLR177W,10
YLR179C,263.65
YLR182W,30.1
YLR183C,43.85
YLR188W,25.05
YLR190W,37.85
YLR191W,28.200000000000003
YLR192C,323.79999999999995
YLR195C,98.15
YLR196W,110.45
YLR199C,71.19999999999999
YLR203C,88.5
YLR207W,28.85
YLR208W,241.65
YLR212C,34.05
YLR214W,378.95
YLR215C,24.65
YLR216C,647.1
YLR221C,82.85
YLR224W,14.25
YLR239C,23.45
YLR240W,15.7
YLR243W,51.599999999999994
YLR248W,94.7
YLR253W,19.4
YLR254C,19.75
YLR257W,105.85
YLR259C,1101.55
YLR260W,19.1
YLR263W,0.35
YLR267W,4.800000000000001
YLR270W,88.05
YLR274W,45.25
YLR277C,27
YLR284C,10.05
YLR286C,800.8499999999999
YLR288C,7.3
YLR289W,8.3
YLR290C,38.5
YLR292C,136.05
YLR299W,26.1
YLR300W,524.75
YLR301W,581.4
YLR304C,912.05
YLR306W,17.75
YLR307W,1.5
YLR308W,0.2
YLR315W,11.8
YLR318W,2.95
YLR321C,67.75
YLR326W,18.4
YLR329W,0.95
YLR332W,62.75
YLR340W,2925.7
YLR341W,0.45
YLR343W,0.5
YLR347C,107.8
YLR352W,16.5
YLR354C,819.95
YLR355C,2028.15
YLR356W,48.7
YLR357W,31.549999999999997
YLR358C,0.5
YLR359W,383.75
YLR369W,28
YLR377C,1
YLR378C,324.85
YLR380W,96.2
YLR381W,9.85
YLR384C,65.6
YLR387C,77.05000000000001
YLR390W-A,595.65
YLR393W,17.75
YLR394W,3.3
YLR396C,25
YLR397C,27.25
YLR398C,50.25
YLR401C,30.05
YLR404W,24.15
YLR407W,34.9
YLR409C,52.8
YLR414C,88.94999999999999
YLR417W,11.6
YLR420W,238.2
YLR421C,214.6
YLR422W,13.9
YLR423C,12.6
YLR426W,17.8
YLR429W,124.75
YLR430W,21.1
YLR433C,36.849999999999994
YLR435W,101.45
YLR440C,31.9
YLR449W,219.45
YLR452C,49
YLR453C,5.55
YLR454W,25.35
YLR455W,36.8
YLR457C,6.55
YML131W,65.35
YML125C,246.45
YML123C,4.4
YML121W,47
YML119W,22.45
YML118W,2.15
YML117W,32.15
YML116W,17.45
YML115C,78.4
YML114C,18.4
YML112W,25.6
YML110C,204.65
YML107C,13
YML104C,9.35
YML103C,67.05
YML092C,254.1
YML088W,21.8
YML080W,34.599999999999994
YML078W,477.65
YML077W,76.75
YML074C,290.6
YML069W,141
YML064C,31.8
YML060W,29.6
YML054C,0.65
YML053C,57
YML048W,317.1
YML047C,0.15000000000000002
YML046W,28.05
YML037C,7.6
YML036W,55.35
YML031W,63
YML029W,23.95
YML028W,3092.6
YML027W,23.3
YML023C,9.25
YML022W,445.5
YML021C,41.599999999999994
YML019W,77.85
YML017W,69.85
YML015C,26.7
YML012W,346
YML010W,111.5
YML008C,598.8499999999999
YML006C,17.3
YML004C,222.85
YML002W,1.05
YMR002W,339.5
YMR015C,166
YMR017W,0.6000000000000001
YMR018W,0.45
YMR020W,18
YMR022W,113.7
YMR023C,5.5
YMR025W,13.75
YMR027W,157.89999999999998
YMR031C,55
YMR032W,18.85
YMR033W,78.80000000000001
YMR034C,7.75
YMR036C,9.65
YMR037C,39.75
YMR039C,67.65
YMR041C,21.9
YMR042W,10.35
YMR043W,50.349999999999994
YMR048W,19.65
YMR058W,631.95
YMR060C,49.150000000000006
YMR062C,65.6
YMR067C,49.45
YMR068W,4.95
YMR069W,1.9
YMR070W,21.85
YMR071C,205.65
YMR072W,453.1
YMR076C,35.85
YMR077C,25.450000000000003
YMR081C,0.8500000000000001
YMR083W,631.4000000000001
YMR084W,0.65
YMR085W,0.4
YMR087W,20.95
YMR094W,7.05
YMR096W,7.1
YMR098C,16.6
YMR100W,29.549999999999997
YMR101C,1.4500000000000002
YMR106C,10.5
YMR108W,330.25
YMR110C,55.900000000000006
YMR115W,34.7
YMR116C,2720.05
YMR118C,0.45
YMR119W,37.15
YMR125W,136.39999999999998
YMR126C,9.75
YMR129W,61.7
YMR132C,24.3
YMR133W,0.6499999999999999
YMR134W,59.25
YMR136W,11.35
YMR137C,8.600000000000001
YMR138W,10.2
YMR144W,29.45
YMR145C,94.1
YMR146C,352.1
YMR152W,105.8
YMR154C,6.7
YMR155W,21.3
YMR157C,44.45
YMR161W,73.9
YMR162C,18.15
YMR163C,16
YMR165C,14.85
YMR166C,12.55
YMR168C,10.75
YMR173W,672.6
YMR177W,18.9
YMR179W,15.45
YMR183C,200.55
YMR187C,11.6
YMR189W,93.55
YMR198W,15
YMR199W,55.55
YMR200W,157.75
YMR201C,11
YMR202W,637.2
YMR205C,785.4
YMR206W,0.8
YMR207C,5.3
YMR209C,37.150000000000006
YMR210W,24.9
YMR214W,85.05
YMR219W,23.6
YMR222C,42.75
YMR224C,12.1
YMR226C,302.9
YMR227C,16.85
YMR228W,34
YMR229C,126.55
YMR232W,0.5
YMR235C,286.15
YMR238W,102
YMR241W,228.5
YMR243C,204.1
YMR244W,0.5
YMR247C,39.3
YMR251W,1.4500000000000002
YMR253C,26.65
YMR255W,41.05
YMR258C,31.75
YMR259C,30.1
YMR264W,87.4
YMR267W,56.05
YMR269W,28.55
YMR271C,4.699999999999999
YMR272C,173.55
YMR273C,10.75
YMR276W,225.05
YMR277W,23.950000000000003
YMR278W,39.9
YMR279C,0.85
YMR280C,1.75
YMR281W,55.95
YMR283C,13.3
YMR288W,17.8
YMR293C,11.1
YMR294W,7.7
YMR295C,212.55
YMR296C,112
YMR297W,320.95
YMR300C,137.45
YMR301C,27.6
YMR310C,35.1
YMR313C,27.25
YMR314W,335.25
YMR316W,14.75
YMR318C,384.4
YNL329C,11
YNL327W,222.4
YNL326C,21.4
YNL325C,14.55
YNL322C,195.7
YNL318C,0.15
YNL317W,19.65
YNL314W,8.4
YNL313C,52.1
YNL304W,13.45
YNL299W,14.2
YNL295W,13.05
YNL293W,13.2
YNL292W,43.650000000000006
YNL289W,78.35
YNL287W,243.35
YNL281W,396.7
YNL279W,1.25
YNL277W,7.2
YNL273W,14.4
YNL272C,34.7
YNL267W,26.4
YNL265C,55.8
YNL258C,40.15
YNL257C,16.4
YNL256W,33.599999999999994
YNL255C,687.8499999999999
YNL253W,32.35
YNL246W,44.099999999999994
YNL245C,27.799999999999997
YNL241C,188.75
YNL239W,174.95
YNL238W,30.05
YNL236W,29.25
YNL233W,19.9
YNL232W,45.900000000000006
YNL229C,82.8
YNL221C,18.85
YNL219C,117.7
YNL218W,13.45
YNL217W,65
YNL215W,30.3
YNL213C,13.7
YNL210W,0.2
YNL208W,416.95
YNL206C,43.2
YNL204C,1.45
YNL200C,31.6
YNL196C,0.35
YNL194C,0.45
YNL190W,452.55
YNL183C,29.700000000000003
YNL182C,46.25
YNL181W,59.3
YNL180C,60.349999999999994
YNL178W,3312.75
YNL177C,77
YNL175C,114.2
YNL173C,32.65
YNL172W,8.25
YNL169C,38.95
YNL168C,101.8
YNL165W,14.55
YNL163C,33.3
YNL161W,36.400000000000006
YNL159C,40.599999999999994
YNL157W,86
YNL156C,56.85
YNL152W,22
YNL148C,40.7
YNL141W,120.25
YNL138W,332.79999999999995
YNL133C,16.85
YNL132W,96.4
YNL129W,55.85
YNL128W,3.55
YNL121C,306.4
YNL118C,64.75
YNL117W,0.85
YNL108C,75.1
YNL106C,11.7
YNL101W,21.25
YNL098C,174.65
YNL095C,16.6
YNL094W,15
YNL093W,1.4
YNL091W,25
YNL090W,61.5
YNL085W,229.05
YNL082W,16.6
YNL080C,22.6
YNL079C,437.2999999999999
YNL077W,16.700000000000003
YNL076W,18.8
YNL075W,70.95
YNL072W,22.4
YNL065W,17.6
YNL064C,705.5
YNL063W,8.95
YNL062C,58.3
YNL058C,60.15
YNL056W,44.599999999999994
YNL055C,889.6500000000001
YNL053W,14.1
YNL052W,113.35
YNL049C,41.45
YNL042W,6.9
YNL038W,29.1
YNL032W,30.15
YNL029C,8.9
YNL025C,15.55
YNL022C,37.4
YNL020C,14.75
YNL011C,18.15
YNL009W,3.8
YNL007C,465.5
YNL006W,50.1
YNL005C,61.349999999999994
YNL001W,75.69999999999999
YNR001C,142.45
YNR002C,1.35
YNR003C,56.849999999999994
YNR007C,22.6
YNR009W,35.35
YNR013C,53.55
YNR014W,4.55
YNR017W,159.2
YNR018W,132.75
YNR021W,377.6
YNR024W,20.15
YNR027W,21.05
YNR028W,59.95
YNR029C,27.65
YNR030W,92.05
YNR031C,21.700000000000003
YNR032W,21.5
YNR033W,35.5
YNR034W,36.4
YNR035C,214.15
YNR036C,128
YNR041C,36.9
YNR044W,19.4
YNR049C,27.85
YNR051C,79.7
YNR054C,42.400000000000006
YNR056C,1
YNR057C,3.8
YNR058W,0.8
YNR059W,5.6
YNR060W,9.45
YNR061C,149
YNR062C,1.2
YNR063W,5.9
YNR064C,2.45
YNR067C,157.9
YNR068C,1.1
YNR069C,1.5
YNR070W,0.7
YNR071C,0.65
YNR074C,33.15
YNR075W,15.35
YOL163W,0.5
YOL162W,0.35
YOL154W,3.45
YOL152W,19.200000000000003
YOL151W,221.7
YOL149W,121.5
YOL147C,76.44999999999999
YOL145C,68.95
YOL143C,381.25
YOL141W,15.95
YOL140W,12.05
YOL139C,938.3
YOL137W,33.8
YOL135C,24.55
YOL132W,0.5
YOL126C,82.85
YOL125W,16.799999999999997
YOL124C,51.25
YOL123W,180
YOL111C,108.85
YOL108C,16.3
YOL107W,44.35
YOL104C,1.2
YOL098C,80.5
YOL096C,32.05
YOL095C,9.85
YOL091W,14.05
YOL088C,98.75
YOL087C,18.35
YOL084W,0.5
YOL083W,8.4
YOL082W,43.6
YOL080C,35.5
YOL078W,10.1
YOL077C,201.55
YOL073C,33.3
YOL072W,16.5
YOL071W,52.3
YOL065C,28.95
YOL064C,102.9
YOL060C,46.1
YOL058W,71.05
YOL057W,95.65
YOL056W,62.75
YOL055C,13.2
YOL049W,133.45
YOL047C,0.95
YOL044W,19.6
YOL043C,5.25
YOL042W,28.25
YOL041C,116.65
YOL030W,237.65
YOL029C,1.95
YOL027C,76.45
YOL023W,9.55
YOL019W,55.55
YOL016C,52.25
YOL015W,0.35
YOL013C,33.9
YOL011W,19.299999999999997
YOL009C,13.95
YOL007C,70.6
YOL003C,35.25
YOR001W,49.5
YOR007C,640.9000000000001
YOR016C,127.75
YOR017W,11.8
YOR018W,17.7
YOR022C,12.85
YOR027W,662.8
YOR028C,13.5
YOR032C,0.4
YOR033C,12.2
YOR038C,22.950000000000003
YOR040W,13.8
YOR044W,22.9
YOR049C,35.8
YOR056C,51.05
YOR058C,21.45
YOR059C,20
YOR060C,9.65
YOR063W,3010.55
YOR064C,14.2
YOR065W,25.450000000000003
YOR078W,50.2
YOR079C,74.44999999999999
YOR080W,8
YOR084W,2.7
YOR091W,88.95
YOR092W,22.75
YOR100C,0.65
YOR107W,0.55
YOR109W,56
YOR110W,29.4
YOR112W,32.85
YOR114W,9.85
YOR119C,32.65
YOR123C,52.3
YOR124C,49.75
YOR125C,60.05
YOR126C,45.55
YOR127W,14
YOR129C,6.300000000000001
YOR130C,24.3
YOR134W,0.8500000000000001
YOR136W,782.95
YOR137C,4.199999999999999
YOR142W,254.25
YOR143C,42.55
YOR144C,10.6
YOR148C,16.55
YOR149C,20.6
YOR151C,161.4
YOR152C,15.5
YOR153W,1488
YOR157C,272.3
YOR160W,29.6
YOR162C,7.9
YOR165W,93.5
YOR166C,16.35
YOR174W,19.35
YOR175C,132.75
YOR176W,101.5
YOR178C,0.5
YOR179C,26.1
YOR180C,1.4500000000000002
YOR187W,274.4
YOR190W,0.6
YOR194C,69.85
YOR201C,26.55
YOR204W,410.9
YOR205C,10.75
YOR207C,58.6
YOR209C,193.5
YOR212W,62
YOR213C,20.15
YOR214C,0.25
YOR215C,83.6
YOR219C,24.85
YOR220W,66.75
YOR221C,68.25
YOR228C,8.65
YOR229W,24.35
YOR230W,368.75
YOR233W,22.1
YOR236W,45.4
YOR237W,26.55
YOR242C,0.75
YOR247W,596.35
YOR251C,74.65
YOR255W,0.4
YOR257W,50.45
YOR258W,21.6
YOR262W,38
YOR264W,48.15
YOR266W,16.3
YOR267C,40.5
YOR269W,9.5
YOR275C,20.75
YOR279C,14.25
YOR281C,74.7
YOR283W,110.45
YOR284W,18.5
YOR288C,46.900000000000006
YOR297C,58.400000000000006
YOR298W,0.55
YOR301W,33.2
YOR303W,49.25
YOR304W,22.75
YOR305W,19.55
YOR307C,32.25
YOR313C,1.7999999999999998
YOR316C,95.35
YOR319W,27.200000000000003
YOR322C,21.95
YOR329C,21.200000000000003
YOR338W,2
YOR339C,0.35
YOR344C,86.2
YOR346W,16.6
YOR348C,0.45
YOR349W,7.449999999999999
YOR350C,10.2
YOR351C,0.75
YOR353C,18.6
YOR354C,49.65
YOR355W,77
YOR357C,94.4
YOR358W,10.95
YOR362C,254.7
YOR363C,7.4
YOR365C,0.6
YOR367W,80.8
YOR368W,19.15
YOR371C,20.15
YOR373W,18
YOR374W,97.95
YOR377W,27.05
YOR378W,2.2
YOR383C,1523.3
YOR385W,20.049999999999997
YOR386W,14.05
YPL272C,23.85
YPL270W,30.299999999999997
YPL265W,258.65
YPL264C,9.35
YPL262W,176.8
YPL259C,59.2
YPL256C,78.05
YPL252C,63.45
YPL248C,0.05
YPL245W,24.25
YPL243W,106.95
YPL236C,13.95
YPL234C,471.4500000000001
YPL230W,1.4500000000000002
YPL227C,73.25
YPL226W,242.9
YPL224C,25.1
YPL223C,2.6
YPL219W,12.65
YPL215W,67.6
YPL214C,14.4
YPL212C,65.25
YPL209C,9.9
YPL206C,90
YPL203W,41.3
YPL201C,0.35
YPL200W,0.30000000000000004
YPL199C,112.3
YPL196W,32.7
YPL195W,65.1
YPL194W,9.95
YPL193W,15.85
YPL189W,1.4500000000000002
YPL187W,0.4
YPL186C,2.2
YPL183C,37.150000000000006
YPL180W,18
YPL179W,36.8
YPL175W,15.7
YPL173W,48.599999999999994
YPL172C,23.799999999999997
YPL170W,49.85
YPL165C,1.1
YPL163C,277.6
YPL160W,456
YPL159C,37.7
YPL158C,32.5
YPL157W,22.9
YPL156C,55.65
YPL153C,12.15
YPL149W,16.4
YPL146C,66.65
YPL145C,260.95000000000005
YPL139C,34.6
YPL138C,14.85
YPL135W,161.7
YPL134C,12.95
YPL131W,2857.95
YPL130W,0.9
YPL126W,94.75
YPL124W,13.75
YPL123C,25.7
YPL121C,0.55
YPL116W,29.4
YPL113C,11.5
YPL111W,116
YPL110C,20.5
YPL109C,8.7
YPL107W,14.9
YPL106C,1388.7
YPL104W,16.8
YPL099C,36.4
YPL097W,21.5
YPL096W,34.45
YPL093W,152.5
YPL089C,13
YPL087W,82.5
YPL085W,47.05
YPL076W,19.3
YPL071C,18.1
YPL065W,39.6
YPL063W,166.10000000000002
YPL061W,1900.5
YPL060W,10.65
YPL054W,1.8
YPL053C,100.3
YPL050C,150.25
YPL045W,22.1
YPL042C,9.45
YPL038W,19.200000000000003
YPL037C,1437.25
YPL033C,0.55
YPL032C,87.6
YPL031C,64.05
YPL030W,38.05
YPL029W,13.7
YPL028W,496.3
YPL027W,0.4
YPL026C,31.35
YPL024W,8.45
YPL023C,44.5
YPL022W,11.15
YPL021W,0.8500000000000001
YPL019C,268.85
YPL015C,24.2
YPL012W,91.5
YPL011C,27.75
YPL010W,368.25
YPL009C,59.400000000000006
YPL007C,22.9
YPL003W,13.5
YPL001W,41.15
YPR002W,11.7
YPR005C,2.7
YPR007C,0.3
YPR008W,21.25
YPR010C,157.60000000000002
YPR015C,5
YPR016C,304.79999999999995
YPR018W,17.75
YPR021C,12.8
YPR024W,85.2
YPR026W,6.55
YPR027C,0.8
YPR029C,63.45
YPR035W,599.55
YPR036W,317.20000000000005
YPR041W,327.25
YPR047W,21.85
YPR051W,64
YPR054W,0.7
YPR056W,43.25
YPR057W,15.25
YPR060C,122.45
YPR061C,5.25
YPR066W,15.15
YPR070W,26.05
YPR071W,13.55
YPR074C,737.45
YPR078C,0.4
YPR085C,7.800000000000001
YPR088C,161.9
YPR097W,47.05
YPR098C,103.05
YPR103W,296.05
YPR104C,15.9
YPR110C,264.05
YPR111W,17.15
YPR112C,43.75
YPR113W,268.75
YPR116W,9.05
YPR119W,48.9
YPR121W,0.55
YPR124W,308.85
YPR125W,51.3
YPR128C,65.1
YPR129W,119.7
YPR135W,28
YPR138C,23.4
YPR140W,31.4
YPR143W,58.2
YPR144C,52.650000000000006
YPR148C,103.25
YPR151C,0.95
YPR152C,9.2
YPR155C,21.9
YPR157W,2.35
YPR165W,559.85
YPR169W,44.3
YPR172W,95.3
YPR178W,15.6
YPR179C,22.3
YPR183W,254.35
YPR184W,6.4
YPR188C,66.2
YPR191W,86
YPR192W,0.65
YPR193C,0.55
YPR194C,0.4
YPR199C,12.25
