# Created by: riboviz
# Date: 2025-11-20 20:15:32.331656
# File: /panfs/accrepfs.vampire/home/copea1/riboviz/rscripts/generate_stats_figs.R
# Version: commit 45514cc565e3cdbb4e44ca919964ab8b8e1ee045 date 2025-10-13 22:13:08 GMT
ReadLen	Pos	Counts
30	27	408
31	27	803
32	27	962
33	27	1294
34	27	1692
35	27	822
36	27	398
37	27	428
38	27	228
39	27	194
40	27	148
41	27	31
42	27	5
43	27	2
44	27	1
45	27	1
46	27	1
47	27	0
48	27	0
49	27	0
50	27	0
10	28	0
11	28	0
12	28	0
13	28	0
14	28	0
15	28	1
16	28	0
17	28	0
18	28	0
19	28	2
20	28	4
21	28	2
22	28	8
23	28	16
24	28	33
25	28	49
26	28	83
27	28	140
28	28	139
29	28	264
30	28	645
31	28	877
32	28	1253
33	28	1653
34	28	823
35	28	443
36	28	426
37	28	270
38	28	228
39	28	204
40	28	102
41	28	26
42	28	7
43	28	0
44	28	1
45	28	0
46	28	0
47	28	0
48	28	0
49	28	0
50	28	0
10	29	0
11	29	0
12	29	0
13	29	0
14	29	0
15	29	0
16	29	0
17	29	0
18	29	3
19	29	0
20	29	12
21	29	6
22	29	11
23	29	15
24	29	31
25	29	48
26	29	94
27	29	80
28	29	107
29	29	250
30	29	351
31	29	474
32	29	803
33	29	493
34	29	423
35	29	519
36	29	350
37	29	306
38	29	345
39	29	154
40	29	90
41	29	43
42	29	2
43	29	0
44	29	0
45	29	1
46	29	1
47	29	0
48	29	0
49	29	0
50	29	0
10	30	0
11	30	0
12	30	0
13	30	0
14	30	0
15	30	0
16	30	0
17	30	1
18	30	0
19	30	3
20	30	3
21	30	9
22	30	9
23	30	22
24	30	20
25	30	50
26	30	61
27	30	84
28	30	153
29	30	227
30	30	358
31	30	928
32	30	869
33	30	1160
34	30	1404
35	30	809
36	30	489
37	30	469
38	30	268
39	30	163
40	30	117
41	30	34
42	30	5
43	30	2
44	30	1
45	30	0
46	30	0
47	30	0
48	30	0
49	30	0
50	30	0
10	31	0
11	31	0
12	31	0
13	31	0
14	31	0
15	31	0
16	31	0
17	31	0
18	31	0
19	31	1
20	31	0
21	31	3
22	31	7
23	31	17
24	31	30
25	31	47
26	31	71
27	31	156
28	31	159
29	31	271
30	31	758
31	31	856
32	31	1092
33	31	1386
34	31	794
35	31	554
36	31	465
37	31	289
38	31	179
39	31	252
40	31	101
41	31	50
42	31	6
43	31	1
44	31	1
45	31	0
46	31	0
47	31	0
48	31	0
49	31	0
50	31	0
10	32	0
11	32	0
12	32	0
13	32	0
14	32	0
15	32	0
16	32	2
17	32	0
18	32	2
19	32	0
20	32	2
21	32	15
22	32	9
23	32	19
24	32	25
25	32	54
26	32	82
27	32	84
28	32	126
29	32	280
30	32	279
31	32	453
32	32	663
33	32	508
34	32	466
35	32	503
36	32	386
37	32	310
38	32	351
39	32	169
40	32	94
41	32	57
42	32	5
43	32	0
44	32	0
45	32	0
46	32	0
47	32	0
48	32	0
49	32	0
50	32	0
10	33	0
11	33	0
12	33	0
13	33	0
14	33	0
15	33	0
16	33	0
17	33	0
18	33	1
19	33	2
20	33	1
21	33	5
22	33	9
23	33	15
24	33	19
25	33	67
26	33	61
27	33	79
28	33	187
29	33	231
30	33	321
31	33	881
32	33	916
33	33	1247
34	33	1482
35	33	883
36	33	482
37	33	485
38	33	285
39	33	188
40	33	161
41	33	45
42	33	6
43	33	2
44	33	0
45	33	0
46	33	0
47	33	0
48	33	0
49	33	0
50	33	0
10	34	0
11	34	0
12	34	0
13	34	0
14	34	0
15	34	0
16	34	0
17	34	0
18	34	0
19	34	1
20	34	0
21	34	6
22	34	16
23	34	24
24	34	44
25	34	47
26	34	55
27	34	134
28	34	153
29	34	229
30	34	682
31	34	769
32	34	1221
33	34	1497
34	34	922
35	34	469
36	34	488
37	34	325
38	34	253
39	34	222
40	34	102
41	34	33
42	34	7
43	34	4
44	34	0
45	34	0
46	34	0
47	34	0
48	34	0
49	34	0
50	34	0
10	35	0
11	35	0
12	35	0
13	35	0
14	35	0
15	35	0
16	35	0
17	35	0
18	35	0
19	35	1
20	35	3
21	35	5
22	35	11
23	35	25
24	35	24
25	35	55
26	35	99
27	35	77
28	35	85
29	35	213
30	35	290
31	35	526
32	35	730
33	35	597
34	35	442
35	35	566
36	35	370
37	35	310
38	35	322
39	35	151
40	35	110
41	35	40
42	35	8
43	35	0
44	35	0
45	35	0
46	35	1
47	35	0
48	35	0
49	35	0
50	35	0
10	36	0
11	36	0
12	36	0
13	36	0
14	36	0
15	36	0
16	36	0
17	36	0
18	36	0
19	36	1
20	36	1
21	36	5
22	36	16
23	36	12
24	36	25
25	36	75
26	36	50
27	36	73
28	36	176
29	36	215
30	36	448
31	36	930
32	36	1036
33	36	1231
34	36	1603
35	36	963
36	36	515
37	36	483
38	36	273
39	36	146
40	36	95
41	36	54
42	36	6
43	36	2
44	36	0
45	36	1
46	36	0
47	36	0
48	36	0
49	36	0
50	36	0
10	37	0
11	37	0
12	37	0
13	37	0
14	37	0
15	37	0
16	37	0
17	37	0
18	37	0
19	37	1
20	37	4
21	37	8
22	37	12
23	37	17
24	37	45
25	37	43
26	37	72
27	37	149
28	37	158
29	37	284
30	37	657
31	37	791
32	37	1198
33	37	1529
34	37	965
35	37	501
36	37	478
37	37	305
38	37	224
39	37	202
40	37	111
41	37	43
42	37	9
43	37	0
44	37	1
45	37	0
46	37	1
47	37	0
48	37	0
49	37	0
50	37	0
10	38	0
11	38	0
12	38	0
13	38	0
14	38	0
15	38	0
16	38	0
17	38	0
18	38	1
19	38	1
20	38	2
21	38	5
22	38	10
23	38	26
24	38	19
25	38	37
26	38	79
27	38	89
28	38	157
29	38	282
30	38	337
31	38	451
32	38	837
33	38	571
34	38	517
35	38	543
36	38	376
37	38	285
38	38	300
39	38	196
40	38	100
41	38	46
42	38	10
43	38	1
44	38	0
45	38	1
46	38	1
47	38	0
48	38	0
49	38	0
50	38	0
10	39	0
11	39	0
12	39	0
13	39	0
14	39	0
15	39	0
16	39	0
17	39	0
18	39	0
19	39	2
20	39	3
21	39	5
22	39	13
23	39	12
24	39	24
25	39	58
26	39	66
27	39	99
28	39	167
29	39	244
30	39	392
31	39	980
32	39	1019
33	39	1291
34	39	1579
35	39	942
36	39	446
37	39	454
38	39	336
39	39	201
40	39	116
41	39	57
42	39	5
43	39	1
44	39	0
45	39	0
46	39	0
47	39	0
48	39	0
49	39	0
50	39	0
10	40	0
11	40	0
12	40	0
13	40	0
14	40	0
15	40	0
16	40	1
17	40	0
18	40	0
19	40	1
20	40	2
21	40	9
22	40	7
23	40	20
24	40	35
25	40	42
26	40	72
27	40	155
28	40	183
29	40	287
30	40	796
31	40	846
32	40	1266
33	40	1556
34	40	935
35	40	501
36	40	509
37	40	321
38	40	250
39	40	235
40	40	125
41	40	34
42	40	12
43	40	1
44	40	1
45	40	0
46	40	0
47	40	0
48	40	0
49	40	0
50	40	0
10	41	0
11	41	0
12	41	0
13	41	0
14	41	0
15	41	1
16	41	0
17	41	0
18	41	1
19	41	3
20	41	3
21	41	6
22	41	15
23	41	34
24	41	29
25	41	50
26	41	85
27	41	99
28	41	150
29	41	340
30	41	366
31	41	565
32	41	703
33	41	575
34	41	494
35	41	542
36	41	402
37	41	351
38	41	311
39	41	222
40	41	91
41	41	46
42	41	5
43	41	1
44	41	0
45	41	0
46	41	0
47	41	0
48	41	0
49	41	0
50	41	0
10	42	0
11	42	0
12	42	0
13	42	0
14	42	0
15	42	0
16	42	0
17	42	0
18	42	2
19	42	2
20	42	1
21	42	8
22	42	8
23	42	19
24	42	25
25	42	49
26	42	77
27	42	90
28	42	201
29	42	211
30	42	458
31	42	956
32	42	1010
33	42	1219
34	42	1544
35	42	897
36	42	581
37	42	507
38	42	278
39	42	192
40	42	124
41	42	52
42	42	4
43	42	2
44	42	2
45	42	1
46	42	0
47	42	0
48	42	0
49	42	0
50	42	0
10	43	0
11	43	0
12	43	0
13	43	0
14	43	0
15	43	0
16	43	0
17	43	0
18	43	0
19	43	0
20	43	3
21	43	9
22	43	12
23	43	21
24	43	51
25	43	47
26	43	70
27	43	166
28	43	174
29	43	301
30	43	768
31	43	926
32	43	1040
33	43	1469
34	43	984
35	43	555
36	43	475
37	43	351
38	43	269
39	43	245
40	43	100
41	43	46
42	43	10
43	43	1
44	43	0
45	43	0
46	43	1
47	43	0
48	43	0
49	43	0
50	43	0
10	44	0
11	44	0
12	44	0
13	44	0
14	44	0
15	44	0
16	44	0
17	44	0
18	44	0
19	44	0
20	44	4
21	44	5
22	44	12
23	44	28
24	44	32
25	44	51
26	44	95
27	44	95
28	44	134
29	44	302
30	44	333
31	44	422
32	44	728
33	44	620
34	44	544
35	44	521
36	44	440
37	44	384
38	44	322
39	44	205
40	44	130
41	44	88
42	44	10
43	44	1
44	44	1
45	44	0
46	44	0
47	44	0
48	44	0
49	44	0
50	44	0
10	45	0
11	45	0
12	45	0
13	45	0
14	45	0
15	45	0
16	45	0
17	45	0
18	45	1
19	45	1
20	45	6
21	45	5
22	45	5
23	45	13
24	45	35
25	45	66
26	45	61
27	45	97
28	45	206
29	45	273
30	45	350
31	45	797
32	45	1067
33	45	1401
34	45	1498
35	45	993
36	45	582
37	45	426
38	45	269
39	45	212
40	45	178
41	45	47
42	45	12
43	45	3
44	45	0
45	45	0
46	45	0
47	45	0
48	45	0
49	45	0
50	45	1
10	46	0
11	46	0
12	46	0
13	46	0
14	46	0
15	46	0
16	46	0
17	46	0
18	46	1
19	46	1
20	46	7
21	46	10
22	46	10
23	46	19
24	46	48
25	46	50
26	46	68
27	46	164
28	46	191
29	46	227
30	46	661
31	46	893
32	46	1186
33	46	1516
34	46	961
35	46	506
36	46	485
37	46	363
38	46	303
39	46	282
40	46	158
41	46	47
42	46	12
43	46	2
44	46	0
45	46	0
46	46	0
47	46	0
48	46	0
49	46	0
50	46	0
10	47	0
11	47	0
12	47	0
13	47	0
14	47	0
15	47	0
16	47	0
17	47	0
18	47	0
19	47	2
20	47	1
21	47	3
22	47	12
23	47	30
24	47	24
25	47	55
26	47	77
27	47	72
28	47	126
29	47	258
30	47	423
31	47	551
32	47	792
33	47	681
34	47	524
35	47	593
36	47	397
37	47	404
38	47	360
39	47	223
40	47	95
41	47	54
42	47	13
43	47	0
44	47	0
45	47	0
46	47	0
47	47	0
48	47	0
49	47	0
50	47	0
10	48	0
11	48	0
12	48	0
13	48	0
14	48	0
15	48	0
16	48	0
17	48	0
18	48	0
19	48	3
20	48	6
21	48	5
22	48	11
23	48	16
24	48	27
25	48	70
26	48	78
27	48	92
28	48	200
29	48	281
30	48	462
31	48	998
32	48	1246
33	48	1423
34	48	1688
35	48	941
36	48	616
37	48	513
38	48	313
39	48	166
40	48	159
41	48	52
42	48	1
43	48	2
44	48	0
45	48	0
46	48	0
47	48	0
48	48	0
49	48	0
50	48	0
10	49	0
11	49	0
12	49	0
13	49	0
14	49	0
15	49	0
16	49	0
17	49	0
18	49	0
19	49	2
20	49	1
21	49	6
22	49	8
23	49	30
24	49	55
25	49	55
26	49	69
27	49	169
28	49	179
29	49	325
30	49	786
31	49	1077
32	49	1369
33	49	1515
34	49	1000
35	49	583
36	49	536
37	49	329
38	49	247
39	49	250
40	49	104
41	49	39
42	49	6
43	49	2
44	49	3
45	49	0
46	49	0
47	49	0
48	49	0
49	49	0
50	49	0
10	50	0
11	50	0
12	50	0
13	50	0
14	50	0
15	50	0
16	50	0
17	50	2
18	50	1
19	50	2
20	50	5
21	50	3
22	50	15
23	50	36
24	50	34
25	50	61
26	50	77
27	50	90
28	50	112
29	50	287
30	50	378
31	50	598
32	50	684
33	50	629
34	50	606
35	50	650
36	50	371
37	50	306
38	50	293
39	50	201
40	50	88
41	50	57
42	50	4
43	50	2
44	50	0
45	50	0
46	50	0
47	50	0
48	50	0
49	50	0
50	50	0
