# Created by: riboviz
# Date: 2025-11-20 22:00:12.657421
# File: /panfs/accrepfs.vampire/home/copea1/riboviz/rscripts/collate_tpms.R
# Version: commit 45514cc565e3cdbb4e44ca919964ab8b8e1ee045 date 2025-10-13 22:13:08 GMT
ORF	OTTR_P1_2
YIL104C	27.4
YIL105C	41.1
YIL105W-A	7.6
YIL106W	48.3
YIL107C	20.6
YIL108W	39.4
YIL109C	155.6
YIL110W	62.7
YIL111W	68.7
YIL112W	16.8
YIL113W	7.8
YIL114C	58.6
YIL115C	50.5
YIL116W	86.4
YIL117C	64.7
YIL118W	145.9
YIL119C	29.3
YIL120W	3.1
YIL121W	34.5
YIL122W	5
YIL123W	496.3
YIL124W	163.4
YIL125W	94.7
YIL126W	55
YIL127C	60.1
YIL128W	36.8
YIL129C	23.5
YIL130W	31.9
YIL131C	35.7
YIL132C	6.9
YIL133C	1544.2
YIL134C-A	5.7
YIL134W	10.1
YIL135C	41.8
YIL136W	12.3
YIL137C	64.8
YIL138C	256.5
YIL139C	8.8
YIL140W	46.1
YIL142W	240.2
YIL143C	27.3
YIL144W	27.1
YIL145C	89.8
YIL146C	6.3
YIL147C	18.9
YIL148W	2689
YIL149C	23.4
YIL150C	10.6
YIL151C	9.8
YIL152W	12.4
YIL153W	23.7
YIL154C	22
YIL155C	19.9
YIL156W	22
YIL156W-B	141
YIL157C	57.5
YIL158W	54.3
YIL159W	8.8
YIL160C	0.1
YIL161W	16.9
YIL162W	71.7
YIL163C	1.4
YIL164C	1.7
YIL165C	2.4
YIL166C	2.2
YIL169C	8.3
YIL172C	4.5
YIL173W	11.5
YIL176C	3.2
YIL177C	1.2
YIR001C	47.3
YIR002C	13.5
YIR003W	29.8
YIR004W	56.9
YIR005W	27.8
YIR006C	100.9
YIR007W	22.3
YIR008C	39.3
YIR009W	27.6
YIR010W	17.4
YIR011C	50.2
YIR012W	121.8
YIR013C	1.1
YIR014W	11.8
YIR015W	11
YIR016W	4.4
YIR017C	9.5
YIR018C-A	2.4
YIR018W	19.3
YIR019C	0.6
YIR020C	0
YIR021W	22.7
YIR021W-A	153.5
YIR022W	158.1
YIR023W	17.5
YIR024C	32
YIR025W	12.1
YIR026C	56
YIR027C	1.1
YIR028W	0.6
YIR029W	1.7
YIR030C	13.2
YIR031C	3.3
YIR032C	2.4
YIR033W	51.2
YIR034C	85.7
YIR035C	24.1
YIR036C	43.6
YIR037W	292.2
YIR038C	139.8
YIR039C	6.5
YIR041W	12
YIR042C	5.8
YJL001W	341.6
YJL002C	288.8
YJL003W	62.9
YJL004C	78.1
YJL005W	17.7
YJL006C	38.1
YJL008C	307.7
YJL010C	62.3
YJL011C	51
YJL012C	378.6
YJL013C	32.9
YJL014W	261.4
YJL016W	9.8
YJL019W	18.9
YJL020C	76.4
YJL023C	8.3
YJL024C	84.6
YJL025W	5.2
YJL026W	562.9
YJL027C	0.7
YJL028W	0.9
YJL029C	23.1
YJL030W	47.7
YJL031C	45.3
YJL033W	43.4
YJL034W	842.1
YJL035C	17.2
YJL036W	40.3
YJL037W	1.4
YJL038C	0.9
YJL039C	61.3
YJL041W	102.2
YJL042W	23.9
YJL043W	0.3
YJL044C	38.8
YJL045W	0.9
YJL046W	23.9
YJL047C	12.8
YJL047C-A	3
YJL048C	9.7
YJL049W	23.3
YJL050W	83.7
YJL051W	15.3
YJL052C-A	0.7
YJL052W	1939.6
YJL053W	49.9
YJL054W	56
YJL055W	144
YJL056C	4.6
YJL057C	12.9
YJL058C	10
YJL059W	26.6
YJL060W	105
YJL061W	58.4
YJL062W	40.9
YJL062W-A	109.3
YJL063C	68.9
YJL065C	46.5
YJL066C	49.5
YJL068C	98.7
YJL069C	49.5
YJL070C	13.4
YJL071W	14.2
YJL072C	35.6
YJL073W	23.8
YJL074C	32.8
YJL076W	57
YJL077C	1.2
YJL077W-A	14
YJL077W-B	6.8
YJL078C	61.3
YJL079C	104.2
YJL080C	318.1
YJL081C	55.4
YJL082W	47.5
YJL083W	5.9
YJL084C	19.7
YJL085W	29.2
YJL087C	25
YJL088W	13.6
YJL089W	0.4
YJL090C	7.5
YJL091C	61
YJL092W	14.8
YJL093C	10
YJL094C	34.7
YJL095W	11.4
YJL096W	144.2
YJL097W	294.5
YJL098W	30.8
YJL099W	20.8
YJL100W	4.1
YJL101C	53.1
YJL102W	19.1
YJL103C	2.4
YJL104W	162.4
YJL105W	6.1
YJL106W	0.6
YJL107C	5.4
YJL108C	2
YJL109C	82.6
YJL110C	24
YJL111W	217.9
YJL112W	20
YJL115W	57.9
YJL116C	6.8
YJL117W	228
YJL118W	5
YJL121C	212
YJL122W	96
YJL123C	109.5
YJL124C	204.8
YJL125C	43.1
YJL126W	18
YJL127C	14.7
YJL127C-B	33.1
YJL128C	33.1
YJL129C	15
YJL130C	236.7
YJL131C	18.7
YJL132W	8.5
YJL133C-A	121.7
YJL133W	22.1
YJL134W	56.1
YJL136C	2141.5
YJL136W-A	2.5
YJL137C	16.8
YJL138C	2142.1
YJL139C	18.2
YJL140W	113.5
YJL141C	16.1
YJL143W	185.5
YJL144W	14.6
YJL145W	151.3
YJL146W	19.5
YJL147C	11.4
YJL148W	153.3
YJL149W	27.5
YJL151C	223.1
YJL153C	1.7
YJL154C	63.3
YJL155C	22.2
YJL156C	21.8
YJL157C	42.6
YJL158C	1444.6
YJL159W	1241.4
YJL160C	2.2
YJL161W	11.9
YJL162C	12.2
YJL163C	11.6
YJL164C	41.6
YJL165C	25.3
YJL166W	208
YJL167W	547.6
YJL168C	29.7
YJL170C	10.1
YJL171C	235.1
YJL172W	274
YJL173C	258.3
YJL174W	214.3
YJL176C	33.3
YJL177W	1512
YJL178C	133.2
YJL179W	172.1
YJL180C	42.3
YJL181W	16.1
YJL183W	129.9
YJL184W	56.2
YJL185C	7.8
YJL186W	118.3
YJL187C	13.3
YJL189W	3472.6
YJL190C	2891.6
YJL191W	940.2
YJL192C	196.7
YJL193W	33.7
YJL194W	21.5
YJL196C	218.5
YJL197W	29
YJL198W	45.7
YJL200C	77
YJL201W	33.3
YJL203W	23.6
YJL204C	32.1
YJL205C	48.4
YJL206C	7.9
YJL207C	31.7
YJL208C	64.9
YJL209W	8.4
YJL210W	17.2
YJL212C	57.3
YJL213W	0.8
YJL214W	2.3
YJL216C	0.8
YJL217W	281.4
YJL218W	24.5
YJL219W	2.2
YJL221C	4.1
YJL222W	11.3
YJL223C	2.4
YJL225C	1.4
YJR001W	68.3
YJR002W	63.1
YJR003C	35.6
YJR004C	2.2
YJR005C-A	34.4
YJR005W	47.5
YJR006W	30.5
YJR007W	437.7
YJR008W	7.2
YJR009C	6771.2
YJR010C-A	140.4
YJR010W	15.4
YJR011C	27.3
YJR012C	17.5
YJR013W	59.3
YJR014W	194
YJR015W	132.5
YJR016C	632.4
YJR017C	84.4
YJR019C	12.2
YJR021C	6.5
YJR022W	32.1
YJR024C	71.7
YJR025C	59.4
YJR030C	28.6
YJR031C	31.5
YJR032W	55.7
YJR033C	19.2
YJR034W	56.8
YJR035W	7.8
YJR036C	2.4
YJR039W	5.8
YJR040W	39.7
YJR041C	44
YJR042W	59
YJR043C	36.8
YJR044C	176.9
YJR045C	1420.7
YJR046W	31
YJR047C	326.8
YJR048W	91.3
YJR049C	41.2
YJR050W	29.4
YJR051W	66.5
YJR052W	16.4
YJR053W	10.7
YJR054W	15.6
YJR055W	23.3
YJR056C	22.3
YJR057W	54.5
YJR058C	59.6
YJR059W	34.3
YJR060W	60.8
YJR061W	3.3
YJR062C	23.5
YJR063W	142.6
YJR064W	310.5
YJR065C	224.7
YJR066W	16.2
YJR067C	37.4
YJR068W	77.3
YJR069C	183.6
YJR070C	275.7
YJR072C	102.7
YJR073C	84
YJR074W	38.3
YJR075W	142.6
YJR076C	97.7
YJR077C	237.2
YJR078W	3.3
YJR079W	3.5
YJR080C	55.9
YJR082C	45
YJR083C	24.4
YJR084W	21.3
YJR085C	263.6
YJR086W	187.2
YJR088C	190.7
YJR089W	9.9
YJR090C	24.5
YJR091C	30.9
YJR092W	40.7
YJR093C	32.5
YJR094C	14.4
YJR094W-A	1887.4
YJR095W	0.6
YJR096W	32.3
YJR097W	27.6
YJR098C	7
YJR099W	59.9
YJR100C	22.6
YJR101W	92.7
YJR102C	28.5
YJR103W	30.5
YJR104C	1122.5
YJR105W	504
YJR106W	14.8
YJR107W	2.1
YJR108W	3.4
YJR109C	91.7
YJR110W	12.5
YJR111C	28.6
YJR112W	29.3
YJR112W-A	20.1
YJR113C	42.3
YJR115W	2.2
YJR116W	32.6
YJR117W	222.1
YJR118C	213.1
YJR119C	9.5
YJR120W	93.4
YJR121W	433.2
YJR122W	18.3
YJR123W	3502.6
YJR124C	46.2
YJR125C	121.5
YJR126C	38.8
YJR127C	8.3
YJR129C	16.2
YJR130C	16
YJR131W	42.1
YJR132W	51.8
YJR133W	87.2
YJR134C	26.9
YJR135C	12.8
YJR135W-A	271.6
YJR136C	15.5
YJR137C	18
YJR138W	15.3
YJR139C	930.1
YJR140C	20
YJR141W	13.7
YJR142W	78.2
YJR143C	219.3
YJR144W	82.3
YJR145C	3013.4
YJR146W	9.1
YJR147W	14.3
YJR148W	484.8
YJR149W	2.3
YJR150C	119.6
YJR151C	9.7
YJR151W-A	0
YJR152W	0.7
YJR153W	0.7
YJR154W	1.7
YJR155W	1.1
YJR156C	4
YJR158W	0.8
YJR159W	2.7
YJR160C	1.2
YJR161C	41.1
YKL001C	67.1
YKL002W	60.6
YKL003C	105.3
YKL004W	105.2
YKL005C	16.6
YKL006C-A	59
YKL006W	2659.5
YKL007W	190.3
YKL008C	284.4
YKL009W	290.2
YKL010C	41.2
YKL011C	16.2
YKL012W	16.7
YKL013C	283.4
YKL014C	55.4
YKL015W	13.5
YKL016C	180.7
YKL017C	15.7
YKL018C-A	26.6
YKL018W	48.6
YKL019W	44.4
YKL020C	28
YKL021C	79.3
YKL022C	23.5
YKL023C-A	131.6
YKL023W	19.8
YKL024C	186.6
YKL025C	45.5
YKL026C	2.8
YKL027W	39
YKL028W	42
YKL029C	90.9
YKL032C	59.6
YKL033W	14.3
YKL033W-A	242.3
YKL034W	30.9
YKL035W	327.9
YKL037W	62.6
YKL038W	12.9
YKL039W	186.9
YKL040C	117.9
YKL041W	56.2
YKL042W	35
YKL043W	28
YKL044W	12.9
YKL045W	41.3
YKL046C	135.7
YKL047W	39.1
YKL048C	10.5
YKL049C	34.2
YKL050C	0.6
YKL051W	38.4
YKL052C	30.8
YKL053C-A	154.2
YKL054C	263.2
YKL055C	7.6
YKL056C	2606.8
YKL057C	61.7
YKL058W	100.7
YKL059C	23.3
YKL060C	6997.9
YKL061W	22.3
YKL062W	14.5
YKL063C	123.7
YKL064W	19.4
YKL065C	243.2
YKL065W-A	2.5
YKL067W	407.3
YKL068W	38.5
YKL068W-A	95.3
YKL069W	100.7
YKL070W	0.8
YKL071W	5.5
YKL072W	18.7
YKL073W	72.1
YKL074C	24.3
YKL075C	24.5
YKL077W	262.7
YKL078W	16.2
YKL079W	27.4
YKL080W	490.8
YKL081W	1736.9
YKL082C	54.2
YKL084W	78.7
YKL085W	170.8
YKL086W	7.7
YKL087C	49.2
YKL088W	28.9
YKL089W	15.6
YKL090W	8.3
YKL091C	32
YKL092C	18.8
YKL093W	0.7
YKL094W	83.4
YKL095W	14.8
YKL096C-B	1.1
YKL096W	359.5
YKL096W-A	1882.4
YKL098W	9.4
YKL099C	75.2
YKL100C	102.2
YKL101W	30.3
YKL103C	100.2
YKL104C	198.1
YKL105C	12.8
YKL106C-A	0.7
YKL106W	49.5
YKL107W	1.7
YKL108W	14.8
YKL109W	6
YKL110C	58.2
YKL112W	65.5
YKL113C	59
YKL114C	67.3
YKL116C	17.1
YKL117W	816.1
YKL119C	68.7
YKL120W	164.7
YKL121W	6.9
YKL122C	166.7
YKL124W	14.6
YKL125W	31.6
YKL126W	94.4
YKL127W	142.8
YKL128C	113.4
YKL129C	30.6
YKL130C	82.2
YKL132C	1.2
YKL133C	5.7
YKL134C	18.7
YKL135C	48.5
YKL137W	134.7
YKL138C	153.9
YKL138C-A	95
YKL139W	27.1
YKL140W	71.2
YKL141W	135.1
YKL142W	247
YKL143W	52.3
YKL144C	76.1
YKL145W	276.1
YKL146W	28.6
YKL148C	17.6
YKL149C	16.3
YKL150W	98.4
YKL151C	33.6
YKL152C	6155.3
YKL154W	93.8
YKL155C	20.6
YKL156W	1144.7
YKL157W	165.5
YKL159C	18.4
YKL160W	156.2
YKL161C	2.2
YKL162C	8.2
YKL163W	76.4
YKL164C	841.9
YKL165C	78.6
YKL166C	34.6
YKL167C	79.2
YKL168C	9.9
YKL170W	89.8
YKL171W	8
YKL172W	127.3
YKL173W	25.4
YKL174C	42
YKL175W	108.3
YKL176C	12.9
YKL178C	2.5
YKL179C	53
YKL180W	2372.5
YKL181W	211.9
YKL182W	521.4
YKL183C-A	0.4
YKL183W	31
YKL184W	135
YKL185W	72.7
YKL186C	72.7
YKL187C	1
YKL188C	1
YKL189W	23.3
YKL190W	128.5
YKL191W	36.3
YKL192C	455.9
YKL193C	85.6
YKL194C	25.2
YKL195W	157
YKL196C	316.6
YKL197C	14.7
YKL198C	7.8
YKL201C	4.1
YKL203C	18.3
YKL204W	49.3
YKL205W	52.9
YKL206C	55.1
YKL207W	205.5
YKL208W	20.6
YKL209C	84.8
YKL210W	438.4
YKL211C	125.7
YKL212W	210.8
YKL213C	47.8
YKL214C	74.3
YKL215C	36.4
YKL216W	622.1
YKL217W	1.7
YKL218C	15.2
YKL219W	32.8
YKL220C	5.1
YKL221W	1.2
YKL222C	3.8
YKL224C	7.1
YKR001C	271.4
YKR002W	42.6
YKR003W	67
YKR004C	15.6
YKR005C	1.6
YKR006C	93.5
YKR007W	60.6
YKR008W	79.6
YKR009C	2.9
YKR010C	13.3
YKR011C	76.4
YKR013W	213.6
YKR014C	199.6
YKR015C	0.6
YKR016W	47.8
YKR017C	11.1
YKR018C	115
YKR019C	8.1
YKR020W	49.7
YKR021W	12
YKR022C	13.3
YKR023W	15.6
YKR024C	27.7
YKR025W	62.1
YKR026C	95.7
YKR027W	18.1
YKR028W	40.9
YKR029C	21.3
YKR030W	68.5
YKR031C	18.8
YKR034W	1.5
YKR035W-A	94.4
YKR036C	12.8
YKR037C	27.2
YKR038C	50.4
YKR039W	18.1
YKR041W	2.9
YKR042W	732.3
YKR043C	198.9
YKR044W	14.7
YKR045C	12.5
YKR046C	27.5
YKR048C	137.8
YKR049C	42.9
YKR050W	2.5
YKR051W	16.7
YKR052C	50.4
YKR053C	16.8
YKR054C	8.6
YKR055W	26
YKR056W	42.3
YKR057W	1820.4
YKR058W	1.5
YKR059W	2184.2
YKR060W	45
YKR061W	6.1
YKR062W	59.1
YKR063C	13.6
YKR064W	11.9
YKR065C	196.4
YKR066C	88.3
YKR067W	57.7
YKR068C	107
YKR069W	5.3
YKR070W	71.7
YKR071C	115.7
YKR072C	41.4
YKR074W	173
YKR075C	10.9
YKR076W	26.5
YKR077W	25.3
YKR078W	12.6
YKR079C	26.3
YKR080W	93.6
YKR081C	152.4
YKR082W	65.7
YKR083C	38.9
YKR084C	81
YKR085C	94.7
YKR086W	10.3
YKR087C	35.5
YKR088C	98.4
YKR089C	23.1
YKR090W	23.7
YKR091W	18.7
YKR092C	112.7
YKR093W	221.4
YKR094C	2481.5
YKR095W	41.5
YKR095W-A	67.6
YKR096W	16.6
YKR097W	1.3
YKR098C	7.1
YKR099W	11.5
YKR100C	35.3
YKR101W	8
YKR102W	0.6
YKR103W	1.3
YKR104W	1.1
YKR105C	1
YKR106W	1.6
YLL001W	68.9
YLL002W	14
YLL003W	6.1
YLL004W	25.2
YLL005C	0.2
YLL006W	36.4
YLL006W-A	30.4
YLL007C	12.9
YLL008W	65.9
YLL009C	213.1
YLL010C	32.9
YLL011W	61.8
YLL012W	28.3
YLL013C	63.3
YLL014W	211.7
YLL015W	32.2
YLL018C	405.7
YLL018C-A	19.8
YLL019C	18.3
YLL021W	44.2
YLL022C	28.7
YLL023C	105.5
YLL024C	4409.1
YLL025W	10.7
YLL026W	308.4
YLL027W	25
YLL028W	37
YLL029W	60.4
YLL031C	59.4
YLL032C	24.9
YLL033W	12
YLL034C	42.2
YLL035W	14.5
YLL036C	39.4
YLL038C	17.4
YLL039C	348.5
YLL040C	38.2
YLL041C	30.9
YLL042C	4.6
YLL043W	44.7
YLL045C	2348.2
YLL046C	0.8
YLL048C	98.5
YLL049W	25.9
YLL050C	1464.3
YLL051C	39.4
YLL052C	3.5
YLL053C	3
YLL054C	8.3
YLL055W	4.4
YLL056C	1.7
YLL057C	0.9
YLL058W	29.7
YLL060C	10.1
YLL061W	19.6
YLL062C	16.2
YLL063C	5.8
YLL064C	6.7
YLL066C	0.1
YLL066W-B	16.6
YLL067C	0.2
YLR001C	24.6
YLR002C	56.6
YLR003C	79.4
YLR004C	3
YLR005W	28.7
YLR006C	12.5
YLR007W	16.9
YLR008C	118.7
YLR009W	185.4
YLR010C	36.7
YLR011W	20.7
YLR012C	0.6
YLR013W	0.2
YLR014C	5.9
YLR015W	16.5
YLR016C	13
YLR017W	118.8
YLR018C	44.4
YLR019W	38.4
YLR020C	41.1
YLR021W	52.5
YLR022C	69.1
YLR023C	25.3
YLR024C	16.9
YLR025W	94.3
YLR026C	57.9
YLR027C	516.5
YLR028C	175.6
YLR029C	3221.1
YLR030W	1.2
YLR031W	0.7
YLR032W	13.2
YLR033W	60.4
YLR034C	193
YLR035C	7.3
YLR036C	34.5
YLR037C	3.9
YLR038C	129.5
YLR039C	27.8
YLR040C	18
YLR042C	28.5
YLR043C	1116.6
YLR044C	7136.6
YLR045C	34
YLR046C	0.9
YLR047C	18.6
YLR048W	1910.9
YLR049C	53.3
YLR050C	93.1
YLR051C	53.5
YLR052W	32
YLR053C	0.3
YLR054C	0.9
YLR055C	21.1
YLR056W	733
YLR057W	23
YLR058C	651.2
YLR059C	39.5
YLR060W	403
YLR061W	2328.6
YLR063W	107.8
YLR064W	117.6
YLR065C	131.9
YLR066W	227.3
YLR067C	9
YLR068W	42
YLR069C	43
YLR070C	6.4
YLR071C	34.8
YLR072W	16.7
YLR073C	23.9
YLR074C	85.1
YLR075W	3284.1
YLR077W	20.2
YLR078C	64.5
YLR079W	45.4
YLR080W	11
YLR081W	0.9
YLR082C	16.4
YLR083C	187.6
YLR084C	37.1
YLR085C	22.5
YLR086W	16.9
YLR087C	8.6
YLR088W	85.2
YLR089C	108.8
YLR090W	33.3
YLR091W	6.9
YLR092W	2.9
YLR093C	106.4
YLR094C	30.2
YLR095C	26.5
YLR096W	24
YLR097C	16.5
YLR098C	8.5
YLR099C	37
YLR099W-A	44.2
YLR100W	217.7
YLR102C	18.6
YLR103C	16.7
YLR104W	59.6
YLR105C	14.1
YLR106C	39.5
YLR107W	25.3
YLR108C	37.8
YLR109W	4361.7
YLR110C	4868.5
YLR113W	120.8
YLR114C	44
YLR115W	20.9
YLR116W	16
YLR117C	19.6
YLR118C	104.9
YLR119W	25.7
YLR120C	75.7
YLR121C	13.3
YLR125W	2.2
YLR126C	82.3
YLR127C	11.9
YLR128W	17.1
YLR129W	55.2
YLR130C	18.1
YLR131C	17.8
YLR132C	16.1
YLR133W	31.5
YLR134W	252.6
YLR135W	6.4
YLR136C	195.8
YLR137W	11.2
YLR138W	39.9
YLR139C	12.7
YLR141W	5.7
YLR142W	7.9
YLR143W	33
YLR144C	29.6
YLR145W	19.2
YLR146C	47.7
YLR146W-A	61
YLR147C	58.9
YLR148W	32.7
YLR149C	8.7
YLR150W	1894.5
YLR151C	15.4
YLR152C	5.4
YLR153C	388.1
YLR154C	55.9
YLR154C-G	12.8
YLR154C-H	52.8
YLR154W-C	0.5
YLR155C	7.6
YLR156C-A	1.8
YLR156W	3.9
YLR157C	6.9
YLR157C-C	18.4
YLR157W-D	51.6
YLR157W-E	121.9
YLR158C	6.5
YLR159C-A	1.2
YLR159W	2.8
YLR160C	7.1
YLR161W	4.8
YLR162W	4.1
YLR162W-A	0.5
YLR163C	74.8
YLR164W	3.2
YLR165C	9.5
YLR166C	45.8
YLR167W	3122.9
YLR168C	12.6
YLR170C	120.4
YLR172C	179
YLR173W	10.9
YLR174W	1.5
YLR175W	444.6
YLR176C	10.9
YLR177W	11
YLR178C	29.2
YLR179C	267.4
YLR180W	491.9
YLR181C	54.8
YLR182W	31.1
YLR183C	45.2
YLR185W	2066.7
YLR186W	125.7
YLR187W	23.7
YLR188W	27.6
YLR189C	13
YLR190W	39.1
YLR191W	29.8
YLR192C	331.2
YLR193C	53
YLR194C	63.1
YLR195C	99.6
YLR196W	114.5
YLR197W	593.4
YLR199C	73.1
YLR200W	161.6
YLR201C	73.3
YLR203C	91.9
YLR204W	52.3
YLR205C	10.1
YLR206W	55.8
YLR207W	27.7
YLR208W	239.2
YLR209C	57.8
YLR210W	18.1
YLR211C	13.6
YLR212C	34.1
YLR213C	4.3
YLR214W	395.2
YLR215C	24.4
YLR216C	664.2
YLR218C	17.2
YLR219W	21.2
YLR220W	48.9
YLR221C	87.4
YLR222C	58.7
YLR223C	18.1
YLR224W	15.1
YLR225C	66.1
YLR226W	35.9
YLR227C	3.2
YLR228C	13.9
YLR229C	262.7
YLR231C	46.4
YLR233C	4.7
YLR234W	4.5
YLR237W	16.7
YLR238W	16.7
YLR239C	24.4
YLR240W	16.2
YLR241W	43.6
YLR242C	19
YLR243W	53.3
YLR244C	277.5
YLR245C	35.6
YLR246W	8.2
YLR247C	19.1
YLR248W	96.8
YLR249W	2458.7
YLR250W	202.7
YLR251W	9.3
YLR253W	19.7
YLR254C	18.2
YLR256W	93.6
YLR257W	108.3
YLR258W	25.3
YLR259C	1108
YLR260W	19.1
YLR261C	240.5
YLR262C	144.3
YLR262C-A	517.6
YLR263W	0.4
YLR264C-A	0.7
YLR264W	1029.6
YLR265C	17.4
YLR266C	7.8
YLR267W	5.2
YLR268W	130.2
YLR270W	87.1
YLR271W	4.8
YLR272C	16.5
YLR273C	4.5
YLR274W	47.9
YLR275W	57.6
YLR276C	91.6
YLR277C	28.3
YLR278C	14
YLR281C	3.6
YLR283W	14.9
YLR284C	10.1
YLR285C-A	576.6
YLR285W	137.7
YLR286C	799.9
YLR287C	74.9
YLR287C-A	2368.8
YLR288C	7.6
YLR289W	8.6
YLR290C	40.3
YLR291C	123.2
YLR292C	145.1
YLR293C	1595.3
YLR295C	197.8
YLR297W	11.8
YLR298C	33.2
YLR299W	28.4
YLR300W	526.3
YLR301W	600.9
YLR303W	0
YLR304C	913.2
YLR305C	42
YLR306W	16.8
YLR307C-A	0.4
YLR307W	1.8
YLR308W	0.3
YLR309C	42.5
YLR310C	31.2
YLR312C	2.4
YLR312W-A	67.3
YLR313C	6
YLR314C	195.2
YLR315W	10.6
YLR316C	10.9
YLR318W	3.2
YLR319C	25
YLR320W	2.4
YLR321C	69.1
YLR323C	10.1
YLR324W	38.6
YLR325C	2628.5
YLR326W	18.6
YLR327C	96.8
YLR328W	78.4
YLR329W	1.2
YLR330W	97.9
YLR332W	63.2
YLR333C	1531.1
YLR335W	101.9
YLR336C	27.9
YLR337C	29.9
YLR340W	2889.5
YLR341W	0.3
YLR342W	418.9
YLR342W-A	169.7
YLR343W	0.5
YLR344W	1367.7
YLR345W	28.9
YLR346C	125.6
YLR347C	110
YLR348C	109.6
YLR350W	74.1
YLR351C	111.3
YLR352W	17.1
YLR353W	11.2
YLR354C	834.1
YLR355C	1981.1
YLR356W	49.4
YLR357W	33.4
YLR358C	0.4
YLR359W	406.1
YLR360W	17
YLR361C	27.8
YLR361C-A	56.3
YLR362W	18.6
YLR363C	69
YLR363W-A	70.7
YLR364W	32.4
YLR367W	727.3
YLR368W	20.5
YLR369W	27.9
YLR370C	261.6
YLR371W	16.2
YLR372W	549.8
YLR373C	28.4
YLR375W	18.2
YLR376C	9.2
YLR377C	0.9
YLR378C	326.1
YLR380W	91.2
YLR381W	10.1
YLR382C	15.1
YLR383W	12.1
YLR384C	67
YLR385C	18.2
YLR386W	31.8
YLR387C	78.4
YLR388W	1955.3
YLR389C	56.6
YLR390W	35.3
YLR390W-A	561
YLR392C	12.6
YLR393W	18.7
YLR394W	3.4
YLR395C	218
YLR396C	25.7
YLR397C	27.7
YLR398C	52.2
YLR399C	59
YLR401C	31.1
YLR403W	34
YLR404W	24.5
YLR405W	22.6
YLR406C	1100.3
YLR406C-A	1.1
YLR407W	34.9
YLR408C	34.1
YLR409C	54.9
YLR410W	63.9
YLR411W	20.3
YLR412C-A	0
YLR412W	23.5
YLR413W	417.6
YLR414C	91.8
YLR415C	31.1
YLR417W	11.6
YLR418C	67.6
YLR419W	21.8
YLR420W	241.9
YLR421C	219.5
YLR422W	14.6
YLR423C	14.2
YLR424W	11.2
YLR425W	8.3
YLR426W	18.8
YLR427W	21.3
YLR429W	129.4
YLR430W	21.7
YLR431C	7.3
YLR432W	597.1
YLR433C	40.9
YLR435W	113.3
YLR436C	22.4
YLR437C	57.3
YLR438C-A	104.1
YLR438W	143.4
YLR439W	34.9
YLR440C	32.6
YLR441C	2483
YLR442C	17.6
YLR443W	18.8
YLR445W	1.8
YLR446W	7
YLR447C	624.5
YLR448W	1755.8
YLR449W	222.2
YLR450W	53.8
YLR451W	13.4
YLR452C	51.3
YLR453C	5.8
YLR454W	26.5
YLR455W	38.5
YLR456W	21.1
YLR457C	6.3
YLR459W	82.3
YLR460C	4.5
YLR461W	1.1
YLR462W	1
YLR464W	0.2
YLR466W	0.5
YLR467W	1.8
YML001W	358.8
YML002W	0.8
YML003W	8.5
YML004C	230.4
YML005W	14.7
YML006C	17.6
YML007C-A	202.5
YML007W	67.1
YML008C	608.4
YML009C	141.3
YML010W	113.6
YML011C	19.7
YML012W	357.3
YML013W	40.5
YML014W	42.3
YML015C	27.2
YML016C	38
YML017W	70.4
YML018C	41.3
YML019W	78.5
YML020W	9.3
YML021C	41.3
YML022W	455.7
YML023C	8.8
YML024W	2743.8
YML025C	46.4
YML026C	2433.2
YML027W	24.1
YML028W	2976.7
YML029W	24.7
YML030W	43.4
YML031W	66
YML032C	18.8
YML034W	27
YML035C	72.6
YML036W	55.1
YML037C	7.8
YML038C	77.9
YML041C	26.6
YML042W	1.8
YML043C	7.1
YML046W	29.1
YML047C	0.1
YML048W	327.2
YML049C	26.5
YML050W	12.2
YML051W	13.4
YML052W	160.5
YML053C	56.4
YML054C	0.8
YML054C-A	0.5
YML055W	127.1
YML056C	398.4
YML057W	47.1
YML058W	544.1
YML058W-A	160.2
YML059C	33.7
YML060W	30.2
YML061C	16.3
YML062C	27.4
YML063W	2801.8
YML064C	31
YML065W	20
YML066C	0.7
YML067C	134.4
YML068W	5.6
YML069W	146.3
YML070W	141.5
YML071C	32.2
YML072C	162.2
YML073C	2457.5
YML074C	289
YML075C	51.6
YML076C	8.5
YML077W	74.3
YML078W	486.4
YML079W	165
YML080W	36.9
YML081C-A	418.6
YML081W	16.1
YML082W	18.1
YML083C	1
YML085C	330.7
YML086C	189.5
YML087C	4.7
YML088W	22.5
YML091C	19.8
YML092C	256.5
YML093W	42.7
YML094W	111.6
YML095C	16.8
YML096W	21.2
YML097C	31.2
YML098W	31.9
YML099C	8.3
YML100W	37.4
YML100W-A	3
YML101C	43.6
YML102W	18.5
YML103C	71.5
YML104C	9.9
YML105C	112.3
YML106W	452.1
YML107C	14.6
YML108W	83.2
YML109W	12.5
YML110C	208.1
YML111W	34
YML112W	24.7
YML113W	20.4
YML114C	20
YML115C	80.7
YML116W	18.9
YML117W	34.3
YML118W	2
YML119W	24.7
YML120C	31.4
YML121W	44.3
YML123C	5
YML124C	163.3
YML125C	245.7
YML126C	684.2
YML127W	54.4
YML128C	12.5
YML129C	185.3
YML130C	136.2
YML131W	67.5
