# Created by: riboviz
# Date: 2025-11-20 22:00:12.657421
# File: /panfs/accrepfs.vampire/home/copea1/riboviz/rscripts/collate_tpms.R
# Version: commit 45514cc565e3cdbb4e44ca919964ab8b8e1ee045 date 2025-10-13 22:13:08 GMT
ORF	OTTR_P1_2
YDR411C	70.7
YDR412W	59.6
YDR414C	26.5
YDR415C	50.7
YDR416W	17
YDR418W	2490.2
YDR419W	12.9
YDR420W	8.5
YDR421W	8.8
YDR422C	22.1
YDR423C	39.9
YDR424C	85.7
YDR425W	22.3
YDR427W	316.5
YDR428C	60.1
YDR429C	388.8
YDR430C	55.5
YDR432W	369.7
YDR434W	98
YDR435C	37.7
YDR436W	11.2
YDR437W	11.9
YDR438W	1.3
YDR439W	15.7
YDR440W	18.1
YDR441C	39.1
YDR443C	10.4
YDR444W	10.7
YDR446W	0.7
YDR447C	2317.4
YDR448W	26.7
YDR449C	75.6
YDR450W	2722.7
YDR451C	50.4
YDR452W	83.6
YDR453C	32.9
YDR454C	536.5
YDR456W	73.2
YDR457W	46
YDR458C	28.4
YDR459C	9.7
YDR460W	28.9
YDR461C-A	46.3
YDR461W	236.7
YDR462W	64.3
YDR463W	61
YDR464W	8.4
YDR465C	63.3
YDR466W	14.3
YDR468C	64.6
YDR469W	53.2
YDR470C	32.1
YDR471W	1300.7
YDR472W	43.1
YDR473C	13.1
YDR475C	9.1
YDR476C	85.1
YDR477W	50.4
YDR478W	19.1
YDR479C	20.2
YDR480W	15.6
YDR481C	133.6
YDR482C	24.4
YDR483W	346.5
YDR484W	25.5
YDR485C	13.3
YDR486C	84.9
YDR487C	219.8
YDR488C	10.2
YDR489W	21.8
YDR490C	15
YDR492W	79.2
YDR493W	57.5
YDR494W	54.2
YDR495C	14.5
YDR496C	105.6
YDR497C	126.6
YDR498C	24.3
YDR499W	9.1
YDR500C	1574
YDR501W	7.4
YDR502C	305.9
YDR503C	31.9
YDR504C	32.2
YDR505C	44.3
YDR506C	13.1
YDR507C	46
YDR508C	190.1
YDR510W	554.5
YDR511W	49.2
YDR512C	49.5
YDR513W	269.3
YDR514C	20.3
YDR515W	41.8
YDR516C	102.1
YDR517W	68.5
YDR518W	116.3
YDR519W	174.7
YDR520C	11.5
YDR522C	0.8
YDR523C	0.5
YDR524C	25.2
YDR524C-B	2823.4
YDR524W-C	0
YDR525W-A	116.9
YDR527W	27.7
YDR528W	20
YDR529C	125
YDR530C	21.9
YDR531W	92.7
YDR532C	17.2
YDR533C	28.2
YDR534C	254.9
YDR536W	0.4
YDR538W	25.9
YDR539W	47.9
YDR540C	4.7
YDR541C	8.6
YDR542W	1.3
YDR545W	1.8
YEL001C	363
YEL002C	301.2
YEL003W	244.6
YEL004W	23.7
YEL005C	9.8
YEL006W	26.9
YEL007W	66.2
YEL009C	84
YEL011W	18.2
YEL012W	48.3
YEL013W	139.9
YEL015W	50.4
YEL016C	10.1
YEL017C-A	1478.8
YEL017W	59.9
YEL018W	24.1
YEL019C	10.9
YEL020C	7.4
YEL020W-A	178.9
YEL021W	0.8
YEL022W	65.2
YEL023C	0.5
YEL024W	50.6
YEL025C	9.4
YEL026W	1007.7
YEL027W	1792.4
YEL029C	29.8
YEL030W	0.9
YEL031W	280.7
YEL032W	37.2
YEL033W	1279.9
YEL034W	2823.6
YEL035C	0
YEL036C	56.5
YEL037C	147
YEL038W	75.2
YEL039C	9.9
YEL040W	377.9
YEL041W	4.2
YEL042W	196.1
YEL043W	25.6
YEL044W	41.7
YEL046C	376.9
YEL047C	234.3
YEL048C	52.8
YEL049W	1.6
YEL050C	46.4
YEL051W	444.1
YEL052W	28.9
YEL053C	24
YEL054C	1818.9
YEL055C	89
YEL056W	43.2
YEL057C	1
YEL058W	84.3
YEL059C-A	16.2
YEL060C	149.1
YEL061C	26.8
YEL062W	14.1
YEL063C	80.7
YEL064C	17.4
YEL065W	451.8
YEL066W	53.2
YEL067C	2.3
YEL068C	29.8
YEL069C	0.4
YEL070W	2.8
YEL071W	533.9
YEL072W	4.4
YEL073C	2.7
YEL075C	1.1
YEL076C	2.4
YEL076C-A	0.3
YEL077C	1
YER001W	53.9
YER002W	123
YER003C	346.9
YER004W	140.9
YER005W	18.3
YER006W	152
YER007C-A	268.7
YER007W	7.9
YER008C	27.3
YER009W	1555.7
YER010C	46.1
YER011W	925
YER012W	402.5
YER013W	15.9
YER014C-A	0
YER014W	38.6
YER015W	3.4
YER016W	45.9
YER017C	33.4
YER018C	17.3
YER019C-A	341.1
YER019W	30.9
YER020W	21.7
YER021W	269.5
YER022W	39.9
YER023W	397
YER024W	1.7
YER025W	407.9
YER026C	316.6
YER027C	77.3
YER028C	7
YER029C	44.8
YER030W	121.6
YER031C	266.6
YER032W	17
YER033C	6.2
YER034W	32
YER035W	45.8
YER036C	368.2
YER037W	33.7
YER038C	7.1
YER038W-A	0.5
YER039C	2.8
YER039C-A	7.9
YER040W	17.6
YER041W	6.6
YER042W	181
YER043C	1106
YER044C	177.9
YER044C-A	0.3
YER045C	9
YER046W	13.1
YER047C	11.4
YER048C	145
YER048W-A	213.3
YER049W	122.3
YER050C	147.4
YER051W	9.2
YER052C	134.4
YER053C	16.4
YER053C-A	2
YER054C	1
YER055C	398.9
YER056C	219.1
YER056C-A	1845.6
YER057C	359.1
YER058W	32.3
YER059W	29.5
YER060W	14.5
YER060W-A	23.7
YER061C	16
YER062C	171.1
YER063W	127.8
YER064C	87.7
YER065C	2.2
YER066W	14.4
YER067W	29.5
YER068W	50.8
YER069W	15.9
YER070W	391.1
YER071C	74
YER072W	1016.4
YER073W	168.1
YER074W	3158.5
YER074W-A	177
YER075C	18.7
YER076C	7.9
YER077C	14.4
YER078C	33.1
YER078W-A	19.2
YER079W	33.5
YER080W	107.9
YER081W	20.5
YER082C	59.6
YER083C	103.4
YER084W	0.8
YER085C	0.6
YER086W	202.2
YER087C-B	329.2
YER087W	24.4
YER088C	31.3
YER089C	81
YER090W	211.5
YER091C	404.6
YER092W	81.5
YER093C	12
YER093C-A	20.3
YER094C	269.1
YER095W	32.6
YER096W	0.7
YER098W	6.3
YER099C	64.7
YER100W	147.2
YER101C	16.3
YER102W	2977.9
YER103W	21.5
YER104W	19.4
YER105C	54.5
YER106W	0.5
YER107C	62.7
YER110C	385.9
YER111C	22.6
YER112W	190.8
YER113C	29.3
YER114C	26.9
YER115C	6.9
YER116C	13
YER117W	2597.4
YER118C	94.4
YER119C	37
YER120W	357.1
YER121W	3.1
YER122C	169
YER123W	44.5
YER124C	199.1
YER125W	135.1
YER126C	145.4
YER127W	55.4
YER128W	14.7
YER129W	10.9
YER130C	35
YER131W	1292.4
YER132C	8.7
YER133W	384.5
YER134C	56.5
YER136W	270.6
YER137C	10
YER138W-A	494.9
YER139C	30.1
YER140W	15.3
YER141W	66.1
YER142C	34.8
YER143W	47.6
YER144C	13.6
YER145C	288.6
YER146W	140.7
YER147C	11.4
YER148W	145.5
YER149C	37.6
YER150W	14.9
YER151C	70.8
YER152C	36.4
YER153C	13.9
YER154W	51.3
YER155C	49.8
YER156C	119.5
YER157W	34
YER158C	6.2
YER159C	50.4
YER161C	23.3
YER162C	9.1
YER163C	45.1
YER164W	23.5
YER165W	819.2
YER166W	42.9
YER167W	18.1
YER168C	58.5
YER169W	16.2
YER170W	30.8
YER171W	27.2
YER172C	22.4
YER173W	9.8
YER174C	39.1
YER175C	25.5
YER175W-A	0.5
YER176W	20.9
YER177W	1178.4
YER178W	737.9
YER179W	1.8
YER180C	1.3
YER180C-A	29.6
YER182W	31.6
YER183C	55.1
YER184C	2.7
YER185W	2.9
YER186C	1.5
YER187W	0.2
YER188C-A	3.2
YER189W	0.8
YER190C-B	11.6
YER190W	0.8
YFL001W	31.1
YFL002C	33.7
YFL003C	0.9
YFL004W	171.8
YFL005W	324.1
YFL007W	52.1
YFL008W	32.9
YFL009W	31.2
YFL010C	192.3
YFL010W-A	1
YFL011W	1.8
YFL012W	1.8
YFL013C	33.9
YFL014W	8.5
YFL016C	73.4
YFL017C	89.1
YFL017W-A	92
YFL018C	292.6
YFL020C	33.8
YFL021W	15.9
YFL022C	271.7
YFL023W	20.6
YFL024C	12.7
YFL025C	19
YFL026W	319.9
YFL027C	14.6
YFL028C	65.5
YFL029C	27.4
YFL030W	1.8
YFL031W	50.2
YFL033C	10.3
YFL034C-A	336.5
YFL034C-B	45.5
YFL034W	16.5
YFL036W	29.2
YFL037W	445
YFL038C	525.5
YFL039C	2263.6
YFL040W	0.1
YFL041W	96.8
YFL041W-A	4.1
YFL042C	24.1
YFL044C	59.4
YFL045C	941.8
YFL046W	41.8
YFL047W	39.9
YFL048C	182.6
YFL049W	25.6
YFL050C	0.8
YFL051C	0.6
YFL052W	1
YFL053W	0.7
YFL054C	2.5
YFL055W	1.8
YFL058W	2.4
YFL059W	7
YFL060C	6
YFL061W	1.4
YFL062W	69.2
YFL064C	1.3
YFL065C	4.6
YFL066C	0.5
YFL067W	9.8
YFL068W	7.5
YFR001W	86.1
YFR002W	75
YFR003C	57.4
YFR004W	201.9
YFR005C	33.4
YFR006W	134.3
YFR007W	23.1
YFR008W	25.6
YFR009W	133.3
YFR010W	177.9
YFR011C	136.9
YFR012W	0.5
YFR012W-A	0.8
YFR013W	29.1
YFR014C	31.9
YFR015C	8.8
YFR016C	23.9
YFR017C	6.1
YFR018C	26
YFR019W	12.6
YFR020W	7.4
YFR021W	17.4
YFR022W	3.6
YFR023W	0.4
YFR024C-A	158.8
YFR025C	50
YFR026C	0.6
YFR027W	9.9
YFR028C	49.7
YFR029W	10.5
YFR030W	22.9
YFR031C	15.4
YFR031C-A	2305.2
YFR032C	1.3
YFR032C-A	2557.5
YFR032C-B	3.9
YFR033C	27.8
YFR034C	28
YFR035C	1.1
YFR036W	19.8
YFR037C	79.2
YFR038W	25.1
YFR039C	45.5
YFR040W	44.3
YFR041C	105
YFR042W	60.4
YFR043C	92.1
YFR044C	483
YFR045W	22.5
YFR046C	21.7
YFR047C	76.9
YFR048W	14
YFR049W	87.7
YFR050C	318.6
YFR051C	174.1
YFR052W	365.4
YFR053C	61.5
YFR055W	133.9
YFR057W	0.7
YGL001C	176.9
YGL002W	51.5
YGL003C	16.3
YGL004C	25.1
YGL005C	41.3
YGL006W	31.8
YGL006W-A	9.7
YGL007C-A	245.4
YGL008C	2615.2
YGL009C	381.5
YGL010W	42.3
YGL011C	361.3
YGL012W	428.2
YGL013C	32.5
YGL014W	50.6
YGL015C	0.2
YGL016W	67.9
YGL017W	20.2
YGL018C	37.8
YGL019W	69.2
YGL020C	152.2
YGL021W	37.7
YGL022W	197.2
YGL023C	23.8
YGL025C	29.7
YGL026C	352.7
YGL027C	100.1
YGL028C	164.9
YGL029W	67.3
YGL030W	2667.7
YGL031C	2398.3
YGL032C	64.7
YGL033W	1.3
YGL035C	34.6
YGL036W	25.3
YGL037C	207.5
YGL038C	81.4
YGL039W	137.2
YGL040C	190.3
YGL041C-B	1.4
YGL041W-A	66.8
YGL043W	120.1
YGL044C	41
YGL045W	4.5
YGL047W	42.7
YGL048C	221.3
YGL049C	56.2
YGL050W	36.6
YGL051W	22.5
YGL053W	39.5
YGL054C	730
YGL055W	370.6
YGL056C	48.7
YGL057C	21.6
YGL058W	128
YGL059W	9.2
YGL060W	33.3
YGL061C	49.5
YGL062W	127.1
YGL063W	2.9
YGL064C	16.2
YGL065C	77
YGL066W	19.7
YGL067W	61.2
YGL068W	274.9
YGL070C	139.8
YGL071W	26.2
YGL073W	20.8
YGL075C	10.2
YGL076C	3172.4
YGL077C	88.3
YGL078C	80.8
YGL079W	21.6
YGL080W	110.7
YGL081W	3.3
YGL082W	65.8
YGL083W	24.7
YGL084C	112.3
YGL085W	9.1
YGL086W	43.9
YGL087C	97.8
YGL089C	0.8
YGL090W	5.5
YGL091C	40.6
YGL092W	59
YGL093W	19.9
YGL094C	26.7
YGL095C	46.4
YGL096W	2.8
YGL097W	122.6
YGL098W	30.8
YGL099W	91.3
YGL100W	100.9
YGL101W	121.7
YGL103W	3203
YGL104C	12.3
YGL105W	713.2
YGL106W	241.6
YGL107C	42
YGL108C	24.1
YGL110C	26
YGL111W	60.7
YGL112C	76
YGL113W	6.7
YGL114W	26.1
YGL115W	131.3
YGL116W	23.8
YGL117W	12
YGL119W	30.8
YGL120C	102.3
YGL121C	12.8
YGL122C	77.6
YGL123W	2754.8
YGL124C	12.3
YGL125W	18.1
YGL126W	25.8
YGL127C	35.7
YGL128C	18.8
YGL129C	67.8
YGL130W	45.5
YGL131C	6.6
YGL133W	19.9
YGL134W	9.1
YGL135W	3129
YGL136C	9.4
YGL137W	265.1
YGL138C	0.3
YGL139W	65.2
YGL140C	33.2
YGL141W	28
YGL142C	33.3
YGL143C	18.3
YGL144C	10
YGL145W	38.3
YGL146C	5
YGL147C	2815.7
YGL148W	337.8
YGL150C	29.2
YGL151W	39.3
YGL153W	37.5
YGL154C	8.3
YGL155W	31
YGL156W	27.5
YGL157W	235.6
YGL158W	0.4
YGL159W	38.8
YGL160W	40.7
YGL161C	88.8
YGL162W	13.4
YGL163C	11.8
YGL164C	26.5
YGL166W	16.8
YGL167C	135
YGL168W	8.7
YGL169W	27.7
YGL170C	0.3
YGL171W	62.8
YGL172W	68.6
YGL173C	223.8
YGL174W	14.8
YGL175C	5.4
YGL176C	7.3
YGL178W	27.4
YGL179C	8.8
YGL180W	13.2
YGL181W	62.9
YGL183C	0.8
YGL184C	4.7
YGL185C	23.3
YGL186C	78
YGL187C	91.2
YGL188C-A	12.3
YGL189C	2137.9
YGL190C	77.4
YGL191W	187.5
YGL192W	0
YGL193C	7.4
YGL194C	38.7
YGL194C-A	22.4
YGL195W	153.2
YGL196W	45.2
YGL197W	21.6
YGL198W	67.3
YGL200C	405.5
YGL201C	36.6
YGL202W	369.7
YGL203C	68.2
YGL204C	52.3
YGL205W	0.9
YGL206C	302.2
YGL207W	178.6
YGL208W	9.6
YGL209W	31.5
YGL210W	72.7
YGL211W	23.7
YGL212W	16.4
YGL213C	85.7
YGL215W	65.2
YGL216W	16.8
YGL219C	40.8
YGL220W	67.9
YGL221C	146.8
YGL222C	49.2
YGL223C	40.9
YGL224C	42.6
YGL225W	640
YGL226C-A	393.5
YGL226W	37.3
YGL227W	26.4
YGL228W	114.8
YGL229C	10.4
YGL230C	35.2
YGL231C	250.3
YGL232W	110.2
YGL233W	41.1
YGL234W	259.7
YGL235W	0.8
YGL236C	13.6
YGL237C	13.9
YGL238W	105.5
YGL240W	10.7
YGL241W	31.8
YGL242C	138.2
YGL243W	17.6
YGL244W	78
YGL245W	679
YGL246C	45
YGL247W	16.5
YGL248W	26.4
YGL249W	0.2
YGL250W	15.8
YGL251C	1.4
YGL252C	69.1
YGL253W	2096.9
YGL254W	19.3
YGL255W	11.6
YGL256W	17.9
YGL257C	27
YGL258W	1.6
YGL258W-A	1.2
YGL259W	4.4
YGL260W	5.1
YGL261C	3.5
YGL262W	0.6
YGL263W	7.4
YGR001C	160.9
YGR002C	26.3
YGR003W	19.9
YGR004W	24.7
YGR005C	53.9
YGR006W	16.2
YGR007W	60.7
YGR008C	98.7
YGR009C	42.6
YGR010W	27.4
YGR012W	43.4
YGR013W	17.2
YGR014W	71.1
YGR015C	10
YGR016W	19.2
YGR017W	97.2
YGR018C	0.6
YGR019W	75.2
YGR020C	407.2
YGR021W	22
YGR023W	5.9
YGR024C	54.5
YGR026W	253.7
YGR027C	2847.6
YGR028W	45.6
YGR029W	41.7
YGR030C	45.5
YGR031C-A	0.4
YGR031W	20.6
YGR032W	41.2
YGR033C	80.3
YGR034W	2273.2
YGR035C	117.2
YGR035W-A	0
YGR036C	44.7
YGR037C	953.7
YGR038W	115.2
YGR040W	26.1
YGR041W	16.1
YGR042W	11.1
YGR043C	4.7
YGR044C	69.6
YGR046W	27.9
YGR047C	20.9
YGR048W	51.2
YGR049W	49.1
YGR050C	7.3
YGR052W	3.6
YGR053C	5
YGR054W	146
YGR055W	165.6
YGR056W	21.7
YGR057C	17.6
YGR058W	20.4
YGR059W	0.3
YGR060W	854.4
YGR061C	280.3
YGR062C	9.8
YGR063C	98.9
YGR065C	50.2
YGR066C	1.8
YGR067C	1.4
YGR068C	12
YGR070W	2.7
YGR071C	16.6
YGR072W	20.8
YGR074W	85.4
YGR075C	16.4
YGR076C	77.7
YGR077C	22.2
YGR078C	93.5
YGR079W	29.7
YGR080W	73
YGR081C	72.9
YGR082W	261.8
YGR083C	79.5
YGR084C	63.1
YGR085C	2526.3
YGR086C	594.4
YGR087C	1.1
YGR088W	1.6
YGR089W	26.4
YGR090W	74.2
YGR091W	13.9
YGR092W	40.1
YGR093W	29.3
YGR094W	448.1
YGR095C	57.8
YGR096W	6.4
YGR097W	20.4
YGR098C	13.7
YGR099W	14.6
YGR100W	25
YGR101W	37
YGR102C	21.5
YGR103W	225.6
YGR104C	29.3
YGR105W	266.1
YGR106C	639.1
YGR108W	34.1
YGR109C	24.7
YGR110W	3.3
YGR111W	58.9
YGR112W	16.2
YGR113W	31.9
YGR116W	127.4
YGR117C	51.9
YGR118W	2265.9
YGR119C	67.4
YGR120C	30.4
YGR121C	5.1
YGR121W-A	2.1
YGR122W	25.6
YGR123C	122.1
YGR124W	678.6
YGR125W	32.1
YGR126W	12.6
YGR127W	9.4
YGR128C	92.5
YGR129W	19.6
YGR130C	74.2
YGR131W	13.8
YGR132C	234.7
YGR133W	12.9
YGR134W	14.9
YGR135W	432.2
YGR136W	176.4
YGR138C	25.9
YGR140W	17.1
YGR141W	33.5
YGR142W	59.6
YGR143W	23.1
YGR144W	1.1
YGR145W	66
YGR146C	52.7
YGR146C-A	3.7
YGR147C	59.2
YGR148C	1876.2
YGR149W	24.4
YGR150C	16
YGR152C	76.3
YGR153W	8.3
YGR154C	1.8
YGR155W	693.7
YGR156W	30.6
YGR157W	183.3
YGR158C	66.7
YGR159C	330.6
YGR161C	55.6
YGR161W-C	29.3
YGR162W	215.3
YGR163W	52.2
YGR165W	62.6
YGR166W	18.4
YGR167W	305.3
YGR168C	10.3
YGR169C	12.1
YGR169C-A	57.3
YGR170W	11.4
YGR171C	14.2
YGR172C	151.9
YGR173W	114.3
YGR174C	18.3
YGR174W-A	0
YGR175C	428.7
YGR177C	56.2
YGR178C	87.5
YGR179C	21.9
YGR180C	1040.7
YGR181W	166.6
YGR183C	100.2
YGR184C	45.2
YGR185C	464.5
YGR186W	59.8
YGR187C	95.3
YGR188C	4.8
YGR189C	272.9
YGR191W	97.6
YGR192C	10124.6
YGR193C	110.7
YGR194C	21.3
YGR195W	65.5
YGR196C	19.8
YGR197C	14.7
YGR198W	42.5
YGR199W	59.1
YGR200C	64.6
YGR201C	11.8
YGR202C	36.9
YGR203W	17.6
YGR204C-A	2.7
YGR204W	239.5
YGR205W	63.8
YGR206W	47.4
YGR207C	154.3
YGR208W	161.6
YGR209C	1590.1
YGR210C	45.9
YGR211W	156.1
YGR212W	10.4
YGR213C	6
YGR214W	1792.6
YGR215W	83.9
YGR216C	20
YGR217W	12.1
YGR218W	166.5
YGR220C	70.8
YGR221C	6
YGR222W	20
YGR223C	18.8
YGR224W	0.9
YGR225W	0.7
YGR227W	58.9
YGR229C	120.1
YGR230W	15.7
YGR231C	252.7
YGR232W	133.9
YGR233C	49.6
YGR234W	808.3
YGR235C	91.6
YGR236C	0
YGR237C	18.2
YGR238C	7.1
YGR239C	13.8
YGR240C	833.4
YGR240C-A	14.2
YGR241C	34
YGR243W	6.5
YGR244C	102.9
YGR245C	67.3
YGR246C	32.3
YGR247W	29.7
YGR248W	3.6
YGR249W	0.9
YGR250C	23.3
YGR251W	26
YGR252W	25.7
YGR253C	380.5
YGR254W	3598.3
YGR255C	38.1
YGR256W	1.9
YGR257C	22.4
YGR258C	9.5
YGR260W	105.8
YGR261C	67.8
YGR262C	46.6
YGR263C	21.3
YGR264C	437.6
YGR266W	48.3
YGR267C	143
YGR268C	28.7
YGR270W	25.9
YGR271C-A	78.4
YGR271W	19.8
YGR273C	1
YGR274C	21.5
YGR275W	86.8
YGR276C	57.7
YGR277C	55
YGR278W	18.2
YGR279C	919.8
YGR280C	57
YGR281W	62.7
YGR282C	1152.7
YGR283C	34
YGR284C	387.2
YGR285C	670.7
YGR286C	27.3
YGR287C	4.1
YGR288W	5.6
YGR289C	0.7
YGR292W	2.1
YGR294W	5.1
YGR295C	108.5
YGR296W	1.5
YHL001W	2152.1
YHL002W	47.1
YHL003C	176.4
YHL004W	64.7
YHL006C	6.2
YHL007C	35.4
YHL008C	12.4
YHL009C	27.7
YHL010C	9.7
YHL011C	225.9
YHL012W	0.4
YHL013C	52
YHL014C	23.7
YHL015W	3144.2
YHL015W-A	0.8
YHL016C	2.5
YHL017W	59.3
YHL018W	13.7
YHL019C	14.5
YHL020C	19.2
YHL021C	62.2
YHL022C	2.5
YHL023C	14.1
YHL024W	1.6
YHL025W	24.2
YHL026C	7.4
YHL027W	32.5
YHL028W	7.9
YHL029C	19
YHL030W	65.3
YHL031C	42.8
YHL032C	3
YHL033C	1652.3
YHL034C	482.4
YHL035C	17.8
YHL036W	3.9
YHL038C	14.5
YHL039W	50.4
YHL040C	168.6
YHL042W	2.9
YHL043W	0.8
YHL044W	10.5
YHL046C	13.4
YHL047C	276.3
YHL048C-A	3
YHL048W	50.5
YHL049C	2.3
YHL050C	0.5
YHR001W	63.8
YHR001W-A	74
YHR002W	11.3
YHR003C	39
YHR004C	16
YHR005C	87.5
YHR005C-A	542.5
YHR006W	24.7
YHR007C	548.9
YHR007C-A	92.8
YHR008C	147.6
YHR009C	52.8
YHR010W	2639.4
YHR011W	15.5
YHR012W	87.1
YHR013C	161.1
YHR014W	0.1
YHR015W	96.4
YHR016C	39.1
YHR017W	27.7
YHR018C	82.5
YHR019C	532.1
YHR020W	329.9
YHR021C	2659.4
YHR021W-A	0.9
YHR022C	2
YHR022C-A	2.4
YHR023W	29.7
YHR024C	69.5
YHR025W	252.8
YHR026W	388.2
YHR027C	262.4
YHR028C	69.7
YHR029C	116.8
YHR030C	50.8
YHR031C	10
YHR032W	27.2
YHR033W	1.6
YHR034C	16.7
YHR035W	4.9
YHR036W	17.7
YHR037W	97.4
YHR038W	50.5
YHR039C	116.9
YHR039C-A	618.6
YHR040W	9.7
YHR041C	15.5
YHR042W	208.6
YHR043C	76.5
YHR044C	33.9
YHR045W	39.9
YHR046C	53.6
YHR047C	145
YHR048W	7.6
YHR049W	213
YHR050W	48.6
YHR050W-A	186.1
YHR051W	133.1
YHR052W	171.9
YHR053C	9.9
YHR054C	75.8
YHR055C	9.4
YHR056C	54
YHR057C	77.7
YHR058C	39.4
YHR059W	65.7
YHR060W	67.3
YHR061C	21.8
YHR062C	37.3
YHR063C	159.7
YHR064C	839.7
YHR065C	66.2
YHR066W	57
YHR067W	15.8
YHR068W	507.5
YHR069C	47
YHR070W	28.7
YHR071W	44
YHR072W	42.8
YHR072W-A	553.8
YHR073W	26.5
YHR074W	106.6
YHR075C	17.1
YHR076W	63.8
YHR077C	24
YHR078W	18.2
YHR079C	13
YHR079C-A	1
YHR080C	3.6
YHR081W	83.9
YHR082C	43.6
YHR083W	48.8
YHR084W	30.7
YHR085W	38.2
YHR086W	28.8
YHR086W-A	1.6
YHR087W	27
YHR088W	80
YHR089C	319.7
YHR090C	27
YHR091C	11.7
YHR092C	51
YHR094C	221.4
YHR096C	15.4
YHR097C	17.9
YHR098C	104
YHR099W	35.6
YHR100C	38.7
YHR101C	25.2
YHR102W	17.6
YHR103W	25.6
YHR104W	129.1
YHR105W	12.1
YHR106W	12.3
YHR107C	108.5
YHR108W	153.4
YHR109W	17.7
YHR110W	74.4
YHR111W	52.1
YHR112C	34.6
YHR113W	69.8
YHR114W	45
YHR115C	40.9
YHR116W	30.8
YHR117W	63.1
YHR118C	20.7
YHR119W	13.1
YHR120W	9.5
YHR121W	121
YHR122W	56.5
YHR123W	100
YHR124W	2.4
YHR126C	0.4
YHR127W	42.2
YHR128W	392.6
YHR129C	10.6
YHR131C	8.5
YHR132C	143
YHR132W-A	86.1
YHR133C	137.5
YHR134W	6.4
YHR135C	86.4
YHR136C	78.6
YHR137W	22.4
YHR138C	73.8
YHR139C	0.7
YHR140W	14.3
YHR141C	2942.1
YHR142W	74.8
YHR143W	387.9
YHR143W-A	264.4
YHR144C	45.7
YHR146W	177.4
YHR147C	97.9
YHR148W	76.6
YHR149C	26.5
YHR150W	8.7
YHR151C	13.9
YHR152W	72.1
YHR153C	11.3
YHR154W	36.2
YHR155W	16.5
YHR156C	8.6
YHR157W	2
YHR158C	34.6
YHR159W	10.7
YHR160C	0.7
YHR161C	25.1
YHR162W	307.5
YHR163W	125.3
YHR164C	9.1
YHR165C	25.3
YHR166C	14.1
YHR167W	31.2
YHR168W	8.8
YHR169W	40.9
YHR170W	115.7
YHR171W	13.9
YHR172W	20.4
YHR173C	0.9
YHR174W	7848.5
YHR175W	252
YHR175W-A	53
YHR176W	5.5
YHR177W	1.2
YHR178W	9.6
YHR179W	1156.6
YHR181W	145.9
YHR182W	9.6
YHR183W	836.7
YHR184W	1.6
YHR185C	0.9
YHR186C	20.5
YHR187W	48.2
YHR188C	78.7
YHR189W	5.1
YHR190W	276.1
YHR191C	28.9
YHR192W	65.2
YHR193C	1416.4
YHR194W	5
YHR195W	21.6
YHR196W	79.7
YHR197W	54.2
YHR198C	36
YHR199C	50.7
YHR199C-A	22.9
YHR200W	174.1
YHR201C	87.9
YHR202W	8.7
YHR203C	2969.2
YHR204W	14.2
YHR205W	44.3
YHR206W	33.6
YHR207C	32
YHR208W	516.3
YHR209W	20.1
YHR210C	1.3
YHR211W	1.9
YHR212W-A	1.8
YHR213W	1.2
YHR213W-A	0.8
YHR213W-B	1
YHR214C-D	1.3
YHR214C-E	1
YHR214W	35.2
YHR215W	383.2
YHR216W	169.2
YHR218W	1.7
YHR219W	0.1
YIL001W	14.9
YIL002C	14.2
YIL002W-A	153.2
YIL003W	25.2
YIL004C	60.8
YIL005W	62.6
YIL006W	7.1
YIL007C	25.2
YIL008W	188.3
YIL009C-A	18.7
YIL009W	38.1
YIL010W	115.2
YIL011W	98.4
YIL013C	3.6
YIL014C-A	29.8
YIL014W	27.9
YIL015W	137.4
YIL016W	84.7
YIL017C	14.8
YIL018W	2957
YIL019W	28.6
YIL020C	62.2
YIL021W	135.8
YIL022W	68.4
YIL023C	36.8
YIL024C	9.1
YIL026C	29.8
YIL027C	239.7
YIL029C	2.8
YIL030C	83.7
YIL031W	9.9
YIL033C	90
YIL034C	161.8
YIL035C	112.9
YIL036W	39.7
YIL037C	0.6
YIL038C	52.3
YIL039W	122.8
YIL040W	115.9
YIL041W	328.9
YIL042C	19.2
YIL043C	268.2
YIL044C	74.7
YIL045W	13.5
YIL046W	11.3
YIL046W-A	2.6
YIL047C	33.5
YIL048W	34.5
YIL049W	27.6
YIL050W	40.8
YIL051C	1813.5
YIL052C	2173.9
YIL053W	2232.9
YIL054W	25.9
YIL055C	8.7
YIL056W	23.7
YIL057C	1
YIL060W	96.1
YIL061C	23.3
YIL062C	256
YIL063C	71.6
YIL064W	45.3
YIL065C	55.7
YIL066C	17.6
YIL067C	19.5
YIL068C	32.3
YIL069C	2460
YIL070C	190.8
YIL071C	10.5
YIL072W	1.2
YIL073C	0.6
YIL074C	143.1
YIL075C	244.5
YIL076W	322.4
YIL077C	16.1
YIL078W	694.2
YIL079C	26.6
YIL083C	78.5
YIL084C	21
YIL085C	31
YIL087C	28.3
YIL088C	88.6
YIL089W	4
YIL090W	47.4
YIL091C	38.6
YIL092W	5.9
YIL093C	53.4
YIL094C	288.3
YIL095W	21.4
YIL096C	30
YIL097W	15.1
YIL098C	58.5
YIL099W	0.5
YIL101C	9.3
YIL102C	1.6
YIL102C-A	16.4
YIL103W	38.6
