# Created by: riboviz
# Date: 2025-10-03 21:18:20.670599
# File: /panfs/accrepfs.vampire/home/copea1/riboviz/rscripts/collate_tpms.R
# Version: commit c69a18f5feba3740b5dc9c6bee1fcb94cf3a0b6c date 2025-09-09 22:52:57 GMT
ORF	OTTR_P1_1
YMR096W	8
YMR097C	21.1
YMR098C	15.6
YMR099C	332.2
YMR100W	27.9
YMR101C	1.3
YMR102C	44.9
YMR104C	9.1
YMR105C	37.7
YMR105W-A	0.5
YMR106C	9.2
YMR107W	0.6
YMR108W	332.5
YMR109W	72.4
YMR110C	54.7
YMR111C	7.5
YMR112C	53.9
YMR113W	29.4
YMR114C	8
YMR115W	30.8
YMR116C	2730.3
YMR117C	15.6
YMR118C	0.6
YMR119W	35
YMR120C	238.9
YMR121C	715.9
YMR122W-A	503.2
YMR123W	208.2
YMR124W	16.9
YMR125W	130.2
YMR126C	10.3
YMR127C	8.2
YMR128W	36.9
YMR129W	58.9
YMR130W	59.6
YMR131C	159
YMR132C	24.3
YMR133W	0.7
YMR134W	56.5
YMR135C	16.3
YMR136W	10.2
YMR137C	8.3
YMR138W	11.8
YMR139W	41.2
YMR140W	25
YMR142C	2200.2
YMR143W	2318
YMR144W	29.7
YMR145C	93.3
YMR146C	358.1
YMR147W	13.6
YMR148W	46
YMR149W	240.5
YMR150C	37.9
YMR152W	104.6
YMR153W	44.7
YMR154C	6.2
YMR155W	20.8
YMR156C	13.6
YMR157C	45.2
YMR158C-A	1.4
YMR158W	92.7
YMR159C	5.5
YMR160W	15.9
YMR161W	73.2
YMR162C	17.3
YMR163C	15.4
YMR164C	12.6
YMR165C	14.6
YMR166C	12.3
YMR167W	10.2
YMR168C	11.2
YMR169C	14.9
YMR170C	28.1
YMR171C	28.8
YMR172W	10.1
YMR173W	672.7
YMR174C	7.9
YMR175W	0.4
YMR175W-A	0.5
YMR176W	7.6
YMR177W	18.7
YMR178W	108.5
YMR179W	14
YMR180C	8.7
YMR181C	23.2
YMR182C	3.8
YMR182W-A	0.9
YMR183C	188.7
YMR184W	58
YMR185W	16.3
YMR186W	2780.2
YMR187C	10.7
YMR188C	72.3
YMR189W	92.5
YMR190C	8.2
YMR191W	51.2
YMR192W	27.4
YMR193W	55.4
YMR194C-B	7.4
YMR194W	1503.7
YMR195W	80.9
YMR196W	12.7
YMR197C	74.7
YMR198W	13.4
YMR199W	51.2
YMR200W	153.1
YMR201C	10
YMR202W	621.9
YMR203W	481.8
YMR204C	11.5
YMR205C	787.3
YMR206W	0.5
YMR207C	5.3
YMR208W	99.7
YMR209C	37.1
YMR210W	25
YMR211W	18
YMR212C	54.8
YMR213W	11.3
YMR214W	80.6
YMR215W	228.8
YMR216C	33.6
YMR217W	517.2
YMR218C	18.5
YMR219W	22.7
YMR220W	76.3
YMR221C	68.6
YMR222C	40.5
YMR223W	21.8
YMR224C	12.5
YMR225C	165.7
YMR226C	305.6
YMR227C	15.7
YMR228W	31.4
YMR229C	124
YMR230W	2269.2
YMR230W-A	1089.3
YMR231W	25.9
YMR232W	0.6
YMR233W	26.4
YMR234W	16.1
YMR235C	277.2
YMR236W	71
YMR237W	103
YMR238W	97.2
YMR239C	24.5
YMR240C	14.6
YMR241W	222.2
YMR242C	2666.3
YMR242W-A	1.8
YMR243C	201
YMR244C-A	41.1
YMR244W	0.1
YMR246W	287.7
YMR247C	36.5
YMR247W-A	0
YMR250W	15.4
YMR251W	1.6
YMR251W-A	419
YMR252C	15.5
YMR253C	25.6
YMR255W	40.7
YMR256C	180.9
YMR257C	6.3
YMR258C	31.1
YMR259C	29.2
YMR260C	521
YMR261C	63.3
YMR262W	13.3
YMR263W	36.9
YMR264W	77.8
YMR265C	10.6
YMR266W	79.6
YMR267W	54.6
YMR268C	13.5
YMR269W	27.3
YMR270C	13.9
YMR271C	4.3
YMR272C	167.2
YMR272W-B	0.8
YMR273C	10.8
YMR274C	23.4
YMR275C	25.6
YMR276W	231.5
YMR277W	22.3
YMR278W	41.5
YMR279C	1
YMR280C	1.8
YMR281W	51.1
YMR282C	14.6
YMR283C	13.4
YMR284W	15.6
YMR285C	28.4
YMR286W	76.7
YMR287C	10.5
YMR288W	17.1
YMR289W	37.2
YMR290C	172.1
YMR291W	61
YMR292W	176.4
YMR293C	11.7
YMR294W	7.4
YMR295C	206.7
YMR296C	112.3
YMR297W	311.5
YMR298W	318.9
YMR299C	21.4
YMR300C	131.8
YMR301C	27.9
YMR302C	32.1
YMR303C	1256.5
YMR304W	39.6
YMR305C	340.6
YMR306W	0.7
YMR307W	1398.4
YMR308C	101
YMR309C	304.9
YMR310C	35.7
YMR311C	93.6
YMR312W	73.5
YMR313C	26.8
YMR314W	330.9
YMR315W	194.2
YMR315W-A	0
YMR316C-A	0.7
YMR316W	14.8
YMR317W	33.1
YMR318C	385.4
YMR319C	108.1
YMR321C	115.4
YMR322C	0.5
YMR323W	1
YMR325W	15.1
YNL001W	70.6
YNL002C	163.9
YNL003C	28.8
YNL004W	39.7
YNL005C	59.3
YNL006W	48.6
YNL007C	462.6
YNL008C	32.7
YNL009W	3.1
YNL010W	533.2
YNL011C	18.6
YNL012W	2.3
YNL014W	9.7
YNL015W	168.6
YNL016W	415.1
YNL018C	1
YNL019C	2.6
YNL020C	15.7
YNL021W	29.3
YNL022C	37.5
YNL023C	12.9
YNL024C	8.7
YNL024C-A	134.8
YNL025C	15.3
YNL026W	41.1
YNL027W	28.2
YNL029C	10
YNL030W	1952.3
YNL031C	1652.8
YNL032W	29.1
YNL033W	2.4
YNL034W	0.9
YNL035C	52.5
YNL036W	298
YNL037C	441.5
YNL038W	27.5
YNL039W	21.6
YNL040W	26.5
YNL041C	39.5
YNL042W	7.3
YNL042W-B	167.6
YNL044W	263.4
YNL045W	85.1
YNL046W	18.8
YNL047C	14.6
YNL048W	53.5
YNL049C	41.9
YNL050C	31
YNL051W	45.4
YNL052W	110.7
YNL053W	13.8
YNL054W	15.6
YNL055C	914.6
YNL056W	41.3
YNL058C	59.9
YNL059C	49
YNL061W	105.1
YNL062C	57.1
YNL063W	10
YNL064C	688.7
YNL065W	17.3
YNL066W	286.4
YNL067W	1826
YNL067W-B	694
YNL068C	15.5
YNL069C	2691.1
YNL070W	557.5
YNL071W	370.9
YNL072W	21.6
YNL073W	16.1
YNL074C	47.3
YNL075W	70.4
YNL076W	17.3
YNL077W	16.8
YNL078W	24.6
YNL079C	419.9
YNL080C	21.7
YNL081C	102.3
YNL082W	15.9
YNL083W	10.6
YNL084C	148.4
YNL085W	218.7
YNL086W	17.6
YNL087W	83.9
YNL088W	56.3
YNL090W	62.7
YNL091W	23.9
YNL092W	4.7
YNL093W	1.6
YNL094W	14.5
YNL095C	14.8
YNL096C	1355.2
YNL097C	21.6
YNL097C-B	32.3
YNL098C	175
YNL099C	60.5
YNL100W	49.2
YNL101W	21.4
YNL102W	31.5
YNL103W	25.6
YNL104C	220.5
YNL106C	11.1
YNL107W	24.5
YNL108C	74.8
YNL110C	166.5
YNL111C	194.5
YNL112W	174.6
YNL113W	180.4
YNL115C	42.9
YNL116W	26.3
YNL117W	0.5
YNL118C	61.7
YNL119W	29.7
YNL121C	301.2
YNL122C	88.9
YNL123W	70.9
YNL124W	15.6
YNL125C	8.7
YNL126W	20.7
YNL127W	15.6
YNL128W	3.4
YNL129W	54
YNL130C	181.5
YNL130C-A	0.6
YNL131W	523.6
YNL132W	94.5
YNL133C	16.7
YNL134C	115.1
YNL135C	1130.2
YNL136W	15.1
YNL137C	57.8
YNL138W	324.7
YNL138W-A	29.1
YNL139C	33.3
YNL140C	40.5
YNL141W	122.8
YNL142W	7.7
YNL143C	6.8
YNL144C	2.1
YNL145W	682.8
YNL146C-A	2.6
YNL146W	13.9
YNL147W	229.1
YNL148C	41.6
YNL149C	232.8
YNL151C	68.9
YNL152W	22
YNL153C	110.7
YNL154C	117.4
YNL155W	105.1
YNL156C	52.5
YNL157W	80.3
YNL158W	51.8
YNL159C	39.9
YNL160W	118.8
YNL161W	36.6
YNL162W	2780.8
YNL162W-A	40.9
YNL163C	32.4
YNL164C	19.6
YNL165W	14.1
YNL166C	51.5
YNL167C	22
YNL168C	101.3
YNL169C	38.5
YNL172W	8
YNL173C	31.5
YNL175C	110.8
YNL176C	21.1
YNL177C	74.5
YNL178W	3345.7
YNL180C	60.8
YNL181W	58.2
YNL182C	44.6
YNL183C	30.3
YNL184C	77.5
YNL185C	74.7
YNL186W	34.4
YNL187W	3.1
YNL188W	11.9
YNL189W	252.2
YNL190W	456.1
YNL191W	25.9
YNL192W	45.2
YNL193W	26.3
YNL194C	0.4
YNL195C	2.4
YNL196C	0.1
YNL197C	52.4
YNL199C	27.3
YNL200C	35.8
YNL201C	25.1
YNL202W	2.6
YNL204C	1.2
YNL206C	39.4
YNL207W	65.6
YNL208W	412.2
YNL209W	2623.7
YNL210W	0.3
YNL211C	11
YNL212W	50.5
YNL213C	14.4
YNL214W	33.6
YNL215W	31.1
YNL216W	58.4
YNL217W	64.6
YNL218W	12
YNL219C	111.8
YNL220W	301.8
YNL221C	17.8
YNL222W	49.6
YNL223W	13.1
YNL224C	9.7
YNL225C	21.8
YNL227C	17.4
YNL229C	77.8
YNL230C	7.8
YNL231C	211
YNL232W	45.2
YNL233W	18.9
YNL234W	7.2
YNL236W	27.5
YNL237W	15.7
YNL238W	30
YNL239W	168
YNL240C	16.1
YNL241C	187
YNL242W	10.3
YNL243W	81.3
YNL244C	605.9
YNL245C	26.2
YNL246W	44.8
YNL247W	197.3
YNL248C	135.7
YNL249C	9.1
YNL250W	13.5
YNL251C	70.6
YNL252C	53.9
YNL253W	30.1
YNL254C	6.9
YNL255C	667.9
YNL256W	32.3
YNL257C	15.1
YNL258C	39.3
YNL259C	201.6
YNL260C	65.2
YNL261W	23.6
YNL262W	22.5
YNL263C	126.5
YNL264C	63.1
YNL265C	51.6
YNL267W	24.9
YNL268W	144.8
YNL269W	0.3
YNL270C	2.3
YNL271C	21.8
YNL272C	34.7
YNL273W	13.8
YNL274C	22.6
YNL275W	15.3
YNL277W	7.5
YNL277W-A	2.1
YNL278W	14.2
YNL279W	1.3
YNL280C	128.4
YNL281W	385
YNL282W	51.4
YNL283C	28.2
YNL284C	59.2
YNL286W	15.7
YNL287W	236.8
YNL288W	47.9
YNL289W	80.6
YNL290W	56.1
YNL291C	31.1
YNL292W	43.7
YNL293W	12.7
YNL294C	10.8
YNL295W	12.4
YNL297C	34.4
YNL298W	19.2
YNL299W	12.6
YNL300W	214.9
YNL301C	1119.3
YNL302C	2335.2
YNL304W	14.1
YNL305C	50.1
YNL306W	100.2
YNL307C	168.1
YNL308C	67.2
YNL309W	18.6
YNL310C	51.6
YNL311C	15.8
YNL312W	133.5
YNL313C	50.7
YNL314W	7.5
YNL315C	59.1
YNL316C	25.9
YNL317W	20.2
YNL318C	0
YNL320W	57.2
YNL321W	28.9
YNL322C	196.9
YNL323W	94.8
YNL325C	14.9
YNL326C	19.6
YNL327W	224.2
YNL328C	7.2
YNL329C	10.9
YNL330C	54.8
YNL331C	2
YNL332W	1.9
YNL333W	9.4
YNL334C	5.2
YNL335W	1.4
YNL336W	67.2
YNL339C	1.2
YNR001C	138.8
YNR002C	1.1
YNR003C	54.3
YNR004W	8.7
YNR006W	27.8
YNR007C	21.9
YNR008W	45.6
YNR009W	34
YNR010W	37.5
YNR011C	15.9
YNR012W	25.8
YNR013C	53.2
YNR014W	5.3
YNR015W	26.4
YNR016C	267.3
YNR017W	155
YNR018W	131
YNR019W	91.5
YNR020C	21.5
YNR021W	362.9
YNR022C	87.2
YNR023W	21.4
YNR024W	20.8
YNR026C	48
YNR027W	20.5
YNR028W	58.8
YNR029C	26.3
YNR030W	90.6
YNR031C	20.6
YNR032C-A	75.7
YNR032W	20.8
YNR033W	34.1
YNR034W	33.9
YNR034W-A	4.7
YNR035C	210
YNR036C	130.9
YNR037C	137.7
YNR038W	48.9
YNR039C	24.9
YNR040W	34.1
YNR041C	36.8
YNR043W	254.6
YNR044W	20.3
YNR045W	15.7
YNR046W	125.5
YNR047W	21.2
YNR048W	16.3
YNR049C	25
YNR050C	199.7
YNR051C	78.5
YNR052C	64
YNR053C	76.8
YNR054C	39.1
YNR055C	27.7
YNR056C	0.8
YNR057C	4.3
YNR058W	0.8
YNR059W	5.1
YNR060W	8.2
YNR061C	144.2
YNR062C	1
YNR063W	5.5
YNR064C	1.9
YNR065C	3.1
YNR066C	4.1
YNR067C	153
YNR068C	1.4
YNR069C	1.4
YNR070W	0.6
YNR071C	0.5
YNR072W	0.2
YNR073C	3.6
YNR074C	32.5
YNR075C-A	4.5
YNR075W	14.3
YNR076W	6.4
YNR077C	2.5
YOL001W	8.7
YOL002C	83.8
YOL003C	33
YOL004W	56.5
YOL005C	147.5
YOL006C	38.9
YOL007C	71.1
YOL008W	43.8
YOL009C	13.8
YOL010W	52.7
YOL011W	18.2
YOL012C	164.2
YOL013C	33
YOL013W-A	214.9
YOL014W	8.3
YOL015W	0.4
YOL016C	51.8
YOL017W	14.9
YOL018C	30.9
YOL019W	56.6
YOL019W-A	3.7
YOL020W	53
YOL021C	53.5
YOL022C	72.6
YOL023W	8.8
YOL024W	4.2
YOL025W	27.9
YOL026C	65.9
YOL027C	73.5
YOL028C	14.3
YOL029C	1.7
YOL030W	240.3
YOL031C	36.2
YOL032W	36
YOL033W	13
YOL034W	8.6
YOL036W	19.5
YOL038C-A	11.4
YOL038W	225.8
YOL039W	2375
YOL040C	2815.5
YOL041C	111.3
YOL042W	26
YOL043C	4.7
YOL044W	18.2
YOL045W	23.7
YOL047C	0.8
YOL048C	20.1
YOL049W	131.7
YOL051W	36.7
YOL052C	52.8
YOL052C-A	11.3
YOL053W	13.4
YOL054W	15.8
YOL055C	13
YOL056W	61.1
YOL057W	94.2
YOL058W	71
YOL059W	135.7
YOL060C	47.1
YOL061W	123.7
YOL062C	32.4
YOL063C	13.6
YOL064C	101.3
YOL065C	29.2
YOL066C	14.9
YOL067C	24.1
YOL068C	20.1
YOL069W	20.2
YOL070C	51.3
YOL071W	53.9
YOL072W	14.8
YOL073C	32.6
YOL075C	9.1
YOL076W	66.8
YOL077C	194.6
YOL077W-A	169.8
YOL078W	8.8
YOL080C	34.8
YOL081W	17.1
YOL082W	44.6
YOL083W	7.8
YOL084W	0.6
YOL086C	6825.1
YOL086W-A	16.8
YOL087C	17.5
YOL088C	98
YOL089C	15.4
YOL090W	58.3
YOL091W	12.7
YOL092W	178.5
YOL093W	37.4
YOL094C	53.2
YOL095C	9.1
YOL096C	30.3
YOL097C	261.9
YOL097W-A	4.3
YOL098C	79
YOL100W	12.6
YOL101C	17.2
YOL102C	41.4
YOL103W	38.6
YOL104C	1.5
YOL105C	7
YOL107W	46.1
YOL108C	14.9
YOL109W	1556
YOL110W	6.6
YOL111C	111.9
YOL112W	7.6
YOL113W	4.9
YOL114C	5.3
YOL115W	25.2
YOL116W	19.1
YOL117W	8.4
YOL119C	52.6
YOL120C	3023.6
YOL121C	1953.8
YOL122C	47
YOL123W	177.9
YOL124C	49.3
YOL125W	16.9
YOL126C	82.2
YOL127W	3568.5
YOL128C	11.5
YOL129W	187.9
YOL130W	20.6
YOL131W	0.3
YOL132W	0.7
YOL133W	91.7
YOL135C	24.1
YOL136C	34.9
YOL137W	31.5
YOL138C	8.4
YOL139C	919.7
YOL140W	13
YOL141W	15
YOL142W	74.5
YOL143C	382.8
YOL144W	26.5
YOL145C	63.9
YOL146W	53
YOL147C	72.1
YOL148C	24.3
YOL149W	120.3
YOL151W	217.3
YOL152W	20.6
YOL154W	3.3
YOL155C	33.8
YOL155W-A	5.5
YOL156W	1.6
YOL157C	3.5
YOL158C	199.6
YOL159C	40.8
YOL159C-A	26.6
YOL161C	4.6
YOL162W	0.2
YOL163W	0.4
YOL164W	2
YOL164W-A	0.5
YOL165C	3.1
YOL166W-A	1.2
YOR001W	49
YOR002W	76.2
YOR003W	3.7
YOR004W	72
YOR005C	4.4
YOR006C	38.8
YOR007C	635.2
YOR008C	66.3
YOR008C-A	0
YOR009W	92
YOR010C	24.6
YOR011W	23.6
YOR011W-A	1.5
YOR012W	9.8
YOR014W	71.9
YOR016C	125.9
YOR017W	11.3
YOR018W	16.4
YOR019W	1.4
YOR020C	957
YOR020W-A	97.6
YOR021C	226.9
YOR022C	12.5
YOR023C	22.8
YOR025W	35.5
YOR026W	17.6
YOR027W	660.5
YOR028C	13.4
YOR030W	9
YOR032C	0.6
YOR032W-A	0
YOR033C	11.2
YOR034C	20.3
YOR034C-A	21.5
YOR035C	25.1
YOR036W	23.4
YOR037W	22
YOR038C	22.8
YOR039W	113.5
YOR040W	14.4
YOR042W	67.8
YOR043W	55.9
YOR044W	21.3
YOR045W	438.2
YOR046C	220.6
YOR047C	25.7
YOR048C	56.3
YOR049C	34.3
YOR051C	133.2
YOR052C	120.7
YOR054C	12.2
YOR056C	49.2
YOR057W	45
YOR058C	22.2
YOR059C	17.1
YOR060C	7.9
YOR061W	119.8
YOR062C	8
YOR063W	3048.9
YOR064C	15.2
YOR065W	25.8
YOR066W	19.7
YOR067C	74.1
YOR068C	0
YOR069W	29.6
YOR070C	19.3
YOR071C	13.6
YOR072W-B	238.6
YOR073W	10.6
YOR074C	68.3
YOR075W	40.7
YOR076C	23.9
YOR077W	18.1
YOR078W	46.4
YOR079C	71.8
YOR080W	7.7
YOR081C	19.6
YOR083W	7.2
YOR084W	2.7
YOR085W	200
YOR086C	75.6
YOR087W	46.7
YOR089C	117.1
YOR090C	37.7
YOR091W	87.9
YOR092W	24.5
YOR093C	12.9
YOR094W	49.4
YOR095C	111.8
YOR096W	2663.9
YOR097C	30.6
YOR098C	36.9
YOR099W	313.9
YOR100C	0.8
YOR101W	70.1
YOR103C	217.6
YOR104W	26.4
YOR105W	40.1
YOR106W	16.3
YOR107W	0.5
YOR108W	89.7
YOR109W	54.4
YOR110W	28.1
YOR111W	39
YOR112W	33.7
YOR113W	14.8
YOR114W	9.8
YOR115C	46.4
YOR116C	53
YOR117W	190.2
YOR118W	23.5
YOR119C	31
YOR120W	4.7
YOR122C	751.6
YOR123C	54
YOR124C	48.3
YOR125C	55.6
YOR126C	43.5
YOR127W	14
YOR128C	125.4
YOR129C	5.9
YOR130C	23.8
YOR131C	60.5
YOR132W	44
YOR133W	2811.9
YOR134W	0.6
YOR136W	781
YOR137C	4.6
YOR138C	27.9
YOR140W	16.6
YOR141C	29.1
YOR142W	253.2
YOR143C	41.6
YOR144C	11.3
YOR145C	134.3
YOR147W	18.3
YOR148C	12.4
YOR149C	21.2
YOR150W	97.4
YOR151C	156
YOR152C	15.3
YOR153W	1479.3
YOR154W	10.2
YOR155C	46.1
YOR156C	11.9
YOR157C	274
YOR158W	67
YOR159C	84.7
YOR160W	29.1
YOR161C	17.6
YOR161C-C	3.2
YOR162C	7.6
YOR163W	92.8
YOR164C	220.8
YOR165W	88.1
YOR166C	15.9
YOR167C	1905.6
YOR168W	301.6
YOR171C	45.4
YOR172W	7.2
YOR173W	7.7
YOR174W	20.9
YOR175C	127.9
YOR176W	102.4
YOR177C	1.6
YOR178C	0.5
YOR179C	24.4
YOR180C	1.6
YOR181W	27.3
YOR182C	2529.9
YOR183W	113.5
YOR184W	362.6
YOR185C	88.9
YOR186W	0.3
YOR187W	261.5
YOR188W	19.5
YOR189W	43
YOR190W	0.5
YOR191W	12.7
YOR192C	2.4
YOR192C-C	580.5
YOR193W	9.3
YOR194C	65
YOR195W	33.5
YOR196C	22.9
YOR197W	175.3
YOR198C	464.7
YOR201C	26.5
YOR202W	68.5
YOR204W	408.8
YOR205C	11.3
YOR206W	104.7
YOR207C	56.7
YOR208W	8.6
YOR209C	192.6
YOR210W	337.4
YOR211C	35.9
YOR212W	59.1
YOR213C	20.6
YOR214C	0.2
YOR215C	81
YOR216C	40
YOR217W	45.8
YOR219C	24.4
YOR220W	68
YOR221C	69.1
YOR222W	32.6
YOR223W	18.4
YOR224C	280.7
YOR226C	147.4
YOR227W	12.2
YOR228C	7.8
YOR229W	24.4
YOR230W	369.3
YOR231W	12.9
YOR232W	358.4
YOR233W	22
YOR234C	1563.4
YOR236W	48.3
YOR237W	24.6
YOR238W	31.5
YOR239W	112.2
YOR241W	57.4
YOR242C	0.4
YOR243C	78
YOR244W	26.3
YOR245C	36.5
YOR246C	33
YOR247W	628
YOR249C	13.5
YOR250C	31.9
YOR251C	73.3
YOR252W	89.2
YOR253W	191.8
YOR254C	237.5
YOR255W	0.4
YOR256C	27.3
YOR257W	50.6
YOR258W	22.3
YOR259C	185.4
YOR260W	116.1
YOR261C	321.4
YOR262W	36.5
YOR264W	47.4
YOR265W	157.6
YOR266W	16.6
YOR267C	40
YOR268C	0.3
YOR269W	9
YOR270C	356.8
YOR271C	151.3
YOR272W	100.5
YOR273C	11.7
YOR274W	23.6
YOR275C	19.6
YOR276W	571.9
YOR278W	25.7
YOR279C	14
YOR280C	56.7
YOR281C	72.7
YOR283W	106.9
YOR284W	15.7
YOR285W	430.1
YOR286W	202.4
YOR287C	29.7
YOR288C	46.2
YOR289W	31.1
YOR290C	27.4
YOR291W	17
YOR292C	22.4
YOR293C-A	0.6
YOR293W	3033.8
YOR294W	116.3
YOR295W	12.4
YOR296W	8.9
YOR297C	58.1
YOR298C-A	882.6
YOR298W	0.3
YOR299W	24.6
YOR301W	31.1
YOR302W	164
YOR303W	52.4
YOR304C-A	23.8
YOR304W	21.7
YOR305W	20.8
YOR306C	24.3
YOR307C	30
YOR308C	15.7
YOR310C	404.2
YOR311C	83
YOR312C	2932.4
YOR313C	1.3
YOR315W	71.9
YOR316C	93.5
YOR316C-A	18
YOR317W	117.1
YOR319W	24.1
YOR320C	70.7
YOR321W	54
YOR322C	21.5
YOR323C	273
YOR324C	8.6
YOR326W	85.5
YOR327C	231
YOR328W	1.5
YOR329C	20.8
YOR330C	12.8
YOR332W	809.8
YOR334W	10.7
YOR335C	410.5
YOR336W	34.6
YOR337W	10.7
YOR338W	2
YOR339C	0.5
YOR340C	120.6
YOR341W	140.8
YOR342C	44.9
YOR344C	85.7
YOR346W	15.7
YOR347C	23.9
YOR348C	0.5
YOR349W	7.1
YOR350C	10.2
YOR351C	0.5
YOR352W	26.8
YOR353C	19
YOR354C	47.3
YOR355W	78.8
YOR356W	24.2
YOR357C	90.7
YOR358W	9.7
YOR359W	28.6
YOR360C	48
YOR361C	272.3
YOR362C	249.5
YOR363C	7.2
YOR365C	0.6
YOR367W	76.5
YOR368W	19.3
YOR369C	2774.6
YOR370C	61.6
YOR371C	18.3
YOR372C	27.1
YOR373W	16.4
YOR374W	93.8
YOR375C	379.3
YOR376W-A	2.5
YOR377W	26.1
YOR378W	2.3
YOR380W	3.7
YOR381W	4
YOR381W-A	2.9
YOR382W	1787.5
YOR383C	1646.5
YOR384W	17.8
YOR385W	18.7
YOR386W	14
YOR387C	0.6
YOR388C	0.5
YOR389W	6.8
YOR390W	31.4
YOR391C	0.5
YOR393W	1.1
YOR394C-A	2.3
YOR394W	15.4
YOR396W	1.7
YPL001W	39
YPL002C	23.2
YPL003W	13.7
YPL004C	363.8
YPL005W	4.7
YPL006W	33.5
YPL007C	22.6
YPL008W	10.1
YPL009C	57.2
YPL010W	356.7
YPL011C	26.9
YPL012W	90.4
YPL013C	79.6
YPL014W	11.2
YPL015C	21.5
YPL016W	29.1
YPL017C	2.3
YPL018W	13.5
YPL019C	259.9
YPL020C	21.1
YPL021W	0.8
YPL022W	10.7
YPL023C	43.9
YPL024W	7.8
YPL026C	29.9
YPL027W	0.5
YPL028W	494.1
YPL029W	13
YPL030W	35.1
YPL031C	60.5
YPL032C	84.3
YPL033C	0.6
YPL034W	12.4
YPL036W	110.4
YPL037C	1469.1
YPL038W	19.1
YPL038W-A	19.3
YPL039W	14.3
YPL040C	10.7
YPL041C	21.2
YPL042C	9.1
YPL043W	53.7
YPL045W	20
YPL046C	24.1
YPL047W	27.7
YPL048W	350.6
YPL049C	36.5
YPL050C	146.4
YPL051W	27.2
YPL052W	13
YPL053C	94.7
YPL054W	2
YPL055C	24.6
YPL056C	3.2
YPL057C	48.2
YPL058C	11.3
YPL059W	162
YPL060W	10.6
YPL061W	1904.9
YPL063W	157.8
YPL064C	17.3
YPL065W	36.7
YPL066W	15.3
YPL067C	25.2
YPL068C	24.5
YPL069C	22.7
YPL070W	24.5
YPL071C	16.2
YPL072W	10.1
YPL074W	13
YPL075W	15.1
YPL076W	19
YPL077C	8.9
YPL078C	242.4
YPL079W	2169.5
YPL081W	740.5
YPL082C	24
YPL083C	18.8
YPL084W	51.6
YPL085W	47.5
YPL086C	70.2
YPL087W	79.3
YPL088W	8.7
YPL089C	12.6
YPL090C	2884.4
YPL091W	193.8
YPL092W	45.8
YPL093W	146.9
YPL094C	163.2
YPL095C	7
YPL096C-A	26.6
YPL096W	33.9
YPL097W	21.3
YPL098C	131.7
YPL099C	35
YPL100W	25.4
YPL101W	43.8
YPL103C	20
YPL104W	15.4
YPL105C	31.9
YPL106C	1394
YPL107W	14.3
YPL108W	14.9
YPL109C	7.4
YPL110C	19.1
YPL111W	114.5
YPL112C	65.8
YPL113C	10.7
YPL115C	25.1
YPL116W	27.2
YPL117C	195.4
YPL118W	91
YPL119C	8
YPL119C-A	3.2
YPL120W	16.6
YPL121C	0.2
YPL122C	28.4
YPL123C	24.4
YPL124W	12.7
YPL125W	38.9
YPL126W	93.5
YPL127C	156.1
YPL128C	36.4
YPL129W	132.3
YPL130W	0.7
YPL131W	2950.5
YPL132W	28.8
YPL133C	8.4
YPL134C	13.3
YPL135W	162.6
YPL137C	26.3
YPL138C	14.3
YPL139C	33.6
YPL140C	11.2
YPL141C	17.2
YPL143W	2507.7
YPL144W	53.6
YPL145C	259.6
YPL146C	62.1
YPL147W	2.9
YPL148C	5.1
YPL149W	14.6
YPL150W	11.8
YPL151C	15.9
YPL152W	29.4
YPL152W-A	4.3
YPL153C	11.8
YPL154C	671.1
YPL155C	15.3
YPL156C	58.3
YPL157W	20.2
YPL158C	32.8
YPL159C	38
YPL160W	442.8
YPL161C	24.1
YPL162C	21.9
YPL163C	287.8
YPL164C	4.3
YPL165C	0.9
YPL166W	18.1
YPL167C	1.8
YPL168W	11.1
YPL169C	61.7
YPL170W	50.6
YPL171C	1.1
YPL172C	23.2
YPL173W	45.8
YPL174C	3.3
YPL175W	15.5
YPL176C	32.9
YPL177C	50.7
YPL178W	143.2
YPL179W	37.6
YPL180W	17.5
YPL181W	21
YPL183C	36.2
YPL183W-A	85.1
YPL184C	63.4
YPL186C	2.1
YPL187W	0.2
YPL188W	30.8
YPL189C-A	34.4
YPL189W	1.1
YPL190C	62.3
YPL191C	17.7
YPL192C	1.1
YPL193W	15.8
YPL194W	10
YPL195W	63.1
YPL196W	31.9
YPL198W	2469.2
YPL199C	105.8
YPL200W	0.2
YPL201C	0.3
YPL202C	26.3
YPL203W	39.4
YPL204W	70.4
YPL206C	82.3
YPL207W	45.7
YPL208W	37.9
YPL209C	9.4
YPL210C	116.5
YPL211W	233.9
YPL212C	65.1
YPL213W	23.2
YPL214C	14.2
YPL215W	64.9
YPL216W	4.5
YPL217C	43.1
YPL218W	690.2
YPL219W	12.4
YPL220W	3154.1
YPL221W	45.8
YPL222W	4.8
YPL223C	1.8
YPL224C	24.6
YPL225W	572.1
YPL226W	237.2
YPL227C	68.3
YPL228W	50.7
YPL229W	17
YPL230W	1.1
YPL231W	392.6
YPL232W	72.4
YPL233W	18.3
YPL234C	456.3
YPL235W	121.7
YPL236C	14.4
YPL237W	320.1
YPL239W	107.1
YPL240C	1034.2
YPL241C	31.9
YPL242C	20.7
YPL243W	104.2
YPL244C	29.6
YPL245W	25.1
YPL246C	143.5
YPL247C	9.8
YPL248C	0
YPL249C	26.9
