# Created by: riboviz
# Date: 2026-03-12 11:46:19.396859
# File: /panfs/accrepfs.vampire/home/copea1/riboviz/rscripts/generate_stats_figs.R
# Version: commit 03b0bd34ede443b51056ae76c0163ac8fc3b4ac5 date 2025-10-21 14:29:00 GMT
ReadLen	Pos	Counts
12	24	0
13	24	0
14	24	0
15	24	0
16	24	0
17	24	0
18	24	2
19	24	4
20	24	2
21	24	7
22	24	6
23	24	20
24	24	19
25	24	40
26	24	54
27	24	126
28	24	171
29	24	1428
30	24	4093
31	24	6278
32	24	4496
33	24	1295
34	24	209
35	24	32
36	24	14
37	24	3
38	24	3
39	24	0
40	24	0
41	24	0
42	24	0
43	24	0
44	24	0
45	24	0
46	24	0
47	24	0
48	24	0
49	24	0
50	24	0
10	25	0
11	25	0
12	25	0
13	25	0
14	25	0
15	25	1
16	25	6
17	25	1
18	25	1
19	25	3
20	25	2
21	25	1
22	25	5
23	25	7
24	25	23
25	25	25
26	25	50
27	25	66
28	25	316
29	25	1345
30	25	2706
31	25	2457
32	25	963
33	25	339
34	25	147
35	25	14
36	25	4
37	25	1
38	25	0
39	25	0
40	25	0
41	25	0
42	25	0
43	25	0
44	25	0
45	25	0
46	25	0
47	25	0
48	25	0
49	25	0
50	25	0
10	26	0
11	26	0
12	26	0
13	26	0
14	26	0
15	26	0
16	26	0
17	26	2
18	26	2
19	26	1
20	26	2
21	26	4
22	26	4
23	26	13
24	26	21
25	26	27
26	26	49
27	26	86
28	26	159
29	26	350
30	26	998
31	26	1534
32	26	2110
33	26	1490
34	26	448
35	26	77
36	26	7
37	26	2
38	26	0
39	26	0
40	26	0
41	26	0
42	26	0
43	26	0
44	26	0
45	26	0
46	26	0
47	26	0
48	26	0
49	26	0
50	26	0
10	27	0
11	27	0
12	27	0
13	27	0
14	27	0
15	27	2
16	27	0
17	27	4
18	27	2
19	27	5
20	27	2
21	27	3
22	27	6
23	27	6
24	27	19
25	27	57
26	27	53
27	27	98
28	27	159
29	27	1264
30	27	3394
31	27	5859
32	27	5158
33	27	1505
34	27	192
35	27	23
36	27	8
37	27	7
38	27	1
39	27	0
40	27	0
41	27	0
42	27	0
43	27	0
44	27	0
45	27	0
46	27	0
47	27	0
48	27	0
49	27	0
50	27	0
10	28	0
11	28	0
12	28	0
13	28	0
14	28	0
15	28	0
16	28	0
17	28	1
18	28	8
19	28	5
20	28	2
21	28	3
22	28	2
23	28	13
24	28	25
25	28	31
26	28	51
27	28	71
28	28	388
29	28	1526
30	28	3647
31	28	2853
32	28	900
33	28	351
34	28	170
35	28	23
36	28	8
37	28	1
38	28	0
39	28	0
40	28	0
41	28	0
42	28	0
43	28	0
44	28	0
45	28	0
46	28	0
47	28	0
48	28	0
49	28	0
50	28	0
10	29	0
11	29	0
12	29	0
13	29	0
14	29	0
15	29	2
16	29	2
17	29	2
18	29	1
19	29	1
20	29	1
21	29	0
22	29	4
23	29	6
24	29	18
25	29	23
26	29	43
27	29	72
28	29	163
29	29	417
30	29	1375
31	29	1959
32	29	2743
33	29	1718
34	29	424
35	29	54
36	29	12
37	29	3
38	29	0
39	29	1
40	29	0
41	29	0
42	29	0
43	29	0
44	29	0
45	29	0
46	29	0
47	29	0
48	29	0
49	29	0
50	29	0
10	30	0
11	30	0
12	30	0
13	30	0
14	30	0
15	30	0
16	30	1
17	30	1
18	30	1
19	30	2
20	30	4
21	30	5
22	30	10
23	30	16
24	30	25
25	30	32
26	30	56
27	30	91
28	30	134
29	30	1526
30	30	3601
31	30	6176
32	30	4421
33	30	1301
34	30	167
35	30	33
36	30	16
37	30	2
38	30	2
39	30	0
40	30	1
41	30	0
42	30	0
43	30	0
44	30	0
45	30	0
46	30	0
47	30	0
48	30	0
49	30	0
50	30	0
10	31	0
11	31	0
12	31	0
13	31	0
14	31	0
15	31	1
16	31	0
17	31	1
18	31	5
19	31	0
20	31	2
21	31	3
22	31	10
23	31	9
24	31	16
25	31	33
26	31	36
27	31	59
28	31	436
29	31	1587
30	31	3392
31	31	2626
32	31	1060
33	31	410
34	31	228
35	31	50
36	31	11
37	31	2
38	31	0
39	31	0
40	31	1
41	31	0
42	31	0
43	31	0
44	31	0
45	31	0
46	31	0
47	31	0
48	31	0
49	31	0
50	31	0
10	32	0
11	32	0
12	32	0
13	32	0
14	32	0
15	32	0
16	32	0
17	32	0
18	32	2
19	32	1
20	32	3
21	32	5
22	32	7
23	32	9
24	32	12
25	32	19
26	32	47
27	32	79
28	32	202
29	32	435
30	32	1095
31	32	1654
32	32	2089
33	32	1464
34	32	443
35	32	65
36	32	14
37	32	8
38	32	1
39	32	1
40	32	0
41	32	0
42	32	0
43	32	0
44	32	0
45	32	0
46	32	0
47	32	0
48	32	0
49	32	0
50	32	0
10	33	0
11	33	0
12	33	0
13	33	0
14	33	0
15	33	0
16	33	1
17	33	0
18	33	0
19	33	1
20	33	1
21	33	5
22	33	11
23	33	10
24	33	25
25	33	37
26	33	52
27	33	74
28	33	153
29	33	1274
30	33	3065
31	33	5276
32	33	4018
33	33	1197
34	33	197
35	33	42
36	33	10
37	33	4
38	33	2
39	33	1
40	33	0
41	33	0
42	33	0
43	33	0
44	33	0
45	33	0
46	33	0
47	33	0
48	33	0
49	33	0
50	33	0
10	34	0
11	34	0
12	34	0
13	34	0
14	34	0
15	34	0
16	34	0
17	34	0
18	34	0
19	34	2
20	34	3
21	34	3
22	34	10
23	34	13
24	34	22
25	34	39
26	34	41
27	34	82
28	34	346
29	34	1698
30	34	3508
31	34	2942
32	34	1354
33	34	425
34	34	164
35	34	39
36	34	8
37	34	4
38	34	1
39	34	0
40	34	0
41	34	0
42	34	0
43	34	0
44	34	0
45	34	0
46	34	0
47	34	0
48	34	0
49	34	0
50	34	0
10	35	0
11	35	0
12	35	0
13	35	0
14	35	0
15	35	0
16	35	0
17	35	3
18	35	1
19	35	0
20	35	4
21	35	6
22	35	0
23	35	10
24	35	20
25	35	18
26	35	50
27	35	78
28	35	189
29	35	382
30	35	1261
31	35	1987
32	35	2385
33	35	1543
34	35	347
35	35	58
36	35	11
37	35	1
38	35	4
39	35	0
40	35	0
41	35	0
42	35	0
43	35	0
44	35	0
45	35	0
46	35	0
47	35	0
48	35	0
49	35	0
50	35	0
10	36	0
11	36	0
12	36	0
13	36	0
14	36	0
15	36	1
16	36	2
17	36	1
18	36	0
19	36	1
20	36	1
21	36	4
22	36	2
23	36	7
24	36	19
25	36	23
26	36	42
27	36	89
28	36	137
29	36	1221
30	36	3792
31	36	6119
32	36	4964
33	36	2545
34	36	248
35	36	58
36	36	15
37	36	7
38	36	0
39	36	0
40	36	0
41	36	0
42	36	0
43	36	0
44	36	0
45	36	0
46	36	0
47	36	0
48	36	0
49	36	0
50	36	0
10	37	0
11	37	0
12	37	0
13	37	0
14	37	0
15	37	3
16	37	0
17	37	2
18	37	1
19	37	2
20	37	2
21	37	1
22	37	9
23	37	11
24	37	16
25	37	29
26	37	44
27	37	49
28	37	350
29	37	1910
30	37	3807
31	37	3060
32	37	1117
33	37	489
34	37	192
35	37	46
36	37	8
37	37	0
38	37	0
39	37	0
40	37	0
41	37	0
42	37	0
43	37	0
44	37	0
45	37	0
46	37	0
47	37	0
48	37	0
49	37	0
50	37	0
10	38	0
11	38	0
12	38	0
13	38	0
14	38	0
15	38	0
16	38	2
17	38	5
18	38	1
19	38	1
20	38	4
21	38	5
22	38	6
23	38	3
24	38	15
25	38	19
26	38	63
27	38	93
28	38	218
29	38	456
30	38	1323
31	38	2288
32	38	2797
33	38	1829
34	38	464
35	38	107
36	38	16
37	38	3
38	38	3
39	38	2
40	38	2
41	38	0
42	38	0
43	38	0
44	38	0
45	38	0
46	38	0
47	38	0
48	38	0
49	38	0
50	38	0
10	39	0
11	39	0
12	39	0
13	39	0
14	39	0
15	39	0
16	39	1
17	39	2
18	39	0
19	39	3
20	39	2
21	39	4
22	39	7
23	39	9
24	39	14
25	39	33
26	39	76
27	39	76
28	39	175
29	39	1503
30	39	4270
31	39	7305
32	39	5371
33	39	1873
34	39	380
35	39	38
36	39	18
37	39	2
38	39	2
39	39	0
40	39	0
41	39	0
42	39	0
43	39	0
44	39	0
45	39	0
46	39	0
47	39	0
48	39	0
49	39	0
50	39	0
10	40	0
11	40	0
12	40	0
13	40	0
14	40	0
15	40	2
16	40	0
17	40	3
18	40	3
19	40	7
20	40	6
21	40	3
22	40	7
23	40	11
24	40	34
25	40	37
26	40	56
27	40	74
28	40	364
29	40	1741
30	40	3992
31	40	3244
32	40	1227
33	40	535
34	40	237
35	40	44
36	40	5
37	40	1
38	40	0
39	40	0
40	40	0
41	40	0
42	40	0
43	40	0
44	40	0
45	40	0
46	40	0
47	40	0
48	40	0
49	40	0
50	40	0
10	41	0
11	41	0
12	41	0
13	41	0
14	41	0
15	41	1
16	41	0
17	41	0
18	41	7
19	41	5
20	41	4
21	41	2
22	41	4
23	41	8
24	41	19
25	41	30
26	41	38
27	41	68
28	41	194
29	41	475
30	41	1175
31	41	1820
32	41	2360
33	41	1801
34	41	451
35	41	57
36	41	12
37	41	2
38	41	0
39	41	1
40	41	0
41	41	0
42	41	0
43	41	0
44	41	0
45	41	0
46	41	0
47	41	0
48	41	0
49	41	0
50	41	0
10	42	0
11	42	0
12	42	0
13	42	0
14	42	0
15	42	1
16	42	0
17	42	2
18	42	1
19	42	1
20	42	6
21	42	6
22	42	11
23	42	7
24	42	32
25	42	44
26	42	69
27	42	85
28	42	162
29	42	1250
30	42	3974
31	42	6124
32	42	4857
33	42	1738
34	42	377
35	42	82
36	42	22
37	42	5
38	42	4
39	42	0
40	42	0
41	42	0
42	42	0
43	42	0
44	42	0
45	42	0
46	42	0
47	42	0
48	42	0
49	42	0
50	42	0
10	43	0
11	43	0
12	43	0
13	43	0
14	43	0
15	43	1
16	43	4
17	43	1
18	43	0
19	43	1
20	43	2
21	43	8
22	43	11
23	43	12
24	43	24
25	43	30
26	43	54
27	43	68
28	43	366
29	43	1837
30	43	3764
31	43	3767
32	43	1457
33	43	560
34	43	351
35	43	59
36	43	4
37	43	1
38	43	1
39	43	1
40	43	0
41	43	0
42	43	0
43	43	0
44	43	0
45	43	0
46	43	0
47	43	0
48	43	0
49	43	0
50	43	0
10	44	0
11	44	0
12	44	0
13	44	0
14	44	0
15	44	0
16	44	2
17	44	0
18	44	1
19	44	1
20	44	5
21	44	0
22	44	3
23	44	9
24	44	26
25	44	26
26	44	44
27	44	74
28	44	257
29	44	503
30	44	1412
31	44	2119
32	44	2473
33	44	2135
34	44	487
35	44	102
36	44	17
37	44	4
38	44	1
39	44	1
40	44	1
41	44	0
42	44	0
43	44	0
44	44	0
45	44	0
46	44	0
47	44	0
48	44	0
49	44	0
50	44	0
10	45	0
11	45	0
12	45	0
13	45	0
14	45	0
15	45	0
16	45	1
17	45	1
18	45	2
19	45	4
20	45	7
21	45	1
22	45	3
23	45	12
24	45	23
25	45	43
26	45	78
27	45	110
28	45	159
29	45	1415
30	45	3882
31	45	6073
32	45	5290
33	45	2176
34	45	333
35	45	87
36	45	4
37	45	3
38	45	2
39	45	0
40	45	2
41	45	0
42	45	0
43	45	0
44	45	0
45	45	0
46	45	0
47	45	0
48	45	0
49	45	0
50	45	0
10	46	0
11	46	0
12	46	0
13	46	0
14	46	0
15	46	1
16	46	1
17	46	1
18	46	3
19	46	0
20	46	7
21	46	7
22	46	4
23	46	10
24	46	45
25	46	34
26	46	61
27	46	90
28	46	363
29	46	1783
30	46	3793
31	46	3490
32	46	1243
33	46	490
34	46	204
35	46	56
36	46	12
37	46	1
38	46	0
39	46	0
40	46	0
41	46	0
42	46	0
43	46	0
44	46	0
45	46	0
46	46	0
47	46	0
48	46	0
49	46	0
50	46	0
10	47	0
11	47	0
12	47	0
13	47	0
14	47	0
15	47	0
16	47	0
17	47	2
18	47	1
19	47	2
20	47	3
21	47	2
22	47	5
23	47	8
24	47	21
25	47	30
26	47	55
27	47	88
28	47	220
29	47	536
30	47	1470
31	47	2175
32	47	2707
33	47	1929
34	47	485
35	47	50
36	47	16
37	47	3
38	47	1
39	47	0
40	47	0
41	47	0
42	47	0
43	47	0
44	47	0
45	47	0
46	47	0
47	47	0
48	47	0
49	47	0
50	47	0
10	48	0
11	48	0
12	48	0
13	48	0
14	48	0
15	48	0
16	48	0
17	48	0
18	48	1
19	48	4
20	48	5
21	48	2
22	48	12
23	48	17
24	48	28
25	48	52
26	48	74
27	48	110
28	48	162
29	48	1721
30	48	4644
31	48	7518
32	48	5182
33	48	1717
34	48	388
35	48	445
36	48	204
37	48	13
38	48	2
39	48	0
40	48	0
41	48	0
42	48	0
43	48	0
44	48	0
45	48	0
46	48	0
47	48	0
48	48	0
49	48	0
50	48	0
10	49	0
11	49	0
12	49	0
13	49	0
14	49	0
15	49	3
16	49	3
17	49	0
18	49	3
19	49	2
20	49	5
21	49	6
22	49	8
23	49	8
24	49	21
25	49	42
26	49	35
27	49	74
28	49	420
29	49	1992
30	49	4083
31	49	3537
32	49	1230
33	49	514
34	49	544
35	49	402
36	49	249
37	49	14
38	49	0
39	49	0
40	49	0
41	49	0
42	49	0
43	49	0
44	49	0
45	49	0
46	49	0
47	49	0
48	49	0
49	49	0
50	49	0
10	50	0
11	50	0
12	50	0
13	50	0
14	50	0
15	50	0
16	50	0
17	50	4
18	50	3
19	50	0
20	50	4
21	50	6
22	50	3
23	50	10
24	50	32
25	50	33
26	50	39
27	50	88
28	50	269
29	50	592
30	50	1506
31	50	2350
32	50	2840
33	50	2415
34	50	701
35	50	109
36	50	18
37	50	5
38	50	1
39	50	0
40	50	0
41	50	0
42	50	0
43	50	0
44	50	0
45	50	0
46	50	0
47	50	0
48	50	0
49	50	0
50	50	0
