GeneID,Mean,Mean.log10,Std.Dev,log10.Std.Dev,0.025,0.975,log10.0.025,log10.0.975
YOL057W,0.660666704177856,-0.180886581540108,0.0416570349018923,0.0275529919222426,0.581537313262622,0.73773792386055,-0.235422416948673,-0.132097900305112
YOL056W,0.30197662115097,-0.522286057472229,0.0309118258581418,0.0443195120385983,0.246278584127625,0.366782563924789,-0.608573352137348,-0.43559136293212
YOL055C,0.106053173542023,-0.975832104682922,0.00836000457681252,0.0343819068748468,0.0902211769794424,0.122834801053007,-1.04469151220367,-0.910678576116475
YOL052C,0.71518862247467,-0.146986499428749,0.0575066836278319,0.0350065038935952,0.610492998361588,0.829314172267914,-0.214319319795085,-0.0812809128340547
YOL051W,0.411151796579361,-0.386865198612213,0.0258817918536216,0.0275147278115212,0.36229496995608,0.45817023118337,-0.440937695848244,-0.338973132568101
YOL049W,0.706799685955048,-0.151804119348526,0.0501839720498779,0.0309963042637263,0.610959432522456,0.802535735070705,-0.213987627733226,-0.0955356203682413
YOL048C,0.0713201463222504,-1.14987301826477,0.00851147184154979,0.0518174704828119,0.0562618474165599,0.0891480424751838,-1.24978601445073,-1.04988819456852
YOL047C,0.00631847558543086,-2.21724033355713,0.00180764161762768,0.125933092586834,0.00332107934324692,0.0104324183892459,-2.47872078957251,-1.98161500405529
YOL044W,0.119691625237465,-0.92403918504715,0.0117731378260626,0.0428099053311875,0.0978684628382325,0.14401737463971,-1.00935728931338,-0.841585110312746
YOL043C,0.0324689336121082,-1.49277877807617,0.00454002525472777,0.0608834326355282,0.024298670872425,0.0418701432645321,-1.61441748192131,-1.37809555310711
YOL042W,0.137654677033424,-0.863319039344788,0.0135855193319864,0.0428255741054876,0.113530189543962,0.165361572926243,-0.94488866111469,-0.781565405344264
YOL041C,1.33181297779083,0.12328439950943,0.0970301441384537,0.0317907614741438,1.14930678009987,1.52048313617706,0.060435957787442,0.181981607705498
YOL033W,0.0781619250774384,-1.10870313644409,0.00690303963955927,0.0384714350696838,0.0652286525815725,0.0920815796901782,-1.18556159293407,-1.03582725885792
YOL032W,0.461532175540924,-0.340294241905212,0.0669940396322568,0.0624003155547359,0.348344473044078,0.607000801463922,-0.457991290452929,-0.216810737044285
YOL031C,0.36496365070343,-0.439182072877884,0.029578635206384,0.0353460849027393,0.308860924343268,0.422594960530599,-0.510237034477378,-0.374075687704999
YOL030W,1.95822715759277,0.290814191102982,0.136200775137154,0.0302299852936383,1.70435784757137,2.2258420586586,0.231560783865003,0.347494344355187
YOL028C,0.348040342330933,-0.463751316070557,0.0552815630166964,0.0682563686866521,0.253688979397217,0.474891581883033,-0.595698422932021,-0.323405538158848
YOL027C,0.729106664657593,-0.138314038515091,0.0518434351627834,0.0310591358246778,0.630511105060577,0.826503992080688,-0.200307259885416,-0.0827550444102261
YOL023W,0.0544415712356567,-1.26560258865356,0.00457116742765299,0.0365487544522215,0.045751968305558,0.0638505080714822,-1.33959022738734,-1.19483565564079
YOL022C,0.654036223888397,-0.185716390609741,0.0509283955422309,0.0338738398442352,0.558382806678613,0.756551516552766,-0.253067982131356,-0.121161504503413
YOL021C,0.682588875293732,-0.166616380214691,0.0406119615121709,0.0260271961022474,0.607130450507005,0.754223023355007,-0.216717996044823,-0.122500218036891
YOL020W,0.295839309692383,-0.530075311660767,0.021310004517378,0.0314205589068607,0.2552506643037,0.336735932528972,-0.593033120950433,-0.472710574497225
YOL019W,0.32993945479393,-0.482672363519669,0.0234823753476564,0.0310502223037588,0.285092347860336,0.374550361931324,-0.545014439506645,-0.426489778930719
YOL018C,0.26211741566658,-0.583051323890686,0.0221267752282063,0.0367246276889101,0.22154888510704,0.306380860259136,-0.6545304311123,-0.513738369805677
YOL016C,0.354950070381165,-0.451086819171906,0.0269591292400402,0.0330284922195391,0.305415730178356,0.408033668994904,-0.515108635748212,-0.389303999523182
YOL015W,0.00116193550638855,-2.97022342681885,0.000459722924319451,0.180709781532372,0.000428102896694327,0.00221938833904763,-3.36845281426285,-2.65376683779501
YOL013C,0.163908883929253,-0.786694765090942,0.0126617496919833,0.0336282854073849,0.140813816338778,0.188747896874944,-0.851354734012151,-0.724117892743635
YOL011W,0.0756576657295227,-1.12251591682434,0.00600441650275083,0.0345161262519414,0.064352716691792,0.0877151845023036,-1.19143314025584,-1.05692522085651
YOL009C,0.0829747542738914,-1.08609676361084,0.0127183683049095,0.0661914063794453,0.0605120120259623,0.111183114349842,-1.21815841127341,-0.953961165105807
YOL006C,0.523984372615814,-0.281523644924164,0.0324750033377819,0.027108929723881,0.461676649252574,0.583076250553131,-0.335662090809509,-0.234274647761806
YOL003C,0.176610752940178,-0.754772901535034,0.0160680129576774,0.0394522254317244,0.147148812562227,0.21095183553795,-0.83224325738852,-0.675816700971809
YOL001W,0.0328351147472858,-1.4903050661087,0.00575292425516795,0.0762487842412081,0.0227962300336609,0.0453768098416427,-1.64213725825502,-1.34316612464527
YOR001W,0.422472059726715,-0.375076502561569,0.026681937587798,0.0276465888646293,0.37016307041049,0.471528381109238,-0.431606911270339,-0.326492162124567
YOR002W,0.29684966802597,-0.528532207012177,0.0207529439409119,0.0305490684163867,0.257681667804718,0.336447623620431,-0.588916477275442,-0.473082534878978
YOR004W,1.00329291820526,-0.00153653719462454,0.117639757712789,0.0507455457283834,0.797232627868652,1.25831892291705,-0.0984149354942014,0.0997907259673569
YOR005C,0.0450067818164825,-1.34806323051453,0.00352700287754487,0.0341823440609287,0.0383480558171868,0.0518936411477625,-1.41625664981061,-1.28488585571114
YOR007C,4.70537710189819,0.671143114566803,0.384589082134892,0.0355538396771962,3.98585433165232,5.4872260093689,0.600521422710754,0.739352848404633
YOR008C,0.614998161792755,-0.21253801882267,0.0495708436088277,0.0350561388824541,0.522165092329184,0.713302520910899,-0.28219218123092,-0.146726243257619
YOR009W,0.0466522537171841,-1.33359503746033,0.00497245184982513,0.0463151555418091,0.037487200088799,0.0569053552734355,-1.42611699595366,-1.24484697362324
YOR017W,0.0779793858528137,-1.10920298099518,0.00574399014553997,0.0321413198798378,0.0670816078782082,0.0890259185805916,-1.17339653634227,-1.050483578661
YOR018W,0.150285929441452,-0.824008285999298,0.00977859901844223,0.0284139978610246,0.131291977564494,0.168818414211273,-0.881761814980425,-0.772580183574263
